j0,j1,j2,j3,j4,j5
1.61993,-1.13193,1.53378,-0.400689,-0.245117,3.92529
1.60657,-1.15708,1.57114,-0.414034,-0.229248,3.92697
1.59314,-1.18192,1.6075,-0.425522,-0.213556,3.92694
1.57977,-1.2068,1.64328,-0.43642,-0.197923,3.92693
1.55324,-1.25672,1.71315,-0.456339,-0.166852,3.9269
1.52703,-1.30698,1.78077,-0.473655,-0.136071,3.92686
1.50118,-1.35769,1.84612,-0.48821,-0.105615,3.92678
1.47573,-1.40897,1.90915,-0.499763,-0.0755138,3.92657
1.45074,-1.46083,1.96973,-0.507681,-0.0457956,3.92578
1.42624,-1.51142,2.02568,-0.502489,-0.0164773,3.91522
1.40221,-1.56383,2.08017,-0.497835,0.0123998,3.90849
1.37884,-1.62244,2.13714,-0.51229,0.0409093,3.92458
1.3561,-1.67916,2.18825,-0.508709,0.0689287,3.92661
1.33402,-1.73686,2.2362,-0.499174,0.0965115,3.92683
1.31268,-1.79606,2.28126,-0.485104,0.123688,3.9269
1.29211,-1.85689,2.32334,-0.466398,0.1505,3.92694
1.27239,-1.91944,2.36236,-0.442889,0.177011,3.92696
1.25362,-1.98374,2.3982,-0.414446,0.203312,3.92697
1.23591,-2.04974,2.43076,-0.381011,0.229538,3.92698
1.21947,-2.11729,2.45994,-0.342644,0.255879,3.92698
1.20458,-2.18602,2.48562,-0.299596,0.28261,3.92699
1.19174,-2.25529,2.5077,-0.252413,0.310142,3.92699
1.18173,-2.32399,2.52611,-0.202117,0.339098,3.92699
1.17586,-2.39031,2.54078,-0.150468,0.370433,3.92699
1.17616,-2.45148,2.55176,-0.10028,0.405588,3.92699
1.20248,-2.49573,2.55786,-0.0621281,0.463521,3.92699
1.2237,-2.53722,2.56316,-0.0259372,0.513295,3.92699
1.25708,-2.56449,2.56598,-0.00148466,0.570498,3.92699
1.2864,-2.56953,2.56643,0.00309551,0.610426,3.92699
1.3093,-2.57346,2.56679,0.00667363,0.641618,3.92699
1.33968,-2.57539,2.56695,0.00844128,0.681241,3.92699
1.35814,-2.57656,2.56705,0.00951531,0.705317,3.92699
1.38997,-2.57181,2.56663,0.00517796,0.743332,3.92699
1.42071,-2.56721,2.56622,0.000989273,0.780045,3.92699
1.45192,-2.56593,2.5661,-0.000171009,0.819066,3.92699
1.48314,-2.56465,2.56598,-0.00133129,0.858087,3.92699
1.50504,-2.56375,2.56589,-0.00214552,0.88547,3.92699
1.54018,-2.5571,2.56526,-0.00815954,0.926858,3.92699
1.57644,-2.54971,2.56453,-0.0148239,0.969397,3.92699
1.61365,-2.54165,2.5637,-0.0220531,1.01289,3.92699
1.6516,-2.53299,2.56276,-0.0297703,1.05717,3.92699
1.69013,-2.52381,2.56172,-0.0379076,1.10206,3.92699
1.7291,-2.51417,2.56057,-0.0464064,1.14743,3.92699
1.76836,-2.5041,2.55931,-0.0552159,1.19313,3.92699
1.80779,-2.49365,2.55794,-0.0642926,1.23907,3.92699
1.84731,-2.48286,2.55646,-0.0735993,1.28514,3.92699
1.8868,-2.47175,2.55486,-0.0831039,1.33125,3.92699
1.92619,-2.46035,2.55313,-0.0927784,1.37733,3.92699
1.9654,-2.44869,2.55129,-0.102599,1.4233,3.92699
2.00437,-2.43677,2.54931,-0.112543,1.46909,3.92699
2.04303,-2.42461,2.5472,-0.122593,1.51467,3.92699
2.08134,-2.41223,2.54496,-0.132731,1.55997,3.92699
2.11925,-2.39964,2.54258,-0.142942,1.60494,3.92699
2.1567,-2.38685,2.54006,-0.153211,1.64956,3.92699
2.19367,-2.37387,2.53739,-0.163525,1.69378,3.92699
2.23011,-2.3607,2.53457,-0.173872,1.73758,3.92699
2.25955,-2.34765,2.53089,-0.183236,1.77448,3.92699
2.30063,-2.33413,2.52852,-0.194395,1.82302,3.92699
2.32987,-2.32076,2.52462,-0.203859,1.85992,3.92699
2.36896,-2.30679,2.5218,-0.215006,1.90667,3.92699
2.39798,-2.29311,2.51767,-0.224563,1.94357,3.92699
2.43472,-2.27886,2.51439,-0.235525,1.98819,3.92699
2.46351,-2.26485,2.51002,-0.245168,2.0251,3.92699
2.4923,-2.25083,2.50564,-0.254811,2.06201,3.92699
2.52757,-2.23629,2.502,-0.265714,2.1054,3.92699
2.556,-2.22177,2.49724,-0.275472,2.14232,3.92699
2.58442,-2.20725,2.49248,-0.285229,2.17924,3.92699
2.61285,-2.19273,2.48771,-0.294987,2.21616,3.92699
2.63681,-2.18049,2.4837,-0.303211,2.24728,3.92699
2.68997,-2.1506,2.47288,-0.32228,2.31837,3.92699
2.73906,-2.12109,2.46147,-0.340386,2.3855,3.92699
2.78437,-2.09198,2.4495,-0.357519,2.44893,3.92699
2.82864,-2.06148,2.43725,-0.375728,2.51144,3.92705
2.87473,-2.02744,2.42046,-0.394238,2.58052,3.92581
