j0,j1,j2,j3,j4,j5
-4.92615,-1.71382,2.40289,5.59424,0.612986,-2.35581
-4.9277,-1.76055,2.43914,5.6046,0.644526,-2.3562
-4.92683,-1.80624,2.47149,5.61794,0.677614,-2.3562
-4.9234,-1.85136,2.50086,5.63368,0.711919,-2.3562
-4.91717,-1.89561,2.5273,5.6515,0.747687,-2.35619
-4.90787,-1.93861,2.55085,5.67095,0.785206,-2.35619
-4.89523,-1.97994,2.5716,5.69152,0.824787,-2.35619
-4.87894,-2.01908,2.58966,5.71261,0.866759,-2.35619
-4.85872,-2.05554,2.60514,5.73358,0.911451,-2.35619
-4.83431,-2.08877,2.6182,5.75375,0.959179,-2.35619
-4.80549,-2.1183,2.629,5.77248,1.01022,-2.35619
-4.77213,-2.1437,2.63771,5.78917,1.06478,-2.35619
-4.73418,-2.16465,2.64451,5.80333,1.12297,-2.35619
-4.69175,-2.18097,2.64956,5.8146,1.18477,-2.35619
-4.63847,-2.1866,2.65123,5.81855,1.25664,-2.35619
-4.58887,-2.19465,2.65364,5.82419,1.32431,-2.35619
-4.536,-2.19838,2.6547,5.82686,1.39462,-2.35619
-4.48015,-2.19781,2.6545,5.8265,1.46734,-2.35619
-4.44938,-2.19369,2.65323,5.82364,1.50641,-2.35619
-4.39163,-2.18927,2.65194,5.82052,1.58038,-2.35619
-4.36088,-2.18317,2.65002,5.81634,1.61905,-2.35619
-4.33986,-2.17901,2.6487,5.81349,1.64548,-2.35619
-4.30908,-2.17455,2.64733,5.8104,1.68449,-2.35619
-4.30762,-2.17434,2.64726,5.81026,1.68633,-2.35619
-4.24694,-2.16158,2.64328,5.80149,1.76243,-2.35619
-4.21652,-2.15274,2.64026,5.79567,1.80055,-2.35619
-4.18522,-2.14757,2.63896,5.7918,1.83955,-2.35619
-4.15494,-2.13805,2.63562,5.78561,1.87753,-2.35619
-4.12466,-2.12852,2.63227,5.77943,1.91551,-2.35619
-4.09437,-2.11899,2.62893,5.77324,1.9535,-2.35619
-4.06409,-2.10946,2.62559,5.76705,1.99148,-2.35619
-4.03381,-2.09993,2.62225,5.76087,2.02946,-2.35619
-4.02258,-2.09639,2.62101,5.75857,2.04355,-2.35619
-3.98914,-2.08426,2.61643,5.75102,2.08579,-2.35619
-3.95599,-2.0717,2.61156,5.74333,2.12782,-2.35619
-3.9232,-2.05875,2.60639,5.73555,2.16958,-2.35619
-3.89477,-2.04494,2.59985,5.72828,2.20707,-2.35619
-3.85925,-2.03196,2.59521,5.71994,2.25165,-2.35619
-3.83106,-2.01775,2.5883,5.71264,2.2891,-2.35619
-3.7972,-2.00393,2.58278,5.70433,2.33222,-2.35619
-3.76926,-1.98932,2.57548,5.69703,2.36963,-2.35619
-3.74133,-1.97472,2.56818,5.68972,2.40704,-2.35619
-3.70893,-1.96034,2.56192,5.6816,2.44892,-2.35619
-3.68141,-1.94511,2.55401,5.67429,2.48626,-2.35619
-3.6539,-1.92988,2.54609,5.66698,2.52361,-2.35619
-3.62638,-1.91466,2.53818,5.65967,2.56096,-2.3562
-3.62516,-1.91398,2.53782,5.65934,2.56262,-2.3562
-3.61982,-1.91102,2.53629,5.65792,2.56986,-2.3562
-3.58497,-1.89028,2.52453,5.64893,2.61842,-2.35619
-3.55203,-1.86975,2.51242,5.64052,2.66504,-2.35619
-3.5209,-1.84944,2.49994,5.63268,2.70984,-2.35619
-3.49148,-1.82936,2.48713,5.62542,2.75292,-2.35619
-3.46368,-1.80952,2.47397,5.61873,2.79438,-2.35619
-3.43742,-1.7899,2.46048,5.61261,2.83434,-2.35619
-3.4126,-1.77052,2.44667,5.60704,2.87287,-2.35619
-3.38915,-1.75136,2.43254,5.60201,2.91006,-2.35619
-3.34608,-1.71368,2.40332,5.59356,2.98076,-2.35618
-3.30766,-1.67678,2.37285,5.58721,3.04701,-2.3561
-3.27343,-1.64023,2.34081,5.58443,3.10933,-2.35437
-3.24298,-1.60456,2.30773,5.5827,3.16817,-2.35351
-3.21595,-1.57022,2.27419,5.57936,3.22391,-2.35606
-3.19203,-1.53582,2.2389,5.58016,3.27691,-2.35614
-3.17095,-1.50182,2.20238,5.58266,3.32745,-2.35617
-3.15246,-1.46816,2.16462,5.58674,3.3758,-2.35618
-3.13636,-1.43477,2.12562,5.59235,3.42218,-2.35618
-3.12245,-1.40158,2.08534,5.59943,3.46682,-2.35618
-3.11058,-1.36852,2.04376,5.60795,3.50987,-2.35619
-3.10059,-1.33552,2.00085,5.61786,3.55151,-2.35619
-3.09235,-1.30252,1.95657,5.62914,3.59188,-2.35619
-3.08575,-1.26945,1.91088,5.64177,3.6311,-2.35619
-3.08068,-1.23625,1.86371,5.65573,3.66928,-2.35619
-3.07704,-1.20286,1.81502,5.67103,3.70653,-2.35619
-3.07476,-1.1692,1.76473,5.68767,3.74294,-2.35619
-3.07374,-1.13521,1.71276,5.70564,3.77859,-2.35619
-3.07392,-1.10081,1.65901,5.72499,3.81354,-2.35619
-3.07523,-1.06592,1.60338,5.74573,3.84787,-2.35619
-3.07761,-1.03046,1.54573,5.76792,3.88163,-2.35619
-3.08101,-0.994313,1.4859,5.79161,3.91487,-2.35619
-3.08536,-0.957379,1.42369,5.81688,3.94764,-2.35619
-3.09063,-0.919521,1.35887,5.84384,3.97997,-2.35619
-3.0965,-0.879996,1.29011,5.87307,4.01215,-2.35619
