j0,j1,j2,j3,j4,j5
-0.914521,-2.32665,-0.809482,-3.14354,2.83699,-2.35317
-0.943507,-2.29147,-0.870573,-3.12062,2.85703,-2.35567
-0.97225,-2.25783,-0.927776,-3.09701,2.87685,-2.35563
-1.00081,-2.22483,-0.983008,-3.07474,2.89645,-2.35558
-1.02921,-2.19233,-1.03651,-3.05368,2.91581,-2.35553
-1.05744,-2.16024,-1.08846,-3.03376,2.93495,-2.35546
-1.08552,-2.12847,-1.13902,-3.0149,2.95384,-2.35539
-1.11346,-2.09696,-1.18828,-2.99706,2.97248,-2.3553
-1.14126,-2.06564,-1.23635,-2.9802,2.99086,-2.35519
-1.16895,-2.03448,-1.28329,-2.96428,3.00899,-2.35506
-1.19652,-2.00341,-1.32917,-2.94929,3.02684,-2.35488
-1.22399,-1.97241,-1.37404,-2.93519,3.04441,-2.35464
-1.25138,-1.94142,-1.41795,-2.92192,3.0617,-2.3543
-1.2787,-1.91039,-1.46096,-2.90941,3.07868,-2.35376
-1.30596,-1.87925,-1.50313,-2.89743,3.09535,-2.35282
-1.33318,-1.84783,-1.54468,-2.88529,3.11169,-2.35081
-1.36038,-1.81515,-1.58681,-2.86838,3.12771,-2.34335
-1.38763,-1.78091,-1.62983,-2.84519,3.14331,-2.32894
-1.415,-1.74938,-1.6683,-2.83683,3.1584,-2.32752
-1.41931,-1.74476,-1.67363,-2.83767,3.1607,-2.32908
-1.4439,-1.71842,-1.70408,-2.84247,3.17386,-2.33797
-1.46848,-1.69208,-1.73452,-2.84726,3.18701,-2.34687
-1.49307,-1.66575,-1.76496,-2.85205,3.20017,-2.35577
-1.51879,-1.63456,-1.79715,-2.84591,3.21193,-2.35063
-1.54352,-1.6072,-1.82784,-2.84808,3.22469,-2.35613
-1.56919,-1.57738,-1.85839,-2.8474,3.23639,-2.35618
-1.59519,-1.54719,-1.88828,-2.84772,3.24766,-2.3562
-1.62157,-1.51664,-1.91749,-2.84908,3.25846,-2.35622
-1.64841,-1.48569,-1.946,-2.85153,3.26875,-2.35623
-1.67576,-1.45435,-1.97378,-2.8551,3.27846,-2.35624
-1.7037,-1.42261,-2.0008,-2.85983,3.28752,-2.35625
-1.73232,-1.39048,-2.027,-2.86576,3.29585,-2.35625
-1.7617,-1.35798,-2.05236,-2.87291,3.30336,-2.35626
-1.79196,-1.32514,-2.07682,-2.88129,3.30993,-2.35626
-1.82323,-1.29201,-2.10033,-2.89092,3.31542,-2.35627
-1.85567,-1.25865,-2.12284,-2.90177,3.31968,-2.35627
-1.88945,-1.22515,-2.14428,-2.91384,3.32251,-2.35628
-1.92481,-1.19163,-2.16461,-2.92704,3.32369,-2.35629
-1.96199,-1.15823,-2.18375,-2.94133,3.32294,-2.35631
-2.0013,-1.12519,-2.20164,-2.95634,3.31997,-2.35617
