j0,j1,j2,j3,j4,j5
-1.07332,-1.13642,-2.36744,-2.77831,-1.08297,-2.35617
-1.02569,-1.11856,-2.3763,-2.78832,-1.01694,-2.3562
-0.978345,-1.1022,-2.38428,-2.7967,-0.951388,-2.3562
-0.930583,-1.08728,-2.39133,-2.80456,-0.885712,-2.35621
-0.882516,-1.07386,-2.39751,-2.8118,-0.819941,-2.35621
-0.834262,-1.06199,-2.40284,-2.81835,-0.754118,-2.35621
-0.785961,-1.05173,-2.40734,-2.8241,-0.688305,-2.35621
-0.737772,-1.04317,-2.41102,-2.82897,-0.622591,-2.35622
-0.689887,-1.03642,-2.41388,-2.83286,-0.557097,-2.35622
-0.642528,-1.03159,-2.41591,-2.83566,-0.491981,-2.35622
-0.615746,-1.03135,-2.41601,-2.8358,-0.454401,-2.35622
-0.586728,-1.0311,-2.41611,-2.83596,-0.413684,-2.35621
-0.55771,-1.03084,-2.41622,-2.83611,-0.372967,-2.35621
-0.528692,-1.03059,-2.41633,-2.83626,-0.33225,-2.3562
-0.475444,-1.03562,-2.41423,-2.83333,-0.255294,-2.3562
-0.425155,-1.04451,-2.41044,-2.82822,-0.180631,-2.3562
-0.396557,-1.04621,-2.40973,-2.82724,-0.13967,-2.3562
-0.350522,-1.06007,-2.4037,-2.8194,-0.0683132,-2.35621
-0.308356,-1.07786,-2.3957,-2.80941,4.21403e-05,-2.35641
-0.270279,-1.09968,-2.3855,-2.798,0.0652623,-2.3562
-0.236402,-1.12518,-2.37302,-2.78498,0.127315,-2.35619
-0.206739,-1.15422,-2.35805,-2.77092,0.186257,-2.35619
-0.181221,-1.1865,-2.34045,-2.75624,0.24222,-2.35619
-0.159713,-1.2217,-2.32004,-2.74144,0.295391,-2.35619
-0.142034,-1.2595,-2.29671,-2.72698,0.345991,-2.35619
-0.127973,-1.29953,-2.27033,-2.71333,0.394264,-2.35619
-0.117301,-1.34147,-2.24079,-2.70093,0.440456,-2.35619
-0.109783,-1.38499,-2.20803,-2.69016,0.484812,-2.35619
-0.105188,-1.42983,-2.17199,-2.68137,0.527561,-2.35619
-0.103289,-1.47573,-2.13263,-2.67483,0.568916,-2.35619
-0.103869,-1.52248,-2.08993,-2.67077,0.609068,-2.35619
-0.106725,-1.56993,-2.0439,-2.66936,0.648189,-2.35619
-0.111663,-1.61794,-1.99453,-2.67072,0.686425,-2.35619
-0.118503,-1.66642,-1.94185,-2.67493,0.723904,-2.35619
-0.127074,-1.71531,-1.88586,-2.68202,0.76073,-2.35619
-0.137217,-1.76458,-1.82657,-2.69203,0.796992,-2.35619
-0.148783,-1.81424,-1.76399,-2.70495,0.832759,-2.35619
-0.16163,-1.86431,-1.6981,-2.72078,0.868086,-2.35619
-0.175626,-1.91484,-1.62884,-2.73951,0.903012,-2.35619
-0.183014,-1.94031,-1.59292,-2.74996,0.920335,-2.35619
-0.190643,-1.96592,-1.55613,-2.76113,0.937568,-2.35619
-0.198498,-1.9917,-1.51844,-2.77304,0.954712,-2.35619
-0.206564,-2.01766,-1.47984,-2.78569,0.971768,-2.35619
-0.214828,-2.04383,-1.44028,-2.79908,0.988738,-2.35619
-0.223275,-2.07022,-1.39973,-2.81323,1.00562,-2.35619
-0.231892,-2.09687,-1.35816,-2.82816,1.02242,-2.35619
-0.240666,-2.1238,-1.31551,-2.84388,1.03912,-2.35619
-0.249585,-2.15105,-1.27172,-2.86042,1.05574,-2.35619
-0.258634,-2.17867,-1.22671,-2.87781,1.07226,-2.35619
-0.267801,-2.20671,-1.18038,-2.8961,1.08868,-2.35619
-0.277074,-2.23523,-1.13263,-2.91533,1.10501,-2.35619
-0.28644,-2.26429,-1.08332,-2.93558,1.12123,-2.35619
-0.295885,-2.29399,-1.03228,-2.95692,1.13734,-2.35619
-0.305397,-2.32444,-0.979285,-2.97946,1.15333,-2.35619
-0.314961,-2.35578,-0.924067,-3.00334,1.1692,-2.35619
-0.324563,-2.38818,-0.866266,-3.02875,1.18493,-2.35619
-0.334206,-2.42178,-0.80558,-3.05583,1.2005,-2.3562
-0.344116,-2.45952,-0.736467,-3.08744,1.21561,-2.35534
