j0,j1,j2,j3,j4,j5
-2.81875,-2.15884,-1.63755,0.654518,2.20946,0.785721
-2.81413,-2.13946,-1.67127,0.668944,2.18522,0.785616
-2.80934,-2.11938,-1.7062,0.683888,2.16011,0.785507
-2.80455,-2.0993,-1.74113,0.698832,2.13501,0.785398
-2.79725,-2.07967,-1.77393,0.711955,2.1073,0.785463
-2.79181,-2.05965,-1.80843,0.726486,2.08146,0.785398
-2.78437,-2.03996,-1.84134,0.739713,2.05359,0.785398
-2.77615,-2.02036,-1.87377,0.752537,2.02493,0.785398
-2.75967,-1.9864,-1.92914,0.773947,1.97298,0.785398
-2.74103,-1.95327,-1.98198,0.793649,1.91933,0.785398
-2.71978,-1.92072,-2.0327,0.81183,1.86349,0.785398
-2.69572,-1.88873,-2.08135,0.828495,1.80527,0.785398
-2.66867,-1.85726,-2.12797,0.843643,1.74445,0.785398
-2.63839,-1.8263,-2.17257,0.85727,1.68077,0.785398
-2.60469,-1.79583,-2.21513,0.869368,1.614,0.785398
-2.56731,-1.76588,-2.25565,0.879932,1.54386,0.785398
-2.52604,-1.73649,-2.29407,0.888961,1.47007,0.785398
-2.50387,-1.72202,-2.31247,0.892901,1.43172,0.785398
-2.48065,-1.70773,-2.33033,0.896461,1.39236,0.785398
-2.45634,-1.69361,-2.34762,0.899645,1.35196,0.785398
-2.43094,-1.67971,-2.36434,0.902457,1.31048,0.785398
-2.40441,-1.66603,-2.38047,0.904903,1.26789,0.785398
-2.37675,-1.6526,-2.39598,0.906993,1.22418,0.785398
-2.34795,-1.63946,-2.41087,0.908736,1.17932,0.785398
-2.31799,-1.62664,-2.4251,0.910147,1.1333,0.785398
-2.2869,-1.61418,-2.43865,0.911242,1.08611,0.785398
-2.25468,-1.60213,-2.4515,0.91204,1.03776,0.785398
-2.22136,-1.59055,-2.4636,0.912564,0.988247,0.785398
-2.18697,-1.5795,-2.47493,0.912842,0.937602,0.785397
-2.15157,-1.56905,-2.48545,0.912905,0.885858,0.785397
-2.11522,-1.55927,-2.4951,0.912786,0.833067,0.785397
-2.078,-1.55025,-2.50386,0.912524,0.779296,0.785397
-2.04003,-1.54209,-2.51166,0.912161,0.724628,0.785397
-2.00142,-1.53487,-2.51846,0.911738,0.66917,0.785397
-1.96231,-1.52869,-2.5242,0.911301,0.613044,0.785396
-1.92288,-1.52367,-2.52881,0.910893,0.556393,0.785396
-1.88329,-1.51991,-2.53224,0.910552,0.499381,0.785396
-1.84376,-1.51749,-2.53441,0.910315,0.442186,0.785396
-1.80449,-1.51652,-2.53528,0.910207,0.385,0.785395
-1.76571,-1.51707,-2.53476,0.910243,0.328027,0.785395
-1.72764,-1.51921,-2.53281,0.910426,0.271475,0.785394
-1.69051,-1.52298,-2.52935,0.910742,0.215552,0.785393
-1.65452,-1.52841,-2.52434,0.911161,0.160457,0.785391
-1.61989,-1.53549,-2.51773,0.911638,0.106381,0.785387
-1.58679,-1.5442,-2.50948,0.912116,0.0534941,0.785375
-1.55537,-1.55453,-2.49954,0.912672,0.00194433,0.785201
-1.52576,-1.56628,-2.48799,0.912669,-0.0481468,0.785414
-1.49805,-1.5795,-2.47472,0.912628,-0.096681,0.7854
-1.47231,-1.59403,-2.45978,0.912213,-0.143594,0.7854
-1.44855,-1.60975,-2.44319,0.911346,-0.188845,0.7854
-1.42679,-1.62656,-2.42498,0.90994,-0.232422,0.785399
-1.407,-1.64432,-2.40519,0.907918,-0.274334,0.785399
-1.38914,-1.66292,-2.38389,0.905214,-0.314608,0.785399
-1.3755,-1.68272,-2.35971,0.900841,-0.350919,0.785399
-1.36187,-1.70252,-2.33554,0.896468,-0.38723,0.785399
-1.34823,-1.72232,-2.31137,0.892095,-0.423541,0.785399
-1.34055,-1.73347,-2.29775,0.889633,-0.443987,0.785399
-1.33012,-1.75529,-2.26948,0.883178,-0.478604,0.785399
-1.32127,-1.77733,-2.24017,0.875902,-0.511656,0.785399
-1.31388,-1.79954,-2.20988,0.867828,-0.543259,0.785398
-1.30783,-1.82187,-2.17871,0.858984,-0.573521,0.785398
-1.30508,-1.84446,-2.14504,0.847899,-0.600453,0.785398
-1.29925,-1.86676,-2.11393,0.839099,-0.630455,0.785398
-1.29793,-1.88934,-2.07929,0.82703,-0.655801,0.785398
-1.29662,-1.91191,-2.04464,0.814961,-0.681148,0.785398
-1.29639,-1.9157,-2.03883,0.812939,-0.685394,0.785398
-1.29474,-1.96013,-1.97003,0.788564,-0.73428,0.785398
-1.2963,-2.00438,-1.89899,0.761779,-0.779338,0.785398
-1.29759,-2.0167,-1.87852,0.75363,-0.790895,0.785397
-1.29956,-2.03893,-1.84189,0.739227,-0.81217,0.785397
-1.30152,-2.06116,-1.80525,0.724825,-0.833445,0.785396
-1.3017,-2.06319,-1.80191,0.72351,-0.835388,0.785396
-1.30335,-2.08154,-1.77166,0.711605,-0.852913,0.785396
-1.30589,-2.10482,-1.73175,0.694918,-0.873207,0.785596
