j0,j1,j2,j3,j4,j5
-1.19779,-1.76321,-2.09567,0.717569,1.99718,0.784733
-1.19034,-1.75215,-2.10935,0.72013,1.97901,0.784872
-1.17627,-1.73127,-2.13517,0.724965,1.94472,0.785135
-1.14965,-1.69441,-2.18026,0.73308,1.88246,0.785398
-1.11861,-1.6575,-2.22286,0.738767,1.81618,0.785398
-1.08341,-1.62046,-2.26362,0.742496,1.74605,0.785398
-1.06412,-1.60189,-2.28331,0.743612,1.7094,0.785398
-1.04363,-1.58328,-2.30253,0.744223,1.67162,0.785398
-1.02189,-1.56464,-2.32128,0.744323,1.63264,0.785398
-0.999477,-1.54646,-2.33903,0.743891,1.59351,0.785398
-0.9758,-1.52829,-2.35631,0.743009,1.55316,0.785398
-0.950785,-1.51013,-2.37311,0.741644,1.5115,0.785398
-0.924377,-1.49198,-2.38941,0.739799,1.46847,0.785398
-0.896522,-1.47387,-2.40521,0.737482,1.42401,0.785398
-0.867168,-1.45581,-2.42048,0.734702,1.37805,0.785398
-0.836267,-1.43785,-2.43521,0.731475,1.33053,0.785398
-0.803772,-1.42003,-2.44939,0.727822,1.28139,0.785398
-0.769646,-1.40238,-2.46298,0.72377,1.23057,0.785398
-0.727294,-1.38198,-2.47846,0.718848,1.16817,0.785397
-0.681963,-1.3617,-2.49301,0.713114,1.10269,0.785397
-0.634207,-1.34204,-2.50657,0.707016,1.03463,0.785397
-0.584126,-1.32321,-2.51908,0.700699,0.964079,0.785396
-0.531859,-1.30546,-2.53045,0.694319,0.891146,0.785396
-0.477621,-1.28904,-2.54061,0.688063,0.816016,0.785395
-0.42172,-1.27429,-2.54944,0.682147,0.738967,0.785395
-0.364563,-1.26155,-2.55685,0.67681,0.660379,0.785394
-0.306663,-1.25117,-2.56272,0.672307,0.580737,0.785393
-0.248629,-1.24354,-2.56694,0.668891,0.500629,0.785392
-0.191148,-1.23899,-2.56939,0.666794,0.420722,0.785391
-0.13495,-1.23782,-2.56996,0.666198,0.341734,0.785389
-0.0807643,-1.24025,-2.56855,0.667215,0.264389,0.785388
-0.029267,-1.24636,-2.56508,0.669862,0.189366,0.785386
0.0189688,-1.25613,-2.5595,0.674049,0.117249,0.785386
0.0635096,-1.26939,-2.55178,0.679571,0.0484878,0.7854
0.10408,-1.28561,-2.54206,0.685188,-0.0166178,0.786291
0.14056,-1.30529,-2.52987,0.693765,-0.077915,0.785195
0.172981,-1.327,-2.51587,0.701192,-0.135416,0.785485
0.201473,-1.35083,-2.49982,0.709042,-0.189212,0.785411
0.22625,-1.37623,-2.4819,0.716521,-0.239486,0.785411
0.247577,-1.40282,-2.46221,0.723435,-0.286473,0.785407
0.265741,-1.43028,-2.44087,0.729554,-0.330433,0.785404
0.281038,-1.4583,-2.41801,0.734711,-0.371631,0.785403
0.293754,-1.48666,-2.39373,0.738789,-0.41033,0.785402
0.304159,-1.51515,-2.36816,0.741716,-0.446777,0.785401
0.312504,-1.54364,-2.34141,0.743456,-0.481202,0.7854
0.319015,-1.57202,-2.31358,0.744004,-0.513812,0.7854
0.323897,-1.60021,-2.28476,0.743374,-0.544797,0.785399
0.327332,-1.62815,-2.25504,0.741596,-0.574323,0.785399
0.329483,-1.6558,-2.22451,0.738714,-0.602538,0.785399
0.330492,-1.68315,-2.19322,0.734776,-0.629573,0.785399
0.330487,-1.71019,-2.16124,0.729833,-0.655543,0.785399
0.32958,-1.73691,-2.12862,0.72394,-0.680549,0.785399
0.32787,-1.76332,-2.09543,0.717151,-0.70468,0.785398
0.323932,-1.78899,-2.06001,0.707412,-0.7265,0.785398
0.317777,-1.84058,-1.99144,0.690427,-0.771636,0.785398
0.31319,-1.86585,-1.95554,0.679797,-0.792584,0.785398
0.308604,-1.89111,-1.91964,0.669166,-0.813533,0.785398
0.306447,-1.903,-1.90276,0.664167,-0.823383,0.785398
0.29633,-1.95154,-1.83179,0.641746,-0.862687,0.785398
0.290152,-1.97554,-1.79471,0.628652,-0.881114,0.785398
0.283974,-1.99953,-1.75762,0.615558,-0.899541,0.785398
0.277796,-2.02352,-1.72054,0.602463,-0.917967,0.785398
0.271618,-2.04751,-1.68345,0.589369,-0.936394,0.785398
0.267838,-2.06219,-1.66076,0.581356,-0.947671,0.785398
0.254979,-2.10639,-1.58865,0.55345,-0.979798,0.785398
0.248195,-2.12895,-1.55122,0.538578,-0.995811,0.785398
0.241567,-2.15227,-1.512,0.522673,-1.01217,0.785398
