j0,j1,j2,j3,j4,j5
-3.17384,-2.76238,-0.353478,-3.16727,-3.38257,3.92643
-3.18189,-2.73448,-0.409429,-3.13831,-3.37475,3.92799
-3.1903,-2.71288,-0.452368,-3.11693,-3.36735,3.92803
-3.19866,-2.69257,-0.492604,-3.09695,-3.35997,3.92808
-3.21528,-2.65553,-0.565534,-3.06096,-3.34527,3.92818
-3.23176,-2.62187,-0.63128,-3.02877,-3.33067,3.92827
-3.2481,-2.59065,-0.691838,-2.99934,-3.31617,3.92837
-3.25263,-2.58293,-0.70659,-2.99243,-3.31216,3.92825
-3.26454,-2.56263,-0.745383,-2.97425,-3.30164,3.92792
-3.27645,-2.54234,-0.784175,-2.95608,-3.29111,3.9276
-3.28836,-2.52204,-0.822968,-2.9379,-3.28058,3.92727
-3.3124,-2.48384,-0.894506,-2.90452,-3.25904,3.92731
-3.32465,-2.46349,-0.93312,-2.88646,-3.24816,3.92711
-3.34927,-2.42528,-1.00407,-2.85384,-3.22606,3.92699
-3.37433,-2.38735,-1.07371,-2.82247,-3.2035,3.92664
-3.39983,-2.3498,-1.14187,-2.79359,-3.18048,3.92492
-3.42575,-2.31095,-1.2131,-2.76466,-3.15714,3.92147
-3.45195,-2.27242,-1.28148,-2.73282,-3.13334,3.92346
-3.47837,-2.23366,-1.34933,-2.70069,-3.10925,3.92649
-3.50507,-2.19523,-1.41559,-2.67255,-3.08482,3.92681
-3.53202,-2.15646,-1.48132,-2.64549,-3.06004,3.9269
-3.55923,-2.11724,-1.54665,-2.61935,-3.03493,3.92693
-3.58665,-2.07745,-1.61162,-2.59415,-3.00949,3.92695
-3.61426,-2.03699,-1.67626,-2.56996,-2.98373,3.92696
-3.64205,-1.99573,-1.7406,-2.54688,-2.95765,3.92697
-3.66999,-1.95354,-1.80463,-2.52503,-2.93125,3.92697
-3.69806,-1.91028,-1.86834,-2.50458,-2.90454,3.92698
-3.72622,-1.86574,-1.93173,-2.48573,-2.8775,3.92698
-3.75444,-1.81972,-1.99475,-2.46872,-2.85012,3.92698
-3.78268,-1.77196,-2.05735,-2.45388,-2.82238,3.92698
-3.81091,-1.72214,-2.11948,-2.44157,-2.79425,3.92698
-3.83906,-1.66986,-2.18104,-2.4323,-2.7657,3.92698
-3.86707,-1.61463,-2.2419,-2.42666,-2.73667,3.92698
-3.89483,-1.55583,-2.3019,-2.42546,-2.70709,3.92698
-3.92221,-1.49268,-2.36083,-2.42968,-2.67683,3.92698
-3.9357,-1.45916,-2.38981,-2.43423,-2.6614,3.92698
-3.94902,-1.42415,-2.4184,-2.44065,-2.64573,3.92698
-3.96213,-1.38748,-2.44655,-2.44917,-2.62979,3.92698
-3.97499,-1.34929,-2.4741,-2.45979,-2.61355,3.92699
