j0,j1,j2,j3,j4,j5
-1.45251,-2.03774,-1.42074,-2.82173,-2.76797,-2.35343
-1.45233,-1.99884,-1.47881,-2.80554,-2.72666,-2.3562
-1.45115,-1.96036,-1.53491,-2.78793,-2.68489,-2.3562
-1.44857,-1.92244,-1.58873,-2.77201,-2.64226,-2.3562
-1.44451,-1.88503,-1.6404,-2.75776,-2.5987,-2.3562
-1.43889,-1.84804,-1.69003,-2.74513,-2.55411,-2.3562
-1.43161,-1.81142,-1.73768,-2.73408,-2.50841,-2.3562
-1.42257,-1.77513,-1.78345,-2.72461,-2.4615,-2.3562
-1.41167,-1.73913,-1.82737,-2.71668,-2.41325,-2.3562
-1.39878,-1.70338,-1.86951,-2.7103,-2.36355,-2.3562
-1.38379,-1.66786,-1.9099,-2.70543,-2.31225,-2.3562
-1.36656,-1.63255,-1.94857,-2.70207,-2.25921,-2.3562
-1.34694,-1.59743,-1.98555,-2.70021,-2.20427,-2.3562
-1.32479,-1.56252,-2.02085,-2.69982,-2.14725,-2.3562
-1.29993,-1.52782,-2.05449,-2.70087,-2.08796,-2.35619
-1.27218,-1.49335,-2.08648,-2.70335,-2.02619,-2.35619
-1.24137,-1.45916,-2.11682,-2.7072,-1.96172,-2.35619
-1.2073,-1.4253,-2.14552,-2.71237,-1.89433,-2.35619
-1.16977,-1.39184,-2.17255,-2.7188,-1.82378,-2.35619
-1.12859,-1.3589,-2.19791,-2.72638,-1.74982,-2.35619
-1.08357,-1.3266,-2.22158,-2.735,-1.67222,-2.35619
-1.05957,-1.31075,-2.23278,-2.73966,-1.63197,-2.35619
-1.03455,-1.29513,-2.24354,-2.74452,-1.59073,-2.35619
-1.0085,-1.27977,-2.25386,-2.74956,-1.54848,-2.35619
-0.981401,-1.2647,-2.26374,-2.75475,-1.50518,-2.35619
-0.953258,-1.24995,-2.27317,-2.76006,-1.46083,-2.35619
-0.924066,-1.23558,-2.28214,-2.76546,-1.41541,-2.35619
-0.89383,-1.22162,-2.29065,-2.77091,-1.36892,-2.35619
-0.862565,-1.20812,-2.29869,-2.77638,-1.32136,-2.35619
-0.830295,-1.19514,-2.30624,-2.7818,-1.27273,-2.35619
-0.797053,-1.18274,-2.3133,-2.78715,-1.22305,-2.35619
-0.762885,-1.17098,-2.31984,-2.79237,-1.17237,-2.35619
-0.72785,-1.15993,-2.32587,-2.79739,-1.12071,-2.35619
-0.692025,-1.14967,-2.33136,-2.80216,-1.06814,-2.35619
-0.655498,-1.14029,-2.33629,-2.80661,-1.01472,-2.35619
-0.61838,-1.13186,-2.34064,-2.81069,-0.960555,-2.35619
-0.580796,-1.12449,-2.34439,-2.81431,-0.905738,-2.35619
-0.542892,-1.11827,-2.34751,-2.8174,-0.850395,-2.35619
-0.504829,-1.1133,-2.34998,-2.81991,-0.794667,-2.35619
-0.466787,-1.10968,-2.35176,-2.82175,-0.73871,-2.35619
-0.428958,-1.1075,-2.35282,-2.82287,-0.682694,-2.35619
-0.391546,-1.10686,-2.35313,-2.8232,-0.626799,-2.35619
-0.354763,-1.10785,-2.35263,-2.82271,-0.571214,-2.35619
-0.318819,-1.11053,-2.3513,-2.82135,-0.516128,-2.35619
-0.283923,-1.11499,-2.34909,-2.81911,-0.46173,-2.35619
-0.250272,-1.12124,-2.34596,-2.81599,-0.408199,-2.35619
-0.218049,-1.12934,-2.34185,-2.812,-0.3557,-2.35619
-0.187413,-1.13926,-2.33672,-2.8072,-0.304379,-2.35619
-0.158501,-1.15101,-2.33054,-2.80164,-0.254362,-2.35619
-0.131418,-1.16453,-2.32326,-2.7954,-0.205746,-2.35619
-0.106242,-1.17976,-2.31484,-2.78858,-0.158604,-2.35619
-0.0830201,-1.19663,-2.30526,-2.78131,-0.112979,-2.35619
-0.0617692,-1.21502,-2.29447,-2.77371,-0.0688913,-2.35618
-0.0455421,-1.236,-2.28114,-2.76606,-0.0293905,-2.35617
-0.0293151,-1.25698,-2.26781,-2.75842,0.0101103,-2.35617
-0.013088,-1.27796,-2.25448,-2.75077,0.0496111,-2.35617
-0.000482434,-1.29426,-2.24412,-2.74483,0.0802964,-2.35616
0.0156488,-1.32627,-2.22182,-2.73511,0.129457,-2.35618
0.0289141,-1.35986,-2.19719,-2.72614,0.176616,-2.35618
0.0394894,-1.39485,-2.17018,-2.71816,0.221984,-2.35619
0.0475453,-1.43107,-2.14074,-2.7114,0.265763,-2.35617
0.0539891,-1.4693,-2.10812,-2.70852,0.308877,-2.35336
