j0,j1,j2,j3,j4,j5
-3.40324,-2.78366,-0.405129,3.18876,2.83226,3.92696
-3.41323,-2.76926,-0.433989,3.20322,2.83767,3.92696
-3.42668,-2.74986,-0.472855,3.22269,2.84495,3.92697
-3.44013,-2.73047,-0.511721,3.24217,2.85224,3.92697
-3.46807,-2.69644,-0.579139,3.27555,2.86715,3.92697
-3.48245,-2.67709,-0.617726,3.2948,2.87489,3.92697
-3.51188,-2.64292,-0.685079,3.32797,2.89046,3.92696
-3.5424,-2.60927,-0.750989,3.36023,2.90643,3.92696
-3.57394,-2.57599,-0.815784,3.39175,2.92274,3.92697
-3.60602,-2.54027,-0.885704,3.42595,2.93942,3.92697
-3.63918,-2.50747,-0.948818,3.45627,2.95615,3.92697
-3.67324,-2.47475,-1.01137,3.48609,2.97303,3.92696
-3.70815,-2.44203,-1.07346,3.51545,2.99,3.92696
-3.74391,-2.40927,-1.13515,3.54438,3.00701,3.92695
-3.78053,-2.37642,-1.19651,3.57288,3.02399,3.92693
-3.818,-2.34346,-1.25756,3.60094,3.04087,3.92691
-3.85635,-2.31035,-1.31833,3.62856,3.0576,3.92688
-3.8956,-2.27706,-1.37881,3.6557,3.07411,3.92682
-3.9358,-2.24359,-1.43899,3.68226,3.0903,3.92668
-3.977,-2.20999,-1.4987,3.70763,3.10611,3.92593
-4.01935,-2.17749,-1.55579,3.72384,3.12148,3.91755
-4.06298,-2.14385,-1.61405,3.74386,3.13628,3.91294
-4.10778,-2.10811,-1.67498,3.7747,3.15034,3.9186
-4.15382,-2.07227,-1.73508,3.80415,3.16351,3.92378
-4.2013,-2.03667,-1.79371,3.82957,3.17566,3.92617
-4.25043,-2.0011,-1.8511,3.85171,3.18659,3.9265
-4.30142,-1.96522,-1.90772,3.87259,3.19611,3.92664
-4.35452,-1.92902,-1.96347,3.8922,3.20394,3.92671
-4.41003,-1.89248,-2.0182,3.91043,3.20979,3.92674
-4.46829,-1.85565,-2.07175,3.92715,3.21328,3.92675
-4.52975,-1.81859,-2.12387,3.9422,3.21399,3.92673
-4.59481,-1.78136,-2.17434,3.95539,3.21148,3.92668
