j0,j1,j2,j3,j4,j5
3.3583,-2.15833,-1.63961,3.79794,-2.33742,-2.3562
3.36021,-2.15259,-1.64957,3.80216,-2.32867,-2.3562
3.36652,-2.13368,-1.68239,3.81607,-2.29983,-2.3562
3.37283,-2.11477,-1.71521,3.82998,-2.27099,-2.3562
3.38657,-2.07843,-1.7778,3.85623,-2.21374,-2.3562
3.40333,-2.04347,-1.83663,3.8801,-2.15394,-2.3562
3.42277,-2.00945,-1.89282,3.90227,-2.09191,-2.3562
3.44506,-1.97635,-1.94642,3.92276,-2.02746,-2.3562
3.47038,-1.94415,-1.99746,3.9416,-1.96041,-2.3562
3.4989,-1.91286,-2.04594,3.9588,-1.89056,-2.3562
3.53079,-1.88252,-2.09185,3.97436,-1.81769,-2.35619
3.54805,-1.86771,-2.11382,3.98154,-1.78006,-2.35619
3.56621,-1.85317,-2.13514,3.98831,-1.7416,-2.35619
3.58528,-1.8389,-2.15578,3.99468,-1.70229,-2.35619
3.60529,-1.82491,-2.17574,4.00065,-1.66211,-2.35619
3.62624,-1.81123,-2.195,4.00623,-1.62104,-2.35619
3.64815,-1.79786,-2.21355,4.01142,-1.57905,-2.35619
3.67101,-1.78484,-2.23138,4.01622,-1.53614,-2.35619
3.69484,-1.77219,-2.24845,4.02064,-1.4923,-2.35619
3.71962,-1.75993,-2.26476,4.02469,-1.44752,-2.35619
3.74534,-1.74811,-2.28027,4.02838,-1.40179,-2.35619
3.77199,-1.73674,-2.29497,4.03171,-1.35513,-2.35619
3.79955,-1.72588,-2.30883,4.03471,-1.30754,-2.35619
3.82798,-1.71557,-2.32181,4.03737,-1.25905,-2.35619
3.85724,-1.70585,-2.33388,4.03972,-1.20968,-2.35619
3.88727,-1.69677,-2.345,4.04178,-1.15948,-2.35619
3.91802,-1.6884,-2.35515,4.04355,-1.10849,-2.35619
3.9494,-1.68078,-2.36428,4.04506,-1.05678,-2.35619
3.98133,-1.67397,-2.37235,4.04632,-1.00441,-2.35619
4.01371,-1.66805,-2.37931,4.04735,-0.951475,-2.35619
4.04643,-1.66305,-2.38512,4.04817,-0.898065,-2.35619
4.07936,-1.65906,-2.38973,4.04879,-0.844288,-2.35619
4.11238,-1.65612,-2.39311,4.04923,-0.790261,-2.35619
4.14533,-1.65429,-2.3952,4.04949,-0.736109,-2.35619
4.17807,-1.65362,-2.39596,4.04958,-0.681967,-2.35619
4.21046,-1.65415,-2.39535,4.04949,-0.627972,-2.35619
4.24233,-1.65591,-2.39332,4.04922,-0.574264,-2.35619
4.27354,-1.65891,-2.38984,4.04875,-0.520981,-2.35619
4.30394,-1.66318,-2.38489,4.04807,-0.468261,-2.35619
4.3334,-1.66871,-2.37843,4.04714,-0.416231,-2.35619
4.36178,-1.67549,-2.37045,4.04593,-0.365013,-2.35619
4.38897,-1.68348,-2.36093,4.0444,-0.314714,-2.35619
4.41489,-1.69266,-2.34987,4.04252,-0.26543,-2.35619
4.43944,-1.70297,-2.33728,4.04024,-0.217241,-2.35619
4.46258,-1.71436,-2.32316,4.03751,-0.17021,-2.35618
4.48425,-1.72678,-2.30754,4.03429,-0.124387,-2.35617
4.50443,-1.74015,-2.29043,4.03054,-0.0798039,-2.35615
4.52311,-1.75443,-2.27186,4.02614,-0.0364773,-2.35605
4.54031,-1.76966,-2.25168,4.02032,0.00559356,-2.35517
4.55364,-1.7863,-2.22869,4.01419,0.0440552,-2.3554
4.57025,-1.80174,-2.20806,4.00978,0.0857864,-2.35617
4.58221,-1.8192,-2.18359,4.00273,0.123249,-2.35614
4.59416,-1.83666,-2.15911,3.99568,0.160712,-2.3561
4.59505,-1.83795,-2.1573,3.99516,0.163491,-2.3561
4.61182,-1.86977,-2.11095,3.98066,0.225014,-2.35614
4.62516,-1.90319,-2.06084,3.964,0.283935,-2.35616
4.63532,-1.93815,-2.00698,3.94511,0.340543,-2.35617
4.64252,-1.97459,-1.94937,3.92394,0.395107,-2.35618
4.64701,-2.01251,-1.88795,3.90044,0.447875,-2.35618
4.64898,-2.05193,-1.82263,3.87454,0.499077,-2.35618
4.64954,-2.07229,-1.78812,3.86041,0.524607,-2.35619
