j0,j1,j2,j3,j4,j5
-1.77821,-2.9924,-0.268792,-6.16358,-2.94412,-5.49779
-1.77925,-2.98821,-0.277506,-6.15906,-2.94533,-5.49779
-1.78405,-2.96879,-0.317868,-6.1381,-2.95096,-5.49777
-1.78885,-2.94937,-0.35823,-6.11715,-2.95658,-5.49776
-1.79365,-2.92995,-0.398592,-6.09619,-2.96221,-5.49775
-1.80361,-2.89747,-0.466083,-6.06117,-2.97396,-5.49774
-1.81428,-2.86642,-0.530616,-6.02772,-2.98663,-5.49776
-1.82549,-2.83216,-0.601805,-5.99078,-2.99994,-5.49776
-1.83726,-2.80289,-0.66263,-5.95923,-3.01408,-5.49775
-1.8496,-2.77419,-0.722261,-5.92829,-3.02901,-5.49775
-1.86244,-2.74594,-0.780987,-5.8978,-3.04469,-5.49774
-1.87575,-2.71803,-0.839021,-5.86767,-3.06109,-5.49773
-1.88949,-2.69038,-0.896524,-5.83779,-3.07819,-5.4977
-1.90363,-2.66295,-0.953614,-5.80807,-3.09597,-5.49764
-1.91812,-2.63577,-1.01019,-5.77813,-3.11441,-5.4971
-1.93293,-2.60902,-1.06592,-5.74716,-3.1335,-5.4951
-1.94802,-2.58156,-1.12318,-5.71904,-3.15323,-5.49679
-1.96335,-2.55435,-1.17996,-5.69036,-3.1736,-5.49767
-1.97889,-2.52735,-1.23634,-5.66105,-3.19459,-5.49775
-1.9946,-2.50039,-1.2927,-5.63167,-3.21621,-5.49777
-2.01043,-2.47345,-1.34909,-5.60223,-3.23847,-5.49778
-2.02636,-2.44652,-1.40555,-5.57271,-3.26136,-5.49778
-2.04233,-2.41958,-1.4621,-5.54309,-3.2849,-5.49779
-2.0583,-2.39263,-1.51878,-5.51337,-3.30911,-5.49779
-2.07422,-2.36567,-1.57559,-5.48352,-3.33401,-5.49779
-2.09002,-2.3387,-1.63256,-5.45352,-3.35962,-5.49779
-2.10566,-2.31171,-1.68971,-5.42335,-3.38598,-5.49779
-2.12105,-2.28472,-1.74706,-5.39301,-3.41314,-5.49779
-2.13611,-2.25771,-1.80462,-5.36245,-3.44115,-5.49779
-2.15076,-2.2307,-1.86241,-5.33167,-3.47007,-5.49779
-2.16489,-2.2037,-1.92045,-5.30063,-3.5,-5.49779
-2.17838,-2.17672,-1.97876,-5.26931,-3.53102,-5.49779
-2.19106,-2.14977,-2.03736,-5.23765,-3.56327,-5.49779
-2.20277,-2.12288,-2.09628,-5.20562,-3.5969,-5.49779
-2.21328,-2.09607,-2.15555,-5.17316,-3.63212,-5.49779
-2.22231,-2.06937,-2.21521,-5.14019,-3.66917,-5.49779
-2.22951,-2.04284,-2.27531,-5.10663,-3.70839,-5.49779
-2.23445,-2.01654,-2.3359,-5.07234,-3.75018,-5.49779
-2.23652,-1.99055,-2.39707,-5.03715,-3.7951,-5.49779
-2.23495,-1.965,-2.45894,-5.00084,-3.84392,-5.49779
-2.22863,-1.94008,-2.52166,-4.96304,-3.89768,-5.49779
-2.22324,-1.92794,-2.5534,-4.94344,-3.92686,-5.49779
-2.21603,-1.91607,-2.58546,-4.92324,-3.95789,-5.49779
-2.2067,-1.90455,-2.61787,-4.90235,-3.99106,-5.49779
-2.19484,-1.89347,-2.6507,-4.8806,-4.02677,-5.49779
-2.17998,-1.88295,-2.68404,-4.85779,-4.06549,-5.49779
-2.16148,-1.87316,-2.71798,-4.83364,-4.10783,-5.49779
-2.1393,-1.86401,-2.7524,-4.80837,-4.15382,-5.49779
