j0,j1,j2,j3,j4,j5
0.0,-1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0
1.9100827777232376,-1.627584329528202,1.8875927973164446,-0.26135621577191337,2.0905568215228496,3.927310014793836
2.0089853641266413,-1.5899537853039432,1.8514050018849728,-0.2616333145500034,2.272168314245648,3.926187041119359
2.0994708918537137,-1.5403631351695934,1.8018352941402414,-0.26319237950695795,2.4452363068411223,3.9252287138090933
2.1792482068970824,-1.4811854874044126,1.7384443587926552,-0.25960951787800857,2.6078489363317185,3.9239950875066216
2.2466279575385726,-1.4143160895260425,1.6623790956443043,-0.2493233393873918,2.758333141920769,3.926319789883794
2.302237306184125,-1.3425071738612984,1.5755447780641856,-0.23796700816275954,2.8960132238696574,3.9223297896713056
2.3469645981585385,-1.2659601469384847,1.4765789087938017,-0.22045744766446196,3.0233222940079996,3.9163161025510074
2.381667680538429,-1.2423120600627775,1.8303638619076705,-2.6453210344781946,3.1427314389333048,1.868928551352355
-0.3662488009477737,-2.1396754941396923,-1.0898546926269408,-3.052195822216133,0.5581605714501341,3.9261966541480544
-0.37343287172943923,-2.2418782938367543,-0.9229995118280523,-3.116449495626212,0.6336362059225351,3.9259381755208373
-0.38381469276717156,-2.360029939710024,-0.7197899953707454,-3.2016746072119644,0.705897741079752,3.9265021462414915
-0.39753924387176903,-2.518186595503561,-0.4298909243057012,-3.3349216776055015,0.7756936529792876,3.9262622315609295
2.445036843077922,-0.473540941641723,0.626085184674636,2.989319996110385,2.5818688359619957,0.7853380397822924
2.4393200196717086,-0.2694291709976136,0.21534999988001266,3.195486344489677,2.5068507806059106,0.784360082009953
