-85070.906250	-20555.730469	996162.875000	
-77550.585938	-20568.384766	996776.187500	
-70016.953125	-20579.886719	997333.500000	
-62471.378906	-20590.222656	997834.375000	
-54915.007813	-20599.386719	998278.500000	
-47349.253906	-20607.378906	998665.812500	
-39775.289063	-20614.191406	998995.937500	
-32194.525391	-20619.824219	999268.937500	
-24608.191406	-20624.273438	999484.437500	
-17017.548828	-20627.531250	999642.375000	
-9424.019531	-20629.603516	999742.812500	
-1828.802124	-20630.482422	999785.500000	
5766.672852	-20630.175781	999770.562500	
13361.150391	-20628.675781	999697.937500	
20953.375000	-20625.990234	999567.687500	
28541.917969	-20622.113281	999379.875000	
36125.585938	-20617.052734	999134.625000	
43702.960938	-20610.806641	998831.937500	
51272.804688	-20603.382813	998472.125000	
58833.875000	-20594.781250	998055.312500	
66384.781250	-20585.009766	997581.750000	
73924.351563	-20574.070313	997051.625000	
81451.210938	-20561.970703	996465.187500	
88964.148438	-20548.714844	995822.812500	
96462.007813	-20534.312500	995124.875000	
103943.421875	-20518.769531	994371.562500	
111407.296875	-20502.089844	993563.437500	
118852.281250	-20484.287109	992700.562500	
126277.296875	-20465.371094	991783.875000	
133681.187500	-20445.347656	990813.437500	
-85081.640625	-13049.183594	996288.562500	
-77560.390625	-13057.221680	996902.250000	
-70025.804688	-13064.523438	997459.687500	
-62479.285156	-13071.084961	997960.687500	
-54921.968750	-13076.905273	998405.062500	
-47355.261719	-13081.979492	998792.437500	
-39780.339844	-13086.305664	999122.812500	
-32198.611328	-13089.882813	999395.875000	
-24611.318359	-13092.706055	999611.437500	
-17019.708984	-13094.775391	999769.375000	
-9425.217773	-13096.090820	999869.812500	
-1829.034790	-13096.651367	999912.625000	
5767.405762	-13096.454102	999897.625000	
13362.847656	-13095.502930	999824.937500	
20956.037109	-13093.796875	999694.687500	
28545.542969	-13091.335938	999506.812500	
36130.171875	-13088.121094	999261.312500	
43708.507813	-13084.157227	998958.687500	
51279.304688	-13079.442383	998598.750000	
58841.320313	-13073.979492	998181.687500	
66393.179688	-13067.775391	997707.937500	
73933.679688	-13060.829102	997177.625000	
81461.500000	-13053.146484	996591.062500	
88975.367188	-13044.727539	995948.375000	
96474.156250	-13035.582031	995250.125000	
103956.484375	-13025.711914	994496.500000	
111421.273438	-13015.123047	993688.062500	
118867.179688	-13003.819336	992825.062500	
126293.093750	-12991.807617	991907.937500	
133697.890625	-12979.091797	990937.187500	
-85087.585938	-5540.429688	996358.125000	
-77565.804688	-5543.842285	996971.875000	
-70030.703125	-5546.942871	997529.437500	
-62483.656250	-5549.729004	998030.500000	
-54925.816406	-5552.200684	998475.000000	
-47358.582031	-5554.354980	998862.500000	
-39783.132813	-5556.192871	999192.875000	
-32200.873047	-5557.711426	999466.000000	
-24613.044922	-5558.910156	999681.562500	
-17020.908203	-5559.789551	999839.687500	
-0.005977	-0.003526	0.634019	
-0.001160	-0.003526	0.634037	
0.003657	-0.003526	0.634054	
0.008474	-0.003526	0.634072	
0.013320	-0.003533	0.635409	
0.018198	-0.003543	0.637205	
0.023105	-0.003553	0.639011	
43711.570313	-5555.279785	999028.687500	
51282.894531	-5553.277832	998668.687500	
58845.445313	-5550.958496	998251.625000	
66397.820313	-5548.323730	997777.750000	
73938.851563	-5545.374023	997247.250000	
81467.187500	-5542.111816	996660.687500	
88981.585938	-5538.537598	996017.875000	
96480.867188	-5534.653320	995319.437500	
103963.718750	-5530.462402	994565.750000	
111429.007813	-5525.965820	993757.000000	
118875.406250	-5521.165039	992893.750000	
126301.828125	-5516.064941	991976.562500	
133707.140625	-5510.666016	991005.687500	
-85088.718750	1969.292114	996371.500000	
-77566.843750	1970.505127	996985.250000	
-70031.640625	1971.607056	997542.875000	
-62484.503906	1972.597778	998044.000000	
-54926.558594	1973.476318	998488.437500	
-47359.218750	1974.242065	998875.937500	
-39783.664063	1974.895142	999206.375000	
-0.020201	0.001239	0.627024	
-0.015438	0.001239	0.627041	
-0.010675	0.001239	0.627058	
-0.005911	0.001239	0.627076	
-0.001147	0.001239	0.627093	
0.003617	0.001239	0.627111	
0.008382	0.001239	0.627128	
0.013146	0.001240	0.627145	
0.017912	0.001240	0.627163	
0.022677	0.001240	0.627180	
0.027442	0.001240	0.627198	
0.032208	0.001240	0.627215	
0.036974	0.001240	0.627232	
0.041741	0.001240	0.627250	
0.046507	0.001240	0.627267	
81468.265625	1969.890015	996673.937500	
88982.773438	1968.619629	996031.250000	
96482.164063	1967.239136	995332.750000	
103965.109375	1965.749268	994579.062500	
111430.492188	1964.150879	993770.312500	
118877.000000	1962.444702	992907.062500	
126303.507813	1960.631714	991989.687500	
133708.875000	1958.712524	991018.625000	
-85085.054688	9478.650391	996328.562500	
-77563.500000	9484.489258	996942.250000	
-70028.617188	9489.792969	997499.750000	
-62481.804688	9494.560547	998000.937500	
-54924.187500	9498.789063	998445.312500	
-0.029406	0.005901	0.620220	
-0.024694	0.005900	0.620215	
-0.019983	0.005901	0.620232	
-0.015271	0.005901	0.620249	
-0.010559	0.005901	0.620266	
-0.005847	0.005901	0.620283	
-0.001135	0.005901	0.620300	
0.003578	0.005901	0.620317	
0.008291	0.005902	0.620335	
0.013004	0.005902	0.620351	
0.017717	0.005902	0.620368	
0.022431	0.005902	0.620385	
