101385	3.254488
102011	3.505944
101066	2.334102
101525	2.247931
100769	2.761694
100774	2.836797
100780	2.730767
101813	2.737477
101505	3.040457
101907	2.972192
101651	2.902691
101492	2.784193
102123	2.787768
101939	3.174737
102138	3.040729
102148	3.009535
100788	3.197510
102244	2.412013
101548	2.144611
101873	2.468878
101371	2.462016
101732	2.761631
101804	3.447092
101489	2.282350
101500	2.660914
101521	2.842462
101506	2.831484
102106	2.785905
102238	3.340334
101689	3.140784
101958	2.932174
102012	3.410764
102100	3.348521
101922	3.158266
102215	2.678243
102185	2.851633
101973	3.018829
101934	3.189025
102102	3.235911
101625	3.021854
101626	3.057799
101629	3.052624
101536	3.107009
101061	3.025361
101494	2.183273
101501	2.069039
101562	2.171412
101979	3.012295
101524	2.412767
101897	3.261438
101495	2.577239
101517	2.353503
101954	3.219799
102249	3.472708
102262	3.274019
102265	3.786729
102121	2.963073
101092	3.217500
101398	3.081934
101839	3.243971
101844	3.231208
101846	3.231471
101894	3.170308
101904	3.151451
101887	2.735115
101090	3.083397
102155	3.533446
101499	2.942256
102109	3.211345
101213	2.624754
101587	3.114960
102174	3.142554
102070	3.574050
101378	3.397391
101969	2.934433
102188	3.231874
101382	3.179185
101491	2.493538
102083	3.004596
101522	2.300836
101546	2.308893
102118	2.619421
101678	3.085750
101860	3.028705
101862	3.024934
101596	3.290095
102056	2.832895
102210	3.841663
102220	3.756027
102014	3.140495
102167	3.025262
102143	3.054463
101884	3.220321
101946	3.444270
102067	3.421102
102141	3.306120
102709	2.007449
102710	1.996078
102716	2.003743
102276	3.986917
102277	4.000017
102282	4.009530
102727	3.157013
102743	3.141181
102747	3.128897
102366	3.308178
102369	3.288664
102384	3.272318
102370	3.339815
102655	3.787056
102656	3.786748
102677	3.764729
102346	3.647827
102367	3.521670
102389	3.487503
102624	2.969819
102626	2.907058
102410	3.616208
102415	2.452093
102416	2.444250
102437	2.438604
102480	2.531064
102457	3.927156
102463	2.311709
102464	2.276288
102479	2.310654
102754	2.119562
102758	3.992392
102766	3.966866
102510	2.038493
102528	2.044031
102511	2.388092
102533	2.374163
102514	2.168643
102569	3.264923
102570	3.256662
102574	3.289043
102530	2.017341
102551	3.384531
102555	3.420300
102562	3.383942
102726	3.218384
102748	3.196128
102637	3.594092
102638	3.592013
102645	3.604208
102682	3.197031
102702	4.127288
102722	4.108928
104253	2.905221
104245	2.122264
104516	3.675288
104607	3.508831
104670	2.498755
103954	2.202195
104229	2.322142
104238	2.810725
104011	1.832351
104140	2.081515
103220	2.149177
103880	2.557390
104795	3.489162
104266	2.763093
103993	2.190972
104283	3.503440
104749	3.171816
103792	2.314765
103806	2.271961
104743	3.269603
104637	3.239774
104693	2.247304
103599	2.919926
103640	2.937411
104625	3.185769
102829	2.725023
103138	2.774181
104067	3.031483
103799	2.595771
104263	2.222390
104355	2.969094
