Q
-0.323754	-0.283462	-0.406705	-0.0464	0.270491	0.0783764	0.215504	0.180645	-0.0220155	
-0.228929	-0.213922	0.22399	-0.0851117	-0.188407	-0.363648	0.0625734	0.10096	-0.0576147	
-0.228929	0.281058	-0.192406	0.286047	-0.316776	0.104277	0.0737648	0.0515041	-0.0372983	
-0.29911	-0.302477	0.0640065	-0.0910724	0.0451704	-0.177896	0.217457	0.1172	-0.104418	
-0.29911	0.158188	-0.323524	0.147472	-0.086147	0.0970151	0.122009	0.164934	-0.0401296	
-0.264344	0.150079	0.162552	0.114137	0.188399	-0.136261	0.14395	0.097609	-0.248351	
-0.29911	-0.302477	0.0640065	-0.0910724	0.0451704	0.169462	-0.0497162	0.179682	0.0672536	
-0.29911	0.158188	-0.323524	-0.149567	-0.119073	-0.00187777	0.105319	-0.319078	0.310053	
-0.264344	0.150079	0.162552	0.114137	0.188399	0.234302	-0.141072	0.164265	-0.0652109	
-0.264344	0.150079	0.162552	-0.202745	0.153274	-0.241761	0.126145	-0.418737	0.125225	
-0.264344	0.150079	0.162552	-0.202745	0.153274	0.128803	-0.158877	-0.352081	0.308366	
0	0.0277191	-0.352044	0.186575	0.0739501	-0.315731	-0.458814	0.0557493	0.188283	
-0.123895	-0.0312695	0.0488534	-0.0294208	-0.394683	-0.450595	-0.225583	0.134406	0.111284	
-0.132172	0.213975	0.150493	0.144964	0.0725606	-0.329458	-0.148651	0.0777412	-0.118783	
0	-0.453056	0.129533	0.324542	-0.284066	0.0821505	0.134416	-0.387206	0.026357	
0	-0.166447	-0.215789	0.277228	0.339413	-0.180706	-0.267972	-0.113231	0.0556167	
0	-0.335272	-0.0466813	0.325676	0.213679	-0.0409895	-0.0596581	-0.268776	-0.00124058	
0.132172	0.0663211	0.212896	0.325644	0.155277	-0.103651	0.405606	0.320759	0.724228	
-0.123895	0.0664047	-0.033314	0.348224	-0.386271	0.0990576	0.0781245	-0.142385	-0.0139509	
-0.132172	0.110212	0.237782	0.283127	0.12341	-0.103091	0.0629112	-0.101346	-0.214738	
-0.132172	0.110212	0.237782	0.283127	0.12341	0.267472	-0.22211	-0.0346899	-0.0315976	
-0.228929	-0.213922	0.22399	-0.0851117	-0.188408	0.278186	-0.431098	0.216411	0.259593	
R
-0.658526	-0.0992941	-0.0534355	-0.0934286	0.0454407	0.035908	0.375279	0.257447	-0.459675	
0	-0.598019	0.00255702	-0.0614711	-0.103964	0.0101256	-0.0655845	0.0438289	-0.00985483	
0	0	-0.572108	0.0545434	0.0909721	0.0513324	0.0896129	-0.0265879	0.0888365	
0	0	0	0.549345	0.0584226	-0.152899	0.0916356	0.416975	0.265363	
0	0	0	0	-0.52705	-0.0315731	0.0369074	-0.0131522	0.0500871	
0	0	0	0	0	0.469765	-0.235791	0.133858	-0.115661	
0	0	0	0	0	0	-0.306558	0.107136	-0.0592991	
0	0	0	0	0	0	0	-0.286047	-0.0301078	
0	0	0	0	0	0	0	0	0.152697	
