9.392284	3.769732	-4.672770	
5.980735	-6.634408	6.669038	
-0.525743	-8.126158	-7.612481	

-10.774953	-1.467046	2.383987	
2.742554	-7.430792	7.822835	
0.560378	8.158808	7.553480	

0.760817	7.968032	-7.972096	
-9.256851	5.000447	4.114459	
6.430736	6.255299	6.865826	

5.073710	-6.893665	7.181533	
-9.942227	-3.104832	4.043746	
-0.499302	-8.226606	-7.544088	

1.745586	-7.457205	8.021886	
10.930054	0.664516	-1.760674	
0.703196	8.182672	7.453665	

7.004446	-6.032042	6.089337	
-8.542516	-4.270043	5.596423	
-0.700691	-8.240698	-7.357167	

1.385494	-9.494935	-6.305457	
-9.496550	2.550936	-5.927957	
6.303035	5.930527	-7.545384	

2.420230	-5.892320	9.581565	
0.218781	-9.774323	-6.066130	
11.246233	1.458188	-1.943976	

-3.507744	8.955971	5.972239	
8.625988	-1.419075	7.194440	
6.439671	6.779250	-6.383869	

5.939119	-9.275688	5.181721	
-0.424409	5.724459	10.733698	
-10.616432	-5.417918	2.469689	

