Waypoint,j0,j1,j2,j3,j4,j5
0,1.23933,-0.117047,-0.315934,-2.68487,0.0402211,0.762317
1,1.23568,-0.107949,-0.336619,-2.70951,0.0320939,0.798414
2,1.22883,-0.0789741,-0.400695,-2.71938,0.0163604,0.84285
3,1.22376,-0.0748497,-0.411339,-2.77937,0.00526401,0.909402
4,1.22226,-0.0744704,-0.412732,-2.80017,0.00218854,0.93124
5,1.22229,-0.0880513,-0.384122,-2.83399,0.00215229,0.950034
6,1.22232,-0.101632,-0.355512,-2.86781,0.00211603,0.968828
7,1.22236,-0.115213,-0.326903,-2.90163,0.00207977,0.987622
8,1.22239,-0.128794,-0.298293,-2.93545,0.00204352,1.00642
9,1.22257,-0.150869,-0.251164,-2.99347,0.00177961,1.03931
10,1.22261,-0.176804,-0.197076,-3.04758,0.00173336,1.06526
11,1.22264,-0.205179,-0.13804,-3.09942,0.00169355,1.08644
12,1.22266,-0.236502,-0.0729056,-3.14793,0.00166431,1.10114
13,1.22267,-0.271217,-0.000649295,-3.19115,0.00165099,1.10682
14,1.22267,-0.309277,0.0787153,-3.2258,0.00166006,1.10017
15,1.22264,-0.349554,0.162809,-3.24786,0.00169697,1.07841
16,1.22258,-0.36887,0.20281,-3.24569,0.00167998,1.05556
17,1.22258,-0.390062,0.247279,-3.25462,0.00176603,1.04121
18,1.2225,-0.408628,0.285524,-3.24867,0.00171382,1.01557
19,1.22242,-0.427194,0.32377,-3.24271,0.00166162,0.989941
20,1.22235,-0.444249,0.358905,-3.23724,0.00161366,0.966392
21,1.22226,-0.461515,0.394026,-3.22606,0.00153811,0.937352
22,1.22145,-0.480335,0.431459,-3.21852,-0.000294889,0.911203
23,1.22058,-0.502263,0.476279,-3.21897,-0.00203743,0.888762
24,1.21977,-0.520321,0.511727,-3.20815,-0.00394916,0.86055
25,1.21897,-0.538378,0.547176,-3.19733,-0.00586089,0.832338
26,1.21852,-0.548674,0.567386,-3.19116,-0.0069508,0.816253
27,1.21559,-0.572923,0.613986,-3.19705,-0.0138277,0.799795
28,1.21242,-0.594646,0.655379,-3.20733,-0.0213667,0.790399
29,1.20776,-0.621402,0.705984,-3.22724,-0.032537,0.786458
30,1.20263,-0.648358,0.756561,-3.25026,-0.0450813,0.785857
31,1.19846,-0.669424,0.795796,-3.26822,-0.0554379,0.785657
32,1.19403,-0.691246,0.836167,-3.28666,-0.0666417,0.785548
33,1.18934,-0.713825,0.877642,-3.3055,-0.0787234,0.785486
34,1.1844,-0.737158,0.920176,-3.32466,-0.0917138,0.78545
35,1.17923,-0.761238,0.963719,-3.3441,-0.105644,0.785428
36,1.17263,-0.792107,1.01896,-3.36845,-0.124215,0.7854
37,1.16611,-0.821937,1.07179,-3.39144,-0.142993,0.785393
38,1.15976,-0.851045,1.12277,-3.41331,-0.162043,0.785391
39,1.15359,-0.879526,1.17208,-3.43414,-0.181361,0.78539
40,1.14762,-0.907459,1.21989,-3.45401,-0.200948,0.78539
41,1.14188,-0.934907,1.2663,-3.47297,-0.220806,0.785391
42,1.13638,-0.961922,1.31141,-3.49108,-0.240938,0.785392
43,1.13114,-0.988549,1.35532,-3.50836,-0.261348,0.785392
44,1.12619,-1.01482,1.39808,-3.52485,-0.28204,0.785393
45,1.12154,-1.04077,1.43975,-3.54056,-0.303021,0.785393
46,1.11722,-1.06643,1.48037,-3.55553,-0.324298,0.785394
47,1.11326,-1.0918,1.51996,-3.56975,-0.345878,0.785394
48,1.10967,-1.11692,1.55857,-3.58325,-0.367772,0.785395
49,1.10648,-1.14179,1.59622,-3.59602,-0.389988,0.785395
50,1.10371,-1.16641,1.6329,-3.60808,-0.412538,0.785396
51,1.1014,-1.19081,1.66864,-3.61942,-0.435433,0.785396
52,1.09957,-1.21498,1.70345,-3.63006,-0.458688,0.785396
53,1.09746,-1.26263,1.77026,-3.64922,-0.50633,0.785397
54,1.09761,-1.30935,1.83333,-3.66557,-0.555589,0.785397
55,1.10026,-1.35507,1.89263,-3.67915,-0.606603,0.785397
56,1.10568,-1.39967,1.94809,-3.69,-0.659526,0.785398
57,1.11409,-1.44301,1.99965,-3.69822,-0.714525,0.785398
58,1.12576,-1.4849,2.04724,-3.70394,-0.771773,0.785398
59,1.14092,-1.52508,2.09081,-3.70733,-0.831444,0.785398
60,1.15978,-1.56328,2.13032,-3.70863,-0.893706,0.785398
61,1.18251,-1.59919,2.16575,-3.70815,-0.958708,0.785398
62,1.20925,-1.63247,2.19711,-3.70623,-1.02657,0.785398
63,1.24006,-1.66278,2.22443,-3.70325,-1.09735,0.785398
64,1.27491,-1.68978,2.2478,-3.69961,-1.17105,0.785398
65,1.31369,-1.71317,2.2673,-3.69572,-1.24758,0.785398
66,1.35895,-1.73023,2.28097,-3.69233,-1.32955,0.785398
67,1.40399,-1.74657,2.29394,-3.68896,-1.41053,0.785398
68,1.42899,-1.7521,2.29822,-3.68771,-1.45324,0.785397
69,1.45399,-1.75763,2.3025,-3.68646,-1.49596,0.785396
