Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,0.88414,-0.273644,-0.496383,0.769998,-0.208735,-2.35617
2,0.890231,-0.29392,-0.44743,0.741401,-0.216038,-2.35624
3,0.895311,-0.312005,-0.404274,0.716339,-0.222156,-2.35625
4,0.900382,-0.33246,-0.356279,0.688812,-0.228258,-2.35626
5,0.904204,-0.350118,-0.315496,0.665702,-0.232853,-2.35628
6,0.907845,-0.369612,-0.27112,0.640847,-0.237225,-2.35631
7,0.911484,-0.393711,-0.2172,0.611002,-0.241609,-2.35628
8,0.91251,-0.412783,-0.17644,0.589269,-0.242848,-2.35625
9,0.914441,-0.431405,-0.13573,0.567198,-0.245101,-2.35626
10,0.916371,-0.450028,-0.0950205,0.545128,-0.247353,-2.35627
11,0.917699,-0.462832,-0.06703,0.529953,-0.248902,-2.35628
12,0.917768,-0.483345,-0.0241887,0.508075,-0.248863,-2.35672
13,0.91761,-0.507504,0.0259961,0.481325,-0.249003,-2.35606
14,0.918636,-0.526576,0.0667554,0.459591,-0.250242,-2.35602
15,0.916619,-0.554429,0.12281,0.431785,-0.24773,-2.3564
16,0.914544,-0.578382,0.170678,0.407916,-0.245224,-2.35645
17,0.912301,-0.601893,0.217585,0.384543,-0.242855,-2.35646
18,0.906272,-0.642614,0.296383,0.346569,-0.235579,-2.35656
19,0.900216,-0.676375,0.360563,0.31621,-0.228278,-2.35661
20,0.894139,-0.70591,0.415814,0.290561,-0.220945,-2.35668
21,0.888259,-0.731384,0.462461,0.269331,-0.213366,-2.35615
