Waypoint,j0,j1,j2,j3,j4,j5
0,1.88489,-0.769723,0.777828,-0.0140064,0.231941,-2.35024
1,1.88076,-0.804346,0.838589,-0.0344732,0.252232,-2.35595
2,1.87664,-0.838639,0.898216,-0.0595322,0.27271,-2.35624
3,1.87277,-0.87168,0.954797,-0.0830715,0.293587,-2.35624
4,1.86915,-0.903631,1.00869,-0.105024,0.314858,-2.35623
5,1.86583,-0.934645,1.06022,-0.125544,0.336521,-2.35622
6,1.86281,-0.964842,1.10963,-0.144761,0.358576,-2.35622
7,1.86013,-0.994316,1.15711,-0.162774,0.381023,-2.35621
8,1.85781,-1.02314,1.20282,-0.179666,0.403867,-2.35621
9,1.85587,-1.05137,1.24689,-0.195502,0.427111,-2.35621
10,1.85435,-1.07905,1.2894,-0.210336,0.450763,-2.35621
11,1.85327,-1.10623,1.33045,-0.224211,0.474828,-2.3562
12,1.85264,-1.13291,1.37009,-0.237166,0.499317,-2.3562
13,1.85251,-1.15914,1.40838,-0.249233,0.524238,-2.3562
14,1.8529,-1.18492,1.44537,-0.260441,0.549602,-2.3562
15,1.85383,-1.21026,1.48108,-0.270816,0.575421,-2.3562
16,1.85533,-1.23516,1.51554,-0.280382,0.601706,-2.3562
17,1.85743,-1.25962,1.54879,-0.289161,0.628472,-2.3562
18,1.86015,-1.28365,1.58083,-0.297177,0.655731,-2.3562
19,1.86759,-1.33034,1.64135,-0.311006,0.711787,-2.3562
20,1.87784,-1.37514,1.6972,-0.322058,0.769994,-2.3562
21,1.89112,-1.41791,1.74845,-0.33054,0.830471,-2.3562
22,1.9076,-1.45844,1.79513,-0.336687,0.893335,-2.3562
23,1.92744,-1.49653,1.8373,-0.340764,0.958691,-2.3562
24,1.95076,-1.53195,1.87501,-0.343065,1.02662,-2.35619
25,1.97762,-1.56443,1.90834,-0.343908,1.09718,-2.35619
26,2.00802,-1.59373,1.93735,-0.343626,1.17037,-2.35619
27,2.04192,-1.6196,1.96216,-0.342555,1.24616,-2.35619
28,2.07918,-1.64185,1.98287,-0.341019,1.32443,-2.35619
29,2.11956,-1.66029,1.99961,-0.339317,1.405,-2.35619
30,2.16275,-1.6748,2.0125,-0.337704,1.4876,-2.35619
31,2.20958,-1.68315,2.01981,-0.336654,1.57312,-2.35619
32,2.25674,-1.69012,2.02586,-0.335742,1.65839,-2.35619
33,2.28137,-1.69116,2.02676,-0.335597,1.70189,-2.35619
34,2.28643,-1.69137,2.02694,-0.335567,1.71083,-2.35619
35,2.33503,-1.69241,2.02783,-0.335421,1.79613,-2.35619
36,2.36,-1.6904,2.02609,-0.335692,1.83937,-2.35619
37,2.38497,-1.68839,2.02436,-0.335963,1.8826,-2.35619
38,2.40187,-1.68703,2.02318,-0.336146,1.91185,-2.35619
39,2.42687,-1.6839,2.02046,-0.336566,1.95495,-2.35619
40,2.44854,-1.68118,2.01811,-0.336931,1.99232,-2.35619
41,2.47441,-1.67577,2.01337,-0.337595,2.03689,-2.35619
42,2.50021,-1.66948,2.00781,-0.338327,2.08142,-2.35619
43,2.52587,-1.66233,2.00144,-0.339105,2.12586,-2.35619
44,2.55133,-1.65434,1.99424,-0.339906,2.17015,-2.35619
45,2.57652,-1.64553,1.98624,-0.340704,2.21424,-2.35619
46,2.60139,-1.63593,1.97741,-0.341474,2.25808,-2.35619
47,2.62589,-1.62557,1.96776,-0.342187,2.30163,-2.35619
48,2.64995,-1.61447,1.95729,-0.342815,2.34484,-2.35619
49,2.67355,-1.60266,1.94599,-0.343327,2.38768,-2.35619
50,2.69663,-1.59017,1.93386,-0.343695,2.43011,-2.35619
51,2.71775,-1.57602,1.9195,-0.343473,2.4707,-2.35619
52,2.74098,-1.56331,1.90719,-0.343879,2.51339,-2.35619
53,2.76142,-1.54828,1.89164,-0.343358,2.55358,-2.35619
54,2.78185,-1.53326,1.8761,-0.342837,2.59376,-2.35619
55,2.78432,-1.53145,1.87423,-0.342774,2.59862,-2.35619
56,2.80015,-1.51973,1.86209,-0.342351,2.62979,-2.35619
57,2.81973,-1.5037,1.84521,-0.341497,2.66947,-2.35618
58,2.83573,-1.49061,1.83142,-0.3408,2.70187,-2.35618
59,2.85857,-1.46908,1.80764,-0.338544,2.75053,-2.35617
60,2.88004,-1.44699,1.7821,-0.335107,2.79796,-2.35619
