Waypoint,j0,j1,j2,j3,j4,j5
0,-0.0660752,-1.52754,2.20795,-0.68033,0.915762,-2.35613
1,-0.0341359,-1.55902,2.24056,-0.681535,0.994,-2.35619
2,-0.0161673,-1.57347,2.2551,-0.681627,1.03489,-2.35619
3,0.00312498,-1.58706,2.26851,-0.681448,1.07694,-2.35619
4,0.0237383,-1.59971,2.28076,-0.68105,1.12015,-2.35619
5,0.045656,-1.61135,2.29183,-0.680487,1.16448,-2.35619
6,0.0688461,-1.62191,2.30172,-0.679813,1.20991,-2.35619
7,0.0932601,-1.63133,2.31041,-0.679081,1.25638,-2.35619
8,0.118833,-1.63957,2.31791,-0.678341,1.30382,-2.35619
9,0.145482,-1.64657,2.3242,-0.677639,1.35214,-2.35619
10,0.173108,-1.6523,2.32931,-0.677013,1.40124,-2.35619
11,0.2016,-1.65674,2.33323,-0.676498,1.451,-2.35619
12,0.230832,-1.65989,2.336,-0.676117,1.50129,-2.35619
13,0.260669,-1.66175,2.33763,-0.675885,1.55197,-2.35619
14,0.29097,-1.66234,2.33815,-0.675811,1.60291,-2.35619
15,0.321592,-1.6617,2.33759,-0.675893,1.65396,-2.35619
16,0.352391,-1.65987,2.33599,-0.676122,1.70498,-2.3562
17,0.383229,-1.6569,2.33338,-0.676485,1.75584,-2.3562
18,0.413971,-1.65285,2.3298,-0.676958,1.8064,-2.3562
19,0.444496,-1.64778,2.32529,-0.677519,1.85655,-2.3562
20,0.474689,-1.64177,2.3199,-0.678138,1.90618,-2.3562
21,0.504449,-1.63487,2.31365,-0.678786,1.9552,-2.3562
22,0.533687,-1.62717,2.3066,-0.679432,2.00352,-2.3562
23,0.562326,-1.61873,2.29877,-0.680046,2.05109,-2.3562
24,0.590301,-1.60961,2.2902,-0.680598,2.09785,-2.3562
25,0.61756,-1.59987,2.28092,-0.681059,2.14375,-2.3562
26,0.644058,-1.58959,2.27098,-0.681403,2.18876,-2.3562
27,0.669764,-1.5788,2.26039,-0.681605,2.23285,-2.3562
28,0.694644,-1.56756,2.2492,-0.681643,2.27601,-2.3562
29,0.718559,-1.556,2.23748,-0.681498,2.31799,-2.3562
30,0.741527,-1.54413,2.22527,-0.681155,2.35885,-2.3562
31,0.784707,-1.51965,2.19947,-0.679829,2.43734,-2.35621
32,0.824365,-1.49436,2.17193,-0.677586,2.51179,-2.35621
33,0.860695,-1.46845,2.1428,-0.674374,2.5825,-2.35621
34,0.893894,-1.44204,2.11218,-0.670159,2.64975,-2.35621
35,0.924153,-1.41525,2.08015,-0.664925,2.71381,-2.35621
36,0.951659,-1.38815,2.0468,-0.658667,2.77491,-2.35622
37,0.97659,-1.36082,2.01218,-0.651389,2.83326,-2.35622
38,0.999116,-1.3333,1.97637,-0.643105,2.88906,-2.35623
39,1.0194,-1.30562,1.9394,-0.633838,2.9425,-2.35625
40,1.0215,-1.30231,1.93483,-0.632581,2.94854,-2.35625
41,1.03372,-1.28308,1.90835,-0.625293,2.98356,-2.35622
42,1.04594,-1.26385,1.88186,-0.618004,3.01858,-2.35618
43,1.05545,-1.24417,1.85337,-0.609156,3.05107,-2.35615
44,1.06687,-1.22468,1.82609,-0.601331,3.08549,-2.35611
45,1.07613,-1.20483,1.79717,-0.591802,3.11779,-2.35565
46,1.0924,-1.1649,1.73775,-0.572681,3.1804,-2.35603
47,1.09947,-1.14468,1.70703,-0.562284,3.21075,-2.35613
48,1.10587,-1.1243,1.67565,-0.551317,3.24047,-2.35616
49,1.11163,-1.10376,1.64363,-0.539847,3.26959,-2.35617
50,1.11676,-1.08307,1.61097,-0.527887,3.29812,-2.35618
51,1.12129,-1.06222,1.57768,-0.515441,3.32607,-2.35618
52,1.12526,-1.04121,1.54373,-0.502511,3.35347,-2.35618
53,1.12868,-1.02003,1.50914,-0.489096,3.38033,-2.35619
54,1.13159,-0.998679,1.47388,-0.475193,3.40666,-2.35619
55,1.13399,-0.977137,1.43794,-0.460798,3.43248,-2.35619
56,1.13593,-0.955396,1.40131,-0.445905,3.4578,-2.35619
57,1.13742,-0.93344,1.36395,-0.430504,3.48265,-2.35619
58,1.13848,-0.911252,1.32584,-0.414585,3.50702,-2.35619
59,1.13914,-0.888813,1.28695,-0.398133,3.53093,-2.35619
60,1.13942,-0.866099,1.24723,-0.38113,3.55439,-2.35619
61,1.13933,-0.843083,1.20664,-0.363553,3.57741,-2.35619
62,1.1389,-0.819734,1.16511,-0.345375,3.6,-2.35619
63,1.13815,-0.796013,1.12258,-0.326563,3.62216,-2.35619
64,1.1371,-0.771877,1.07896,-0.307074,3.64391,-2.35619
65,1.13576,-0.747276,1.03414,-0.286862,3.66525,-2.35619
66,1.13411,-0.721673,0.987202,-0.265479,3.68612,-2.35546
