Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,0.225892,-0.700181,0.725158,-0.025124,-0.285986,-2.35605
2,0.235015,-0.676551,0.681118,-0.00451935,-0.293607,-2.35624
3,0.245966,-0.649507,0.630981,0.0185747,-0.302845,-2.35624
4,0.255591,-0.624307,0.583822,0.0405351,-0.311013,-2.35624
5,0.263963,-0.601009,0.539845,0.0612152,-0.318152,-2.35624
6,0.271163,-0.579671,0.499253,0.0804719,-0.324317,-2.35625
7,0.278648,-0.555835,0.453554,0.10234,-0.330751,-2.35625
8,0.284627,-0.535214,0.413713,0.121565,-0.335908,-2.35625
9,0.290097,-0.514703,0.373803,0.14097,-0.340638,-2.35626
10,0.295075,-0.494167,0.333564,0.160683,-0.344953,-2.35627
11,0.303357,-0.453977,0.254014,0.199923,-0.352198,-2.35616
12,0.306854,-0.431728,0.209412,0.222422,-0.355204,-2.35629
13,0.309639,-0.410555,0.166686,0.244016,-0.357622,-2.35633
14,0.310687,-0.390702,0.125797,0.2648,-0.358552,-2.35607
15,0.312688,-0.362845,0.0687432,0.294068,-0.36025,-2.35613
16,0.313566,-0.343017,0.0278062,0.314791,-0.361055,-2.35574
17,0.314444,-0.32319,-0.0131307,0.335514,-0.36186,-2.35534
18,0.315322,-0.303362,-0.0540677,0.356238,-0.362665,-2.35495
19,0.315476,-0.299883,-0.0612503,0.359874,-0.362806,-2.35488
20,0.311228,-0.273623,-0.11798,0.391541,-0.359192,-2.35614
21,0.311456,-0.253985,-0.158804,0.412698,-0.359417,-2.35611
22,0.308066,-0.229128,-0.21241,0.440295,-0.35614,-2.3549
23,0.301753,-0.197954,-0.280494,0.477242,-0.351423,-2.35493
24,0.292973,-0.163763,-0.356357,0.518919,-0.343755,-2.35494
25,0.284148,-0.135276,-0.420471,0.554538,-0.336091,-2.35493
26,0.275279,-0.110433,-0.477133,0.586342,-0.328428,-2.35492
27,0.266365,-0.088155,-0.528593,0.615505,-0.320763,-2.3549
28,0.257404,-0.0678021,-0.576188,0.642725,-0.313097,-2.35488
29,0.248396,-0.0489642,-0.620774,0.668462,-0.305428,-2.35487
30,0.230765,-0.0162641,-0.699422,0.716531,-0.289521,-2.35746
