Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,-0.198284,-0.797522,1.05722,-3.40129,0.257342,0.7854
2,-0.209841,-0.829418,1.11424,-3.42669,0.236736,0.785685
3,-0.219011,-0.852853,1.15487,-3.44361,0.220904,0.785396
4,-0.233779,-0.891842,1.2225,-3.47219,0.194182,0.785338
5,-0.247687,-0.928445,1.28496,-3.49801,0.168414,0.785293
6,-0.256351,-0.951278,1.32335,-3.51362,0.152049,0.785355
7,-0.264875,-0.973837,1.36095,-3.52864,0.135608,0.785331
8,-0.281388,-1.01799,1.43337,-3.55679,0.102801,0.78522
9,-0.296722,-1.05987,1.50057,-3.58172,0.0709926,0.784833
10,-0.309719,-1.09657,1.55821,-3.60095,0.0427739,0.783117
11,-0.314524,-1.11629,1.58806,-3.58346,0.0314478,0.755496
12,-0.321837,-1.14431,1.63073,-3.56517,0.0143787,0.722554
13,-0.322889,-1.15061,1.64003,-3.55303,0.0117319,0.707416
14,-0.324478,-1.16575,1.66127,-3.51063,0.00744733,0.658912
15,-0.32612,-1.18376,1.68419,-3.45201,0.00412314,0.59538
16,-0.327023,-1.1934,1.69586,-3.41937,0.00270204,0.560707
17,-0.327926,-1.20304,1.70753,-3.38672,0.00128094,0.526035
18,-0.328318,-1.20723,1.7126,-3.37255,0.000664061,0.510984
19,-0.329172,-1.21682,1.72436,-3.33998,-0.000789558,0.47625
20,-0.329349,-1.21881,1.7268,-3.33323,-0.00109088,0.46905
21,-0.329391,-1.2267,1.73271,-3.29727,-0.000824523,0.435073
22,-0.329475,-1.23426,1.74215,-3.26392,-0.000946872,0.39984
23,-0.329534,-1.24204,1.74934,-3.22877,-0.000879517,0.365283
24,-0.329814,-1.2502,1.75668,-3.19353,-0.000958284,0.330861
25,-0.329875,-1.25799,1.76317,-3.1579,-0.000888408,0.296529
26,-0.329931,-1.26575,1.76929,-3.12211,-0.000823277,0.262372
27,-0.329983,-1.27348,1.77505,-3.08615,-0.000762797,0.228389
28,-0.33003,-1.28116,1.78043,-3.05004,-0.000706776,0.194579
29,-0.330074,-1.28879,1.78543,-3.01378,-0.000654965,0.160938
30,-0.330114,-1.29635,1.79006,-2.97737,-0.000607085,0.127463
31,-0.330151,-1.30383,1.79431,-2.94082,-0.00056284,0.0941492
32,-0.330185,-1.31123,1.79818,-2.90414,-0.000521938,0.0609929
33,-0.330215,-1.31853,1.80168,-2.86733,-0.000484095,0.0279896
34,-0.330244,-1.32574,1.8048,-2.83039,-0.000449039,-0.00486518
35,-0.330269,-1.33283,1.80755,-2.79334,-0.000416519,-0.037576
36,-0.330293,-1.3398,1.80993,-2.75618,-0.000386298,-0.0701476
37,-0.330314,-1.34664,1.81194,-2.7189,-0.00035816,-0.102584
38,-0.330334,-1.35334,1.81357,-2.68153,-0.000331906,-0.134891
39,-0.330352,-1.3599,1.81484,-2.64406,-0.000307356,-0.167073
40,-0.330368,-1.3663,1.81575,-2.60651,-0.000284345,-0.199134
41,-0.330383,-1.37254,1.8163,-2.56887,-0.000262722,-0.231079
42,-0.330397,-1.37861,1.81649,-2.53116,-0.000242351,-0.262912
43,-0.330409,-1.3845,1.81632,-2.49338,-0.000223107,-0.294638
44,-0.330421,-1.3902,1.81581,-2.45554,-0.000204877,-0.326261
45,-0.330431,-1.39571,1.81495,-2.41764,-0.00018756,-0.357787
46,-0.330443,-1.40103,1.81375,-2.3797,-0.000169728,-0.389216
47,-0.330451,-1.40625,1.81217,-2.34083,-0.000153894,-0.421281
48,-0.329872,-1.4105,1.80937,-2.30187,-0.000100847,-0.453196
49,-0.329876,-1.41525,1.80712,-2.26315,-9.03098e-05,-0.484918
50,-0.3293,-1.41903,1.80368,-2.22434,-5.05727e-05,-0.516506
51,-0.329302,-1.42329,1.80077,-2.18574,-4.44064e-05,-0.547939
52,-0.32872,-1.42657,1.7967,-2.14707,-1.60012e-05,-0.579249
53,-0.32872,-1.43033,1.79317,-2.1086,-1.36195e-05,-0.610434
54,-0.328123,-1.43309,1.78847,-2.07007,4.59306e-06,-0.6415
55,-0.328122,-1.43635,1.78435,-2.03172,3.55687e-06,-0.672467
56,-0.328122,-1.43936,1.77993,-1.99338,2.50226e-06,-0.703386
57,-0.327544,-1.44138,1.7744,-1.95502,7.03677e-06,-0.734187
58,-0.327543,-1.44388,1.76943,-1.91682,2.87073e-06,-0.764924
59,-0.326934,-1.44534,1.76331,-1.87863,-2.08786e-06,-0.795535
60,-0.326934,-1.44731,1.75781,-1.84059,-9.53961e-06,-0.8261
61,-0.326934,-1.44903,1.75205,-1.80258,-1.69784e-05,-0.856633
62,-0.326322,-1.4509,1.73892,-1.72681,-4.6451e-05,-0.917405
63,-0.326328,-1.45251,1.72572,-1.65132,-6.89477e-05,-0.978075
64,-0.326336,-1.4531,1.7116,-1.57605,-9.23765e-05,-1.03865
65,-0.326346,-1.45266,1.69664,-1.50102,-0.000117087,-1.09915
66,-0.326359,-1.45122,1.68088,-1.42627,-0.000143462,-1.15959
67,-0.326374,-1.44878,1.66438,-1.35182,-0.000171935,-1.21998
68,-0.326393,-1.44537,1.64719,-1.27769,-0.000202996,-1.28033
69,-0.326416,-1.44101,1.62938,-1.20391,-0.000237212,-1.34066
70,-0.326442,-1.43573,1.611,-1.13049,-0.000275238,-1.40098
71,-0.326474,-1.42957,1.59211,-1.05744,-0.000317838,-1.4613
72,-0.32651,-1.42256,1.57277,-0.984768,-0.000365898,-1.52164
73,-0.326553,-1.41473,1.55304,-0.912492,-0.000420441,-1.58201
74,-0.326604,-1.40613,1.53298,-0.840613,-0.00048262,-1.64243
75,-0.326663,-1.3968,1.51264,-0.769136,-0.000553706,-1.7029
76,-0.326731,-1.38678,1.4921,-0.698064,-0.000635015,-1.76345
77,-0.32681,-1.37611,1.4714,-0.627394,-0.000727775,-1.82409
78,-0.3269,-1.36483,1.4506,-0.557121,-0.000832848,-1.88484
79,-0.326792,-1.35368,1.43043,-0.486733,-0.000358037,-1.9461
80,-0.330703,-1.34857,1.41928,-0.42262,0.00217146,-2.00428
81,-0.330428,-1.3365,1.39986,-0.35761,0.00247246,-2.06195
82,-0.328882,-1.32256,1.37903,-0.30138,0.000899117,-2.11129
83,-0.327456,-1.30669,1.35583,-0.238722,-0.00123717,-2.16661
84,-0.326236,-1.29005,1.33207,-0.174785,-0.00384657,-2.22343
85,-0.325177,-1.27365,1.30921,-0.11375,-0.0067107,-2.278
86,-0.324221,-1.25856,1.2885,-0.0553961,-0.0096667,-2.33074
87,-0.334316,-1.29161,1.33199,-0.0530895,0.0158282,-2.34348
88,-0.328314,-1.26474,1.29648,-0.0200466,0.00121608,-2.36789
89,-0.322221,-1.24047,1.26393,0.000621433,-0.0133258,-2.38027
90,-0.309633,-1.19825,1.20597,0.0115668,-0.042206,-2.37548
91,-0.29651,-1.15603,1.14625,0.0209662,-0.0707878,-2.3674
92,-0.283077,-1.11298,1.08359,0.029292,-0.0992454,-2.3561
93,-0.27466,-1.08502,1.04186,0.0431712,-0.116207,-2.35621
94,-0.26654,-1.05799,1.00079,0.0572682,-0.13223,-2.35627
95,-0.25897,-1.03263,0.961623,0.071106,-0.146896,-2.3563
96,-0.250793,-1.00498,0.918215,0.0868829,-0.162468,-2.35632
97,-0.243485,-0.979942,0.878279,0.101789,-0.176167,-2.35633
98,-0.235702,-0.952817,0.834352,0.118597,-0.190548,-2.35634
99,-0.229118,-0.929396,0.795869,0.133662,-0.202561,-2.35635
100,-0.222201,-0.90421,0.753915,0.150432,-0.215036,-2.35635
101,-0.214941,-0.876965,0.707867,0.169235,-0.227983,-2.35635
102,-0.207333,-0.848994,0.660118,0.188019,-0.241435,-2.35535
