Waypoint,j0,j1,j2,j3,j4,j5
0,-0.162859,-0.65724,0.821461,-0.168964,0.148023,-2.35096
1,-0.165244,-0.668986,0.843056,-0.178245,0.154491,-2.35159
2,-0.169632,-0.690599,0.882792,-0.195323,0.166393,-2.35274
3,-0.17402,-0.712213,0.922529,-0.212401,0.178294,-2.35389
4,-0.180528,-0.745344,0.983653,-0.238363,0.196057,-2.35614
5,-0.186834,-0.775758,1.0387,-0.262879,0.214161,-2.35626
6,-0.19296,-0.805359,1.09174,-0.286324,0.232532,-2.35625
7,-0.198909,-0.834194,1.14287,-0.308633,0.25115,-2.35624
8,-0.204661,-0.862356,1.19229,-0.329893,0.270013,-2.35623
9,-0.210199,-0.889924,1.24014,-0.350181,0.289121,-2.35623
10,-0.215503,-0.916961,1.28655,-0.369558,0.308474,-2.35622
11,-0.220555,-0.94352,1.33162,-0.388073,0.328075,-2.35622
12,-0.225337,-0.969645,1.37543,-0.405766,0.347927,-2.35621
13,-0.229828,-0.995372,1.41806,-0.422667,0.368034,-2.35621
14,-0.234009,-1.02073,1.45955,-0.438803,0.3884,-2.35621
15,-0.237859,-1.04575,1.49996,-0.454194,0.409031,-2.35621
16,-0.241358,-1.07044,1.53931,-0.468856,0.429933,-2.3562
17,-0.244483,-1.09484,1.57765,-0.482802,0.451115,-2.3562
18,-0.24718,-1.11876,1.61473,-0.495955,0.47243,-2.3562
19,-0.249478,-1.14239,1.6508,-0.508402,0.494013,-2.3562
20,-0.25275,-1.1888,1.72006,-0.531248,0.538056,-2.3562
21,-0.254106,-1.23413,1.78554,-0.551404,0.583345,-2.3562
22,-0.253362,-1.27837,1.84729,-0.568915,0.629982,-2.3562
23,-0.250328,-1.32149,1.90533,-0.583832,0.67808,-2.3562
24,-0.24481,-1.36344,1.95967,-0.596219,0.727769,-2.3562
25,-0.236616,-1.40412,2.01029,-0.606162,0.779188,-2.3562
26,-0.225555,-1.4434,2.05718,-0.613774,0.832486,-2.3562
27,-0.211443,-1.48113,2.10034,-0.619205,0.887817,-2.3562
28,-0.194112,-1.51712,2.13976,-0.622641,0.945334,-2.3562
29,-0.173412,-1.55114,2.17545,-0.624307,1.00518,-2.35619
30,-0.149223,-1.58297,2.20744,-0.624466,1.0675,-2.35619
31,-0.121464,-1.61234,2.23575,-0.623412,1.13238,-2.35619
32,-0.0901037,-1.63899,2.26045,-0.62146,1.19989,-2.35619
33,-0.0551733,-1.66267,2.2816,-0.618936,1.27005,-2.35619
34,-0.0167734,-1.68314,2.2993,-0.616158,1.34281,-2.35619
35,0.0249165,-1.7002,2.31362,-0.613425,1.41805,-2.35619
36,0.069635,-1.71369,2.32469,-0.610995,1.49559,-2.35619
37,0.117039,-1.72353,2.33261,-0.609075,1.57515,-2.35619
38,0.168233,-1.72694,2.33532,-0.608381,1.65791,-2.35619
39,0.219226,-1.73016,2.33788,-0.607715,1.74008,-2.35619
40,0.27164,-1.72948,2.33733,-0.60785,1.82317,-2.35619
41,0.298479,-1.72688,2.33527,-0.608391,1.86522,-2.35619
42,0.304833,-1.72627,2.33478,-0.608519,1.87518,-2.35619
43,0.357709,-1.7207,2.33037,-0.609677,1.95784,-2.35619
44,0.384526,-1.71548,2.32624,-0.610759,1.99949,-2.35619
45,0.411343,-1.71026,2.32211,-0.61184,2.04115,-2.35619
46,0.43816,-1.70505,2.31797,-0.612921,2.08281,-2.35619
47,0.464976,-1.69983,2.31384,-0.614003,2.12447,-2.35619
48,0.470672,-1.69873,2.31296,-0.614232,2.13331,-2.35619
49,0.512965,-1.68659,2.30283,-0.616232,2.19974,-2.35619
50,0.554408,-1.6729,2.29115,-0.618247,2.26534,-2.35619
51,0.594779,-1.6578,2.27799,-0.620175,2.3299,-2.35619
52,0.633892,-1.64145,2.26337,-0.621916,2.39325,-2.35619
53,0.671599,-1.62396,2.24735,-0.623378,2.45523,-2.35619
54,0.707784,-1.60547,2.22996,-0.624475,2.51575,-2.35619
55,0.742364,-1.58611,2.21125,-0.625129,2.57474,-2.35618
56,0.775258,-1.56599,2.19125,-0.625246,2.63212,-2.35618
57,0.805819,-1.54565,2.16976,-0.62411,2.68726,-2.3562
