Waypoint,j0,j1,j2,j3,j4,j5
0,3.22109,-1.78616,-2.26616,-5.37139,1.74456,-5.49799
1,3.23201,-1.77871,-2.27613,-5.36909,1.72389,-5.49795
2,3.25255,-1.7647,-2.29488,-5.36478,1.68501,-5.49787
3,3.27309,-1.75069,-2.31363,-5.36046,1.64613,-5.49779
4,3.29696,-1.7379,-2.32995,-5.35669,1.60427,-5.49783
5,3.31814,-1.72442,-2.34777,-5.35259,1.56509,-5.49779
6,3.34806,-1.7087,-2.36805,-5.34802,1.5127,-5.49779
7,3.37996,-1.69308,-2.3874,-5.34429,1.45831,-5.49779
8,3.41358,-1.67788,-2.40582,-5.34108,1.40218,-5.49779
9,3.44891,-1.66315,-2.42325,-5.33837,1.34429,-5.49779
10,3.48592,-1.64899,-2.43965,-5.33614,1.28466,-5.49779
11,3.52455,-1.6355,-2.45493,-5.33435,1.22331,-5.49779
12,3.56474,-1.62277,-2.46903,-5.33297,1.1603,-5.49779
13,3.60637,-1.61093,-2.48188,-5.33197,1.09573,-5.49779
14,3.64928,-1.60011,-2.49338,-5.33128,1.02973,-5.49779
15,3.69327,-1.59047,-2.50344,-5.33086,0.96248,-5.49779
16,3.73811,-1.58215,-2.51198,-5.33065,0.894196,-5.49779
17,3.7835,-1.57531,-2.51889,-5.33058,0.82515,-5.49779
18,3.82913,-1.5701,-2.52408,-5.3306,0.75565,-5.49779
19,3.87462,-1.56667,-2.52745,-5.33065,0.686043,-5.49779
20,3.91961,-1.56514,-2.52893,-5.33071,0.616702,-5.49779
21,3.96369,-1.56559,-2.52843,-5.33075,0.548008,-5.49779
22,4.00648,-1.56809,-2.52591,-5.33077,0.480344,-5.49779
23,4.04763,-1.57265,-2.52132,-5.33081,0.414067,-5.49779
24,4.08683,-1.57922,-2.51465,-5.33091,0.349502,-5.49779
25,4.1238,-1.58775,-2.50589,-5.33114,0.286923,-5.49779
26,4.15835,-1.5981,-2.49508,-5.3316,0.226543,-5.49778
27,4.19035,-1.61015,-2.48227,-5.33237,0.168516,-5.49778
28,4.21973,-1.62371,-2.46753,-5.33356,0.112931,-5.49777
29,4.24647,-1.6386,-2.45096,-5.33528,0.0598224,-5.49773
30,4.27062,-1.6546,-2.4327,-5.3379,0.00917358,-5.49736
31,4.29226,-1.67166,-2.41275,-5.34088,-0.0390719,-5.49727
32,4.31149,-1.68965,-2.39112,-5.34399,-0.0850023,-5.4978
33,4.32846,-1.70823,-2.3682,-5.34837,-0.128728,-5.49776
34,4.34329,-1.72738,-2.34395,-5.35346,-0.170371,-5.49778
35,4.35615,-1.74698,-2.3185,-5.35931,-0.210062,-5.49778
36,4.36718,-1.76693,-2.29194,-5.36591,-0.247933,-5.49778
37,4.37652,-1.78717,-2.26436,-5.37326,-0.284116,-5.49778
38,4.38433,-1.80761,-2.23585,-5.38132,-0.318735,-5.49779
39,4.39072,-1.82822,-2.20648,-5.39008,-0.351911,-5.49779
40,4.39583,-1.84895,-2.17634,-5.3995,-0.383754,-5.49779
41,4.39977,-1.86976,-2.14547,-5.40955,-0.414369,-5.49779
42,4.40264,-1.89064,-2.11394,-5.42021,-0.443851,-5.49779
43,4.40454,-1.91155,-2.08179,-5.43143,-0.472285,-5.49779
44,4.40556,-1.93249,-2.04908,-5.4432,-0.499751,-5.49779
45,4.40362,-1.97472,-1.98035,-5.46971,-0.550402,-5.49779
46,4.40123,-2.01663,-1.91189,-5.49626,-0.600205,-5.49779
47,4.39837,-2.03784,-1.87595,-5.51099,-0.623302,-5.49779
48,4.39376,-2.07202,-1.81802,-5.53474,-0.660536,-5.49779
49,4.38699,-2.11274,-1.74801,-5.56402,-0.703329,-5.49779
50,4.37881,-2.15349,-1.67665,-5.59463,-0.744093,-5.49779
51,4.37373,-2.17428,-1.63928,-5.61122,-0.763334,-5.49779
52,4.36865,-2.19507,-1.60191,-5.6278,-0.782574,-5.49779
53,4.36358,-2.21586,-1.56453,-5.64439,-0.801815,-5.49779
54,4.36063,-2.22795,-1.54279,-5.65404,-0.813008,-5.49779
55,4.3551,-2.24861,-1.50508,-5.67109,-0.831175,-5.49779
56,4.34957,-2.26926,-1.46737,-5.68814,-0.849342,-5.49779
57,4.34404,-2.28992,-1.42966,-5.7052,-0.867509,-5.49779
58,4.34261,-2.29526,-1.41991,-5.70961,-0.872209,-5.49779
59,4.33621,-2.31779,-1.378,-5.72899,-0.890615,-5.49779
60,4.32957,-2.3408,-1.33495,-5.74904,-0.908922,-5.49776
61,4.32293,-2.3652,-1.28885,-5.76982,-0.927359,-5.49848
