Waypoint,j0,j1,j2,j3,j4,j5
0,-1.66381,-1.91281,-2.03449,0.805491,2.25721,0.785292
1,-1.64925,-1.89073,-2.06787,0.817008,2.21321,0.785399
2,-1.63262,-1.86818,-2.10132,0.827913,2.16738,0.785399
3,-1.61438,-1.84589,-2.13376,0.838053,2.12019,0.785399
4,-1.59448,-1.82387,-2.16514,0.847412,2.07163,0.785398
5,-1.57289,-1.80216,-2.19541,0.855977,2.02167,0.785398
6,-1.54957,-1.7808,-2.22454,0.86374,1.97033,0.785398
7,-1.53024,-1.76463,-2.24637,0.869411,1.92954,0.785398
8,-1.50983,-1.74852,-2.26751,0.874437,1.88774,0.785398
9,-1.4882,-1.73256,-2.28805,0.879015,1.84476,0.785398
10,-1.4653,-1.71676,-2.30798,0.883148,1.80055,0.785398
11,-1.44108,-1.70114,-2.32729,0.886837,1.75506,0.785398
12,-1.41552,-1.68574,-2.34594,0.890084,1.70824,0.785398
13,-1.38859,-1.67057,-2.36392,0.892896,1.66005,0.785398
14,-1.36026,-1.65567,-2.3812,0.89528,1.61046,0.785398
15,-1.33052,-1.6411,-2.39774,0.897246,1.55943,0.785398
16,-1.29936,-1.62689,-2.41351,0.898812,1.50694,0.785398
17,-1.26678,-1.61312,-2.42847,0.899996,1.45298,0.785398
18,-1.23281,-1.59983,-2.44258,0.900824,1.39756,0.785398
19,-1.19748,-1.58713,-2.45579,0.901327,1.34068,0.785398
20,-1.16086,-1.57509,-2.46805,0.90154,1.2824,0.785398
21,-1.12303,-1.56381,-2.47929,0.901508,1.22276,0.785398
22,-1.08409,-1.55342,-2.48945,0.901277,1.16187,0.785398
23,-1.04418,-1.54402,-2.49848,0.900902,1.09983,0.785398
24,-1.00348,-1.53575,-2.50628,0.90044,1.03678,0.785398
25,-0.962186,-1.52874,-2.5128,0.899949,0.972924,0.785398
26,-0.920526,-1.52313,-2.51795,0.899488,0.908452,0.785397
27,-0.878763,-1.51904,-2.52166,0.899109,0.843608,0.785397
28,-0.837181,-1.51661,-2.52383,0.898857,0.778655,0.785397
29,-0.79608,-1.51594,-2.52441,0.898765,0.713876,0.785397
30,-0.755768,-1.51712,-2.52332,0.898846,0.649563,0.785397
31,-0.716547,-1.52019,-2.5205,0.899096,0.586008,0.785397
32,-0.678709,-1.52518,-2.5159,0.899488,0.523494,0.785398
33,-0.642516,-1.53209,-2.50948,0.89997,0.462281,0.785398
34,-0.608198,-1.54085,-2.50122,0.900474,0.402599,0.785398
35,-0.575942,-1.55139,-2.49111,0.900909,0.344642,0.785399
36,-0.545885,-1.5636,-2.47917,0.901178,0.288558,0.7854
37,-0.518121,-1.57734,-2.46543,0.901174,0.234454,0.785401
38,-0.492692,-1.59246,-2.44993,0.900792,0.18239,0.785404
39,-0.469599,-1.60881,-2.43273,0.899932,0.132391,0.785409
40,-0.448808,-1.62622,-2.4139,0.898499,0.0844416,0.785424
41,-0.430251,-1.64454,-2.39353,0.896375,0.0385007,0.785493
42,-0.413839,-1.66343,-2.37192,0.892615,-0.00549658,0.786536
43,-0.399466,-1.68338,-2.34844,0.890175,-0.0476262,0.785451
44,-0.387011,-1.70365,-2.32391,0.885943,-0.0879952,0.785422
45,-0.376353,-1.72434,-2.29817,0.880916,-0.126697,0.785408
46,-0.367366,-1.74537,-2.27132,0.875097,-0.163834,0.785403
47,-0.359927,-1.76666,-2.24344,0.868499,-0.199509,0.785401
48,-0.353916,-1.78815,-2.21458,0.86114,-0.233823,0.7854
49,-0.351209,-1.80992,-2.18349,0.851819,-0.264885,0.7854
50,-0.345731,-1.83152,-2.1543,0.844229,-0.298714,0.785399
51,-0.344179,-1.85341,-2.12236,0.83417,-0.328668,0.785399
52,-0.342628,-1.87529,-2.09041,0.82411,-0.358622,0.785399
53,-0.342025,-1.8838,-2.07799,0.820199,-0.370268,0.785399
54,-0.34157,-1.88902,-2.07042,0.817848,-0.377512,0.785399
55,-0.342992,-1.91088,-2.03638,0.805661,-0.404215,0.785399
56,-0.344413,-1.93273,-2.00233,0.793474,-0.430917,0.785399
57,-0.345835,-1.95459,-1.96829,0.781287,-0.45762,0.785398
58,-0.345855,-1.95489,-1.96783,0.781122,-0.457984,0.785398
59,-0.345944,-1.95625,-1.96571,0.780362,-0.459647,0.785398
60,-0.350296,-1.99911,-1.89779,0.755313,-0.510369,0.785398
61,-0.354137,-2.02066,-1.8622,0.741275,-0.533973,0.785398
62,-0.357977,-2.04222,-1.82661,0.727237,-0.557577,0.785398
63,-0.361818,-2.06377,-1.79103,0.713199,-0.581181,0.785397
64,-0.365658,-2.08532,-1.75544,0.699161,-0.604785,0.785397
65,-0.366756,-2.09148,-1.74526,0.695148,-0.611534,0.785397
