Waypoint,j0,j1,j2,j3,j4,j5
0,-1.22911,-2.75018,-0.684275,0.2923,2.20703,0.784322
1,-1.22175,-2.71554,-0.755183,0.329129,2.17473,0.785395
2,-1.21397,-2.6848,-0.817909,0.361122,2.1417,0.785399
3,-1.20561,-2.65616,-0.87628,0.390849,2.10784,0.785399
4,-1.19665,-2.62936,-0.930811,0.418583,2.07316,0.785399
5,-1.18708,-2.60418,-0.981988,0.444578,2.03768,0.785399
6,-1.1769,-2.58044,-1.03017,0.46902,2.00143,0.785398
7,-1.1661,-2.55802,-1.07562,0.492051,1.96441,0.785398
8,-1.15466,-2.53682,-1.11856,0.513778,1.92665,0.785398
9,-1.1426,-2.51675,-1.15913,0.534288,1.88815,0.785398
10,-1.12991,-2.49777,-1.19747,0.553648,1.84893,0.785398
11,-1.11659,-2.47982,-1.23368,0.57191,1.80901,0.785398
12,-1.10265,-2.46288,-1.26783,0.589115,1.7684,0.785398
13,-1.08811,-2.44691,-1.29998,0.605297,1.72712,0.785398
14,-1.07297,-2.43189,-1.33018,0.620481,1.68521,0.785398
15,-1.05726,-2.41782,-1.35846,0.634688,1.64267,0.785398
16,-1.04099,-2.40467,-1.38485,0.647931,1.59954,0.785398
17,-1.02419,-2.39244,-1.40937,0.660223,1.55585,0.785398
18,-1.00689,-2.38114,-1.43203,0.671571,1.51164,0.785398
19,-0.989124,-2.37075,-1.45283,0.68198,1.46694,0.785398
20,-0.970933,-2.36128,-1.47177,0.691454,1.42178,0.785398
21,-0.952358,-2.35273,-1.48886,0.699995,1.37623,0.785398
22,-0.933444,-2.3451,-1.50409,0.707601,1.33032,0.785398
23,-0.914243,-2.3384,-1.51746,0.714273,1.28411,0.785398
24,-0.894808,-2.33264,-1.52896,0.720008,1.23764,0.785398
25,-0.875194,-2.32782,-1.53858,0.724805,1.19099,0.785398
26,-0.85546,-2.32394,-1.54632,0.72866,1.14419,0.785398
27,-0.835668,-2.32101,-1.55216,0.731572,1.09733,0.785398
28,-0.815878,-2.31903,-1.5561,0.733537,1.05046,0.785398
29,-0.796155,-2.318,-1.55815,0.734553,1.00363,0.785398
30,-0.77656,-2.31793,-1.55828,0.73462,0.95693,0.785398
31,-0.757155,-2.31883,-1.5565,0.733735,0.910405,0.785398
32,-0.738002,-2.32068,-1.55281,0.731898,0.864123,0.785398
33,-0.71971,-2.3248,-1.54458,0.727795,0.818694,0.785398
34,-0.701418,-2.32893,-1.53635,0.723692,0.773265,0.785398
35,-0.683126,-2.33306,-1.52812,0.719589,0.727836,0.785398
36,-0.669039,-2.33624,-1.52178,0.716429,0.692849,0.785398
37,-0.636517,-2.34932,-1.49566,0.703388,0.608336,0.785398
38,-0.606462,-2.36561,-1.46309,0.687114,0.527009,0.785398
39,-0.578999,-2.38493,-1.42442,0.667761,0.449059,0.785398
40,-0.554181,-2.4071,-1.37997,0.645479,0.374621,0.785398
41,-0.533055,-2.43358,-1.32674,0.618721,0.304852,0.785397
42,-0.513004,-2.46052,-1.27253,0.591464,0.237079,0.785395
43,-0.504233,-2.47556,-1.24221,0.576183,0.204776,0.785393
44,-0.501309,-2.48058,-1.23209,0.571088,0.194005,0.785392
45,-0.485524,-2.51056,-1.17161,0.540587,0.133508,0.785387
46,-0.478512,-2.52675,-1.1389,0.524074,0.104413,0.785378
47,-0.474449,-2.53612,-1.11995,0.514505,0.0875551,0.785373
48,-0.467615,-2.55552,-1.08068,0.494737,0.0565701,0.785272
49,-0.461336,-2.5759,-1.03938,0.474464,0.0264222,0.784619
50,-0.455592,-2.59738,-0.995795,0.453748,-0.00288823,0.783231
51,-0.450356,-2.61907,-0.951733,0.429656,-0.0313825,0.78495
52,-0.445606,-2.64214,-0.904815,0.405523,-0.0590556,0.785235
53,-0.441319,-2.6664,-0.855412,0.380317,-0.0859073,0.7853
54,-0.437471,-2.69194,-0.803328,0.353756,-0.111936,0.785322
55,-0.434038,-2.7189,-0.748296,0.325604,-0.137138,0.785401
56,-0.431007,-2.74848,-0.687678,0.298454,-0.161483,0.781116
