Waypoint,j0,j1,j2,j3,j4,j5
0,2.03641,-0.710251,0.980075,-0.26913,-0.228482,-2.35738
1,2.02517,-0.738053,1.03112,-0.29351,-0.213633,-2.35574
2,2.01338,-0.764697,1.08009,-0.315285,-0.197968,-2.3563
3,2.00158,-0.791455,1.12864,-0.337094,-0.182246,-2.35629
4,1.98977,-0.817793,1.17603,-0.358129,-0.166432,-2.3563
5,1.97797,-0.84376,1.22233,-0.378445,-0.150551,-2.35632
6,1.9662,-0.869396,1.26763,-0.398076,-0.134611,-2.35635
7,1.95446,-0.894746,1.31199,-0.417051,-0.118616,-2.35639
8,1.94276,-0.919847,1.35549,-0.435384,-0.10257,-2.35646
9,1.93111,-0.94473,1.39818,-0.453075,-0.0864763,-2.35656
10,1.91952,-0.969416,1.44007,-0.470081,-0.0703392,-2.35677
11,1.908,-0.993901,1.48117,-0.486246,-0.0541616,-2.35722
12,1.89655,-1.01795,1.52109,-0.50012,-0.0379465,-2.35921
13,1.8852,-1.04082,1.55863,-0.507242,-0.0216995,-2.36676
14,1.86281,-1.0878,1.63419,-0.52822,0.0108244,-2.37436
15,1.8518,-1.11381,1.67515,-0.553037,0.0271331,-2.36451
16,1.8409,-1.13893,1.71418,-0.572386,0.0434964,-2.35906
17,1.83012,-1.16338,1.75158,-0.587235,0.0598947,-2.35715
18,1.8195,-1.1876,1.78799,-0.599991,0.0763216,-2.3566
19,1.79874,-1.23593,1.85881,-0.622717,0.109255,-2.35635
20,1.77874,-1.28441,1.9272,-0.642695,0.142295,-2.35628
21,1.75961,-1.33316,1.99315,-0.659932,0.175453,-2.35625
22,1.74148,-1.38228,2.0566,-0.674278,0.208751,-2.35623
23,1.72449,-1.43187,2.11745,-0.685553,0.242223,-2.35622
24,1.70879,-1.482,2.17559,-0.693563,0.275925,-2.35621
25,1.69457,-1.53275,2.23088,-0.698114,0.309931,-2.35621
26,1.68202,-1.58416,2.2832,-0.699023,0.344345,-2.35621
27,1.67136,-1.63625,2.33239,-0.696135,0.379304,-2.3562
28,1.66285,-1.68899,2.37834,-0.689338,0.414988,-2.3562
29,1.65678,-1.74229,2.4209,-0.678598,0.451625,-2.3562
30,1.65349,-1.79597,2.45995,-0.663979,0.489502,-2.3562
31,1.6534,-1.84971,2.4954,-0.645686,0.528971,-2.3562
32,1.65696,-1.90307,2.52717,-0.624097,0.570459,-2.3562
33,1.66471,-1.9554,2.55521,-0.599806,0.614462,-2.3562
34,1.67723,-2.00589,2.57953,-0.573638,0.661541,-2.35619
35,1.69516,-2.05355,2.60019,-0.546645,0.712286,-2.35619
36,1.71907,-2.09725,2.61731,-0.520065,0.767263,-2.35619
37,1.74943,-2.13586,2.63107,-0.495215,0.82692,-2.35619
38,1.79365,-2.1639,2.64009,-0.476193,0.89865,-2.35619
39,1.83604,-2.19078,2.64853,-0.457747,0.967189,-2.35619
40,1.86372,-2.19912,2.65095,-0.451837,1.00748,-2.35619
41,1.8914,-2.20745,2.65338,-0.445927,1.04778,-2.35619
42,1.91908,-2.21579,2.6558,-0.440017,1.08807,-2.35619
43,1.91976,-2.21599,2.65586,-0.439873,1.08905,-2.35619
44,1.94784,-2.22034,2.65708,-0.436737,1.1281,-2.35619
45,1.97736,-2.2229,2.65778,-0.434882,1.16832,-2.35619
46,1.9882,-2.22384,2.65804,-0.434201,1.18309,-2.35619
47,2.0149,-2.22564,2.65853,-0.432888,1.21927,-2.35619
48,2.0679,-2.22592,2.65858,-0.432654,1.28964,-2.35619
49,2.12366,-2.22244,2.6576,-0.43516,1.36235,-2.35619
50,2.15423,-2.21699,2.65604,-0.439044,1.40131,-2.35619
51,2.18481,-2.21154,2.65447,-0.442928,1.44027,-2.35619
52,2.24227,-2.20531,2.6528,-0.44749,1.51425,-2.35619
53,2.27281,-2.19858,2.65082,-0.452246,1.55293,-2.35619
54,2.30334,-2.19184,2.64885,-0.457002,1.5916,-2.35619
55,2.33388,-2.18511,2.64687,-0.461758,1.63027,-2.35619
56,2.33386,-2.18524,2.64692,-0.461681,1.63025,-2.35619
57,2.36845,-2.17597,2.64407,-0.468347,1.67341,-2.35528
