Waypoint,j0,j1,j2,j3,j4,j5
0,-2.98649,-2.17044,-1.35939,-2.75763,-2.85007,-2.36084
1,-2.98653,-2.1697,-1.36116,-2.75234,-2.85008,-2.35621
2,-2.98826,-2.12964,-1.42704,-2.72653,-2.80833,-2.35621
3,-2.98894,-2.09086,-1.48953,-2.70281,-2.76603,-2.35621
4,-2.98826,-2.05283,-1.54955,-2.68082,-2.72288,-2.3562
5,-2.98614,-2.01545,-1.60724,-2.66051,-2.67883,-2.3562
6,-2.98244,-1.97822,-1.66337,-2.6416,-2.63326,-2.3562
7,-2.97709,-1.94149,-1.71739,-2.62431,-2.5866,-2.3562
8,-2.96998,-1.90519,-1.76939,-2.6086,-2.53871,-2.3562
9,-2.961,-1.86925,-1.81947,-2.59447,-2.48948,-2.3562
10,-2.95002,-1.83363,-1.86766,-2.5819,-2.4388,-2.3562
11,-2.93691,-1.79828,-1.91403,-2.57088,-2.38651,-2.3562
12,-2.92154,-1.76317,-1.9586,-2.56142,-2.33246,-2.3562
13,-2.90374,-1.72826,-2.0014,-2.55352,-2.27649,-2.35619
14,-2.88336,-1.69355,-2.04245,-2.54719,-2.21841,-2.35619
15,-2.86022,-1.65901,-2.08176,-2.54241,-2.15802,-2.35619
16,-2.83412,-1.62466,-2.11933,-2.5392,-2.09511,-2.35619
17,-2.80488,-1.5905,-2.15515,-2.53754,-2.02943,-2.35619
18,-2.77229,-1.55658,-2.1892,-2.53741,-1.96076,-2.35619
19,-2.73612,-1.52296,-2.22146,-2.53877,-1.88882,-2.35619
20,-2.69618,-1.48973,-2.25189,-2.54157,-1.81337,-2.35619
21,-2.67473,-1.47329,-2.26641,-2.54349,-1.77424,-2.35619
22,-2.65227,-1.45701,-2.28045,-2.54573,-1.73413,-2.35619
23,-2.62876,-1.44089,-2.294,-2.54829,-1.69302,-2.35619
24,-2.60419,-1.42497,-2.30707,-2.55114,-1.65087,-2.35619
25,-2.57855,-1.40928,-2.31963,-2.55427,-1.60766,-2.35619
26,-2.55181,-1.39386,-2.33168,-2.55765,-1.56337,-2.35619
27,-2.52399,-1.37874,-2.34321,-2.56124,-1.51797,-2.35619
28,-2.49507,-1.36396,-2.3542,-2.56503,-1.47146,-2.35619
29,-2.46506,-1.34959,-2.36463,-2.56897,-1.42383,-2.35619
30,-2.43398,-1.33567,-2.37449,-2.57302,-1.37508,-2.35619
31,-2.40185,-1.32227,-2.38377,-2.57714,-1.32521,-2.35619
32,-2.36871,-1.30947,-2.39244,-2.58128,-1.27426,-2.3562
33,-2.33461,-1.29733,-2.40048,-2.58538,-1.22225,-2.3562
34,-2.29961,-1.28594,-2.40786,-2.58938,-1.16924,-2.3562
35,-2.2638,-1.27539,-2.41457,-2.59322,-1.11528,-2.3562
36,-2.22727,-1.26578,-2.42057,-2.59683,-1.06045,-2.3562
37,-2.19014,-1.25722,-2.42583,-2.60014,-1.00485,-2.3562
38,-2.15255,-1.2498,-2.43031,-2.60307,-0.948607,-2.3562
39,-2.11465,-1.24364,-2.43399,-2.60556,-0.89184,-2.3562
40,-2.07663,-1.23886,-2.43681,-2.60752,-0.834706,-2.3562
41,-2.03866,-1.23555,-2.43875,-2.60889,-0.777373,-2.3562
42,-2.00095,-1.23382,-2.43974,-2.60962,-0.720023,-2.3562
43,-1.96372,-1.23377,-2.43976,-2.60965,-0.662847,-2.3562
44,-1.92719,-1.23547,-2.43875,-2.60896,-0.606041,-2.3562
45,-1.89156,-1.239,-2.43666,-2.60752,-0.549803,-2.3562
46,-1.85704,-1.2444,-2.43346,-2.60533,-0.494322,-2.3562
47,-1.82385,-1.25168,-2.42908,-2.60243,-0.439779,-2.3562
48,-1.79213,-1.26084,-2.42349,-2.59885,-0.386338,-2.3562
49,-1.76207,-1.27186,-2.41664,-2.59467,-0.334138,-2.3562
50,-1.73376,-1.28469,-2.40851,-2.58998,-0.283297,-2.3562
51,-1.70732,-1.29923,-2.39906,-2.58489,-0.233906,-2.3562
52,-1.6828,-1.31539,-2.38828,-2.57951,-0.186025,-2.3562
53,-1.66024,-1.33307,-2.37613,-2.57398,-0.13969,-2.3562
54,-1.63964,-1.35213,-2.36262,-2.56843,-0.0949095,-2.3562
55,-1.62099,-1.37244,-2.34774,-2.563,-0.0516685,-2.3562
56,-1.60748,-1.3946,-2.32984,-2.55821,-0.0131624,-2.3567
57,-1.58959,-1.41596,-2.31414,-2.55322,0.0297331,-2.35606
58,-1.5779,-1.43928,-2.29449,-2.54837,0.0672643,-2.35717
59,-1.56703,-1.46097,-2.2762,-2.54386,0.102173,-2.3582
60,-1.55653,-1.48479,-2.25548,-2.53849,0.139049,-2.36032
61,-1.55206,-1.49493,-2.24666,-2.53621,0.154748,-2.36122
