Waypoint,j0,j1,j2,j3,j4,j5
0,-0.279622,-1.23881,1.73617,-0.499003,0.861705,-2.35475
1,-0.270482,-1.28257,1.79616,-0.513583,0.914434,-2.3562
2,-0.258943,-1.32467,1.85214,-0.527469,0.968731,-2.3562
3,-0.24448,-1.36489,1.90371,-0.538814,1.02513,-2.3562
4,-0.226899,-1.40317,1.95098,-0.547812,1.08386,-2.3562
5,-0.20601,-1.43936,1.99403,-0.554668,1.14513,-2.3562
6,-0.181633,-1.47329,2.03291,-0.559612,1.20916,-2.3562
7,-0.153602,-1.50476,2.06765,-0.562893,1.27618,-2.35619
8,-0.121786,-1.53351,2.09829,-0.564783,1.34637,-2.35619
9,-0.0860978,-1.55926,2.12483,-0.565573,1.41987,-2.35619
10,-0.0465134,-1.58172,2.14728,-0.565562,1.49678,-2.35619
11,-0.00309115,-1.60058,2.16563,-0.565046,1.57712,-2.35619
12,0.0440112,-1.61558,2.17988,-0.564303,1.6608,-2.35619
13,0.0688623,-1.62155,2.18547,-0.563925,1.70384,-2.35619
14,0.0945221,-1.62645,2.19003,-0.563577,1.74764,-2.35619
15,0.120938,-1.63028,2.19357,-0.563281,1.79214,-2.35619
16,0.148049,-1.63302,2.19607,-0.563055,1.83732,-2.35619
17,0.175787,-1.63464,2.19755,-0.562911,1.8831,-2.35619
18,0.204078,-1.63514,2.198,-0.562858,1.92942,-2.35619
19,0.232841,-1.63452,2.19742,-0.562897,1.97621,-2.35619
20,0.26199,-1.63278,2.19581,-0.563026,2.0234,-2.35619
21,0.291436,-1.62993,2.19317,-0.563236,2.07091,-2.35619
22,0.321083,-1.62599,2.18951,-0.563515,2.11865,-2.35619
23,0.350838,-1.62097,2.18481,-0.563845,2.16653,-2.35619
24,0.380605,-1.61489,2.1791,-0.564204,2.21448,-2.35619
25,0.410286,-1.6078,2.17236,-0.564566,2.26239,-2.35619
26,0.439789,-1.59971,2.16461,-0.564902,2.3102,-2.35619
27,0.469023,-1.59066,2.15584,-0.565179,2.3578,-2.35619
28,0.4979,-1.5807,2.14606,-0.565365,2.40513,-2.35619
29,0.526339,-1.56985,2.13528,-0.565423,2.4521,-2.35619
30,0.554262,-1.55818,2.1235,-0.565318,2.49864,-2.35619
31,0.5816,-1.54571,2.11073,-0.565014,2.54468,-2.35619
32,0.608288,-1.5325,2.09697,-0.564475,2.59018,-2.35619
33,0.634271,-1.51858,2.08225,-0.563665,2.63506,-2.35619
34,0.659499,-1.504,2.06655,-0.562553,2.67928,-2.35619
35,0.683929,-1.4888,2.04991,-0.561106,2.72281,-2.35619
36,0.707528,-1.47303,2.03232,-0.559294,2.7656,-2.35619
37,0.730266,-1.45671,2.01381,-0.55709,2.80763,-2.35619
38,0.752123,-1.4399,1.99438,-0.554469,2.84887,-2.35619
39,0.773083,-1.42263,1.97404,-0.551409,2.88931,-2.35619
40,0.793136,-1.40492,1.95281,-0.547888,2.92893,-2.35619
41,0.81228,-1.38681,1.93071,-0.54389,2.96772,-2.35618
42,0.830514,-1.36833,1.90774,-0.539399,3.00568,-2.35618
43,0.847844,-1.3495,1.88392,-0.534397,3.04282,-2.35617
44,0.86428,-1.33034,1.85925,-0.528863,3.07912,-2.35615
45,0.879834,-1.31087,1.83374,-0.522701,3.11461,-2.35602
46,0.893132,-1.29078,1.80623,-0.51531,3.14791,-2.35606
47,0.908336,-1.27118,1.7804,-0.509111,3.18311,-2.35608
48,0.920596,-1.25072,1.75179,-0.500994,3.21547,-2.35612
49,0.92952,-1.23584,1.73097,-0.495086,3.23903,-2.35615
50,0.941163,-1.21519,1.70173,-0.486514,3.2708,-2.35617
51,0.945574,-1.20736,1.69065,-0.483266,3.28284,-2.35618
52,0.956343,-1.18646,1.66054,-0.474058,3.31375,-2.35617
53,0.9617,-1.17606,1.64557,-0.469477,3.32913,-2.35617
54,0.978385,-1.13739,1.58808,-0.450674,3.38229,-2.35618
55,0.992718,-1.09849,1.52878,-0.43029,3.43263,-2.35619
56,1.00493,-1.05935,1.46772,-0.408368,3.48033,-2.35619
57,1.01522,-1.01996,1.4049,-0.384935,3.52557,-2.35619
58,1.0238,-0.98028,1.34029,-0.360003,3.56849,-2.35619
59,1.03084,-0.940247,1.27381,-0.333564,3.60923,-2.35619
60,1.03651,-0.89978,1.20537,-0.305587,3.64792,-2.35619
61,1.03823,-0.878134,1.16742,-0.289285,3.66588,-2.35619
62,1.04242,-0.836921,1.09617,-0.259253,3.70217,-2.35619
63,1.04386,-0.815318,1.058,-0.242678,3.71946,-2.35619
64,1.0453,-0.793715,1.01982,-0.226103,3.73675,-2.35619
65,1.04674,-0.772113,0.98164,-0.209528,3.75404,-2.3562
66,1.04716,-0.765688,0.970284,-0.204598,3.75918,-2.3562
