Waypoint,j0,j1,j2,j3,j4,j5
0,1.62441,-0.884615,1.60879,-3.86597,-0.753188,0.785799
1,1.63044,-0.902232,1.6426,-3.88197,-0.785551,0.785402
2,1.63704,-0.919319,1.67516,-3.89744,-0.817691,0.785398
3,1.64438,-0.935771,1.70641,-3.91223,-0.850392,0.785398
4,1.65243,-0.951575,1.73632,-3.92633,-0.883634,0.785398
5,1.66122,-0.966737,1.7649,-3.93976,-0.917428,0.785398
6,1.68103,-0.995131,1.81813,-3.96459,-0.986712,0.785398
7,1.70388,-1.02095,1.86616,-3.9868,-1.05831,0.785398
8,1.72979,-1.04416,1.90901,-4.00645,-1.13228,0.785398
9,1.75877,-1.06472,1.94671,-4.02358,-1.20862,0.785398
10,1.79072,-1.0826,1.97924,-4.03823,-1.28731,0.785398
11,1.82554,-1.09773,2.0066,-4.05047,-1.36827,0.785398
12,1.86302,-1.11007,2.02879,-4.06031,-1.45136,0.785398
13,1.90291,-1.11957,2.0458,-4.06782,-1.53638,0.785398
14,1.94487,-1.12622,2.05765,-4.07302,-1.62309,0.785398
15,1.96651,-1.12846,2.06164,-4.07477,-1.66697,0.785398
16,1.98852,-1.12999,2.06436,-4.07596,-1.71115,0.785398
17,2.01084,-1.1308,2.0658,-4.07659,-1.75557,0.785398
18,2.03342,-1.1309,2.06598,-4.07667,-1.80019,0.785398
19,2.05618,-1.1303,2.06489,-4.07619,-1.84496,0.785398
20,2.07908,-1.12899,2.06256,-4.07517,-1.88982,0.785398
21,2.10205,-1.12698,2.059,-4.07361,-1.93472,0.785398
22,2.12503,-1.12429,2.05421,-4.0715,-1.9796,0.785398
23,2.14795,-1.12093,2.0482,-4.06886,-2.02441,0.785398
24,2.17075,-1.1169,2.041,-4.06569,-2.0691,0.785398
25,2.19338,-1.11221,2.03261,-4.06199,-2.1136,0.785398
26,2.21577,-1.10689,2.02306,-4.05776,-2.15788,0.785398
27,2.23788,-1.10094,2.01235,-4.05301,-2.20188,0.785398
28,2.25964,-1.09437,2.00051,-4.04773,-2.24556,0.785398
29,2.28102,-1.08721,1.98755,-4.04194,-2.28887,0.785398
30,2.30197,-1.07945,1.9735,-4.03564,-2.33177,0.785398
31,2.32245,-1.07113,1.95836,-4.02882,-2.37423,0.785398
32,2.34242,-1.06226,1.94216,-4.0215,-2.41621,0.785398
33,2.36185,-1.05284,1.92491,-4.01367,-2.45768,0.785398
34,2.37959,-1.04203,1.90493,-4.00449,-2.49749,0.785398
35,2.39896,-1.03244,1.88738,-3.99653,-2.53894,0.785398
36,2.41599,-1.02103,1.86619,-3.98676,-2.57812,0.785398
37,2.43302,-1.00961,1.845,-3.97698,-2.6173,0.785398
38,2.43553,-1.00793,1.84188,-3.97554,-2.62308,0.785398
39,2.45193,-0.996012,1.81968,-3.96526,-2.66168,0.785398
40,2.46297,-0.987985,1.80473,-3.95834,-2.68768,0.785398
41,2.47819,-0.9752,1.78077,-3.94716,-2.72519,0.785398
42,2.49272,-0.961991,1.75593,-3.93553,-2.76199,0.785398
43,2.50656,-0.948372,1.73023,-3.92345,-2.79808,0.785398
44,2.51864,-0.933658,1.70221,-3.91014,-2.83237,0.785398
45,2.53223,-0.919927,1.67628,-3.89795,-2.86817,0.785398
46,2.54307,-0.904564,1.64686,-3.88389,-2.90108,0.785399
47,2.54648,-0.899733,1.63761,-3.87947,-2.91143,0.785399
48,2.55852,-0.885242,1.61005,-3.8664,-2.94548,0.785399
49,2.56831,-0.869363,1.5795,-3.85173,-2.97716,0.785399
50,2.5781,-0.853485,1.54895,-3.83706,-3.00883,0.785399
51,2.58454,-0.843039,1.52885,-3.8274,-3.02967,0.7854
52,2.60049,-0.811524,1.46782,-3.79789,-3.08665,0.7854
53,2.6144,-0.778909,1.40434,-3.76703,-3.14106,0.785398
54,2.61968,-0.761129,1.36941,-3.74987,-3.16638,0.785399
55,2.63127,-0.727104,1.30278,-3.71727,-3.21774,0.785396
56,2.63609,-0.709154,1.26744,-3.69988,-3.24229,0.785398
57,2.64091,-0.691204,1.23209,-3.68248,-3.26684,0.7854
58,2.645,-0.675954,1.20207,-3.6677,-3.28769,0.785402
59,2.64892,-0.656942,1.16443,-3.64908,-3.31119,0.785392
60,2.6525,-0.637477,1.12581,-3.62994,-3.33421,0.785388
61,2.65573,-0.617554,1.08621,-3.61023,-3.35675,0.785418
