Waypoint,j0,j1,j2,j3,j4,j5
0,2.11033,-0.556833,0.191071,0.367024,-0.299776,-2.35747
1,2.10818,-0.5736,0.223677,0.350928,-0.296598,-2.35721
2,2.10551,-0.594441,0.264205,0.330922,-0.292649,-2.35689
3,2.10284,-0.615282,0.304734,0.310915,-0.288699,-2.35656
4,2.0973,-0.64895,0.368833,0.280395,-0.280182,-2.35647
5,2.09117,-0.681405,0.429632,0.251981,-0.270692,-2.3564
6,2.08458,-0.718243,0.499044,0.219229,-0.260559,-2.35622
7,2.07754,-0.749336,0.5557,0.193667,-0.249526,-2.35623
8,2.07003,-0.780156,0.611019,0.169171,-0.237675,-2.35623
9,2.05957,-0.820901,0.682938,0.138104,-0.220937,-2.35633
10,2.04901,-0.85866,0.748186,0.110605,-0.203966,-2.35632
11,2.03843,-0.894795,0.809469,0.0854643,-0.186752,-2.35633
12,2.02785,-0.929641,0.867472,0.0623199,-0.169316,-2.35634
13,2.01728,-0.963461,0.922731,0.0409033,-0.151673,-2.35637
14,2.00676,-0.99645,0.975635,0.021022,-0.133833,-2.3564
15,1.99628,-1.02876,1.02648,0.00253888,-0.115804,-2.35645
16,1.98589,-1.06049,1.07548,-0.0146372,-0.0975939,-2.35655
17,1.97558,-1.09175,1.12282,-0.0305428,-0.079207,-2.35672
18,1.96538,-1.12256,1.16857,-0.0450971,-0.0606473,-2.35711
19,1.95531,-1.15287,1.21268,-0.0577428,-0.041918,-2.35827
20,1.94538,-1.18127,1.25322,-0.0617687,-0.023022,-2.36637
21,1.93563,-1.20935,1.29249,-0.0643298,-0.00398205,-2.375
22,1.92607,-1.24062,1.33524,-0.0819678,0.0151963,-2.36885
23,1.91671,-1.27204,1.37724,-0.100198,0.0345756,-2.36119
24,1.90757,-1.30238,1.41684,-0.112917,0.0541517,-2.35774
25,1.89867,-1.33206,1.45465,-0.122092,0.0739133,-2.35669
26,1.89004,-1.36148,1.49121,-0.129513,0.0938606,-2.35641
27,1.8817,-1.39075,1.52667,-0.135797,0.113999,-2.35632
28,1.87368,-1.41993,1.56111,-0.141097,0.134335,-2.35628
29,1.86602,-1.44901,1.59452,-0.14545,0.154878,-2.35625
30,1.85185,-1.50691,1.6583,-0.151359,0.196629,-2.35623
31,1.83945,-1.5644,1.71801,-0.15359,0.239355,-2.35621
32,1.8291,-1.62137,1.7736,-0.152222,0.283188,-2.35621
33,1.82111,-1.67762,1.82502,-0.147385,0.328296,-2.3562
34,1.81583,-1.73291,1.87219,-0.139279,0.374881,-2.3562
35,1.81365,-1.7869,1.91509,-0.12819,0.423187,-2.3562
36,1.81499,-1.8392,1.9537,-0.114502,0.473498,-2.3562
37,1.8203,-1.88934,1.98804,-0.0987009,0.526138,-2.3562
38,1.83006,-1.93682,2.01819,-0.0813669,0.581457,-2.3562
39,1.84471,-1.98111,2.04427,-0.0631578,0.639822,-2.35619
40,1.8647,-2.02169,2.06647,-0.0447799,0.70158,-2.35619
41,1.89035,-2.05807,2.08502,-0.0269476,0.767019,-2.35619
42,1.92185,-2.08985,2.10019,-0.0103393,0.836294,-2.35619
43,1.96404,-2.11425,2.11101,0.00323999,0.914199,-2.35619
44,2.006,-2.13682,2.12082,0.0159996,0.990203,-2.35619
45,2.03141,-2.14505,2.12423,0.0208188,1.03206,-2.35619
46,2.05176,-2.15165,2.12696,0.0246785,1.06558,-2.35619
47,2.09851,-2.16411,2.13198,0.0321205,1.14045,-2.35619
48,2.14894,-2.17261,2.13531,0.0372801,1.21772,-2.35619
49,2.1771,-2.17436,2.136,0.0383088,1.25898,-2.35619
50,2.20526,-2.1761,2.13669,0.0393375,1.30024,-2.35618
51,2.2079,-2.17626,2.13675,0.0394338,1.30411,-2.35618
52,2.20839,-2.17629,2.13676,0.0394509,1.30483,-2.35618
53,2.23686,-2.17699,2.13706,0.0398185,1.34592,-2.35618
54,2.2603,-2.17757,2.1373,0.0401212,1.37977,-2.35617
55,2.2891,-2.17692,2.13711,0.0395965,1.42063,-2.35616
56,2.3179,-2.17628,2.13691,0.0390718,1.4615,-2.35615
57,2.3467,-2.17563,2.13672,0.038547,1.50236,-2.35613
58,2.35719,-2.1754,2.13665,0.0383558,1.51726,-2.35613
