Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,0.0935497,-0.336106,0.731297,-3.52423,-0.0281869,0.77285
2,0.0978126,-0.326306,0.709704,-3.46755,-0.0155881,0.727952
3,0.0997141,-0.327521,0.711668,-3.43286,-0.00996483,0.69251
4,0.101094,-0.328402,0.713093,-3.40769,-0.00588471,0.666793
5,0.101016,-0.341406,0.739025,-3.38079,-0.00576814,0.626958
6,0.10121,-0.357639,0.76997,-3.33482,-0.004303,0.566299
7,0.10157,-0.375398,0.803224,-3.28635,-0.00302134,0.502326
8,0.101998,-0.394315,0.836108,-3.23118,-0.00218507,0.433175
9,0.102052,-0.414201,0.872303,-3.17828,-0.00147288,0.363984
10,0.102348,-0.42375,0.887572,-3.1483,-0.0012603,0.328254
11,0.102643,-0.433298,0.902842,-3.11832,-0.00104772,0.292523
12,0.102939,-0.442847,0.918111,-3.08834,-0.000835148,0.256793
13,0.103234,-0.452396,0.93338,-3.05836,-0.000622572,0.221063
14,0.10353,-0.461944,0.94865,-3.02837,-0.000409996,0.185332
15,0.103787,-0.470256,0.961942,-3.00227,-0.000224947,0.154229
16,0.103802,-0.486275,0.985324,-2.9495,-0.000274625,0.0940667
17,0.103813,-0.501447,1.00638,-2.89698,-0.000318683,0.0356477
18,0.103821,-0.515805,1.02527,-2.84482,-0.000357741,-0.0210689
19,0.103825,-0.529379,1.04216,-2.79307,-0.000392441,-0.0761399
20,0.103695,-0.541012,1.05518,-2.74256,0.000139662,-0.127798
21,0.103704,-0.553044,1.06843,-2.6921,0.000122714,-0.179484
22,0.103712,-0.564694,1.08039,-2.64076,0.000106727,-0.231127
23,0.103712,-0.577646,1.09156,-2.57577,0.00011434,-0.294339
24,0.103721,-0.590753,1.10252,-2.51021,9.71095e-05,-0.357757
25,0.103728,-0.603169,1.11152,-2.44341,8.0958e-05,-0.421135
26,0.103734,-0.614843,1.11855,-2.37546,6.57131e-05,-0.48444
27,0.103738,-0.625721,1.1236,-2.30643,5.12101e-05,-0.547642
28,0.103742,-0.635754,1.12669,-2.23641,3.72916e-05,-0.610712
29,0.103744,-0.644893,1.12781,-2.16548,2.38076e-05,-0.673626
30,0.103745,-0.653091,1.12698,-2.09372,1.06143e-05,-0.736361
31,0.103746,-0.660307,1.12422,-2.02121,-2.42676e-06,-0.798897
32,0.103745,-0.666501,1.11956,-1.94804,-1.54508e-05,-0.861215
33,0.103743,-0.671637,1.11302,-1.87428,-2.8591e-05,-0.923298
34,0.10374,-0.675686,1.10463,-1.8,-4.19795e-05,-0.985131
35,0.103737,-0.678621,1.09442,-1.72529,-5.57497e-05,-1.0467
36,0.103732,-0.680419,1.08243,-1.65022,-7.00363e-05,-1.10798
37,0.103726,-0.681065,1.0687,-1.57486,-8.49767e-05,-1.16898
38,0.103722,-0.680951,1.0612,-1.53708,-9.27357e-05,-1.19936
39,0.103719,-0.680544,1.05327,-1.49926,-0.000100711,-1.22966
40,0.103715,-0.679843,1.04493,-1.4614,-0.00010892,-1.25988
41,0.10371,-0.678848,1.03617,-1.4235,-0.000117381,-1.29002
42,0.103706,-0.677558,1.02701,-1.38557,-0.000126112,-1.32008
43,0.103701,-0.675973,1.01745,-1.34762,-0.00013513,-1.35005
44,0.103695,-0.674092,1.00749,-1.30966,-0.000144452,-1.37993
45,0.103689,-0.671917,0.997133,-1.27169,-0.000154096,-1.40972
46,0.103683,-0.669446,0.986389,-1.23371,-0.000164078,-1.43942
47,0.103677,-0.666682,0.975261,-1.19574,-0.000174413,-1.46903
48,0.10367,-0.663623,0.963753,-1.15779,-0.000185115,-1.49854
49,0.103663,-0.660272,0.951867,-1.11984,-0.000196196,-1.52795
50,0.103655,-0.656629,0.939607,-1.08192,-0.000207666,-1.55726
51,0.103647,-0.652695,0.926978,-1.04402,-0.000219534,-1.58646
52,0.103639,-0.648471,0.91398,-1.00615,-0.000231803,-1.61556
53,0.10363,-0.643957,0.900618,-0.968311,-0.000244475,-1.64454
54,0.103621,-0.639157,0.886894,-0.930515,-0.000257546,-1.67342
55,0.103612,-0.634069,0.872808,-0.892762,-0.000271006,-1.70217
56,0.103602,-0.628696,0.858363,-0.855056,-0.000284841,-1.7308
57,0.103592,-0.623039,0.843559,-0.817402,-0.000299029,-1.75931
58,0.103581,-0.617098,0.828397,-0.779803,-0.000313538,-1.78769
59,0.10357,-0.610874,0.812877,-0.742265,-0.000328332,-1.81593
60,0.103559,-0.604369,0.796998,-0.704789,-0.000343361,-1.84403
61,0.103436,-0.595511,0.778209,-0.668051,-4.90934e-05,-1.87084
62,0.10333,-0.591045,0.765131,-0.62992,-0.000133815,-1.90036
63,0.103206,-0.581949,0.746036,-0.593278,0.00018124,-1.927
64,0.102975,-0.577025,0.732595,-0.555155,0.000321939,-1.95661
65,0.102857,-0.567673,0.713156,-0.518619,0.000647709,-1.98306
66,0.102692,-0.561804,0.698433,-0.480527,0.000816887,-2.0123
67,0.102577,-0.552203,0.678657,-0.444097,0.00115381,-2.03855
68,0.10246,-0.545399,0.662637,-0.405971,0.00136537,-2.06746
69,0.102345,-0.535559,0.642531,-0.369645,0.00171298,-2.09352
70,0.102231,-0.525718,0.622426,-0.33332,0.0020606,-2.11959
71,0.102297,-0.51823,0.605157,-0.294932,0.00202354,-2.14819
72,0.102162,-0.508104,0.584686,-0.258739,0.00241452,-2.17404
73,0.102027,-0.497978,0.564214,-0.222546,0.00280549,-2.19989
74,0.101892,-0.487852,0.543743,-0.186353,0.00319647,-2.22574
75,0.101757,-0.477726,0.523271,-0.15016,0.00358744,-2.25159
76,0.101622,-0.4676,0.5028,-0.113967,0.00397841,-2.27744
77,0.101487,-0.457473,0.482328,-0.0777736,0.00436939,-2.3033
78,0.101352,-0.447347,0.461857,-0.0415806,0.00476036,-2.32915
79,0.101217,-0.437221,0.441385,-0.00538755,0.00515134,-2.355
80,0.101371,-0.42416,0.414923,0.028333,0.00530328,-2.37529
81,0.101074,-0.426461,0.419632,0.033072,0.0055668,-2.38247
82,0.0982562,-0.453243,0.472571,0.00332707,0.0137802,-2.37888
83,0.0954627,-0.478147,0.52154,-0.0252069,0.0220661,-2.37441
84,0.0926887,-0.500781,0.565816,-0.0500739,0.0304192,-2.37119
85,0.0899344,-0.521778,0.606688,-0.0723564,0.0388408,-2.36878
86,0.0844886,-0.560416,0.681377,-0.112025,0.0558954,-2.36517
87,0.0791609,-0.596883,0.751252,-0.15131,0.0732521,-2.35927
88,0.0766318,-0.614942,0.785693,-0.178596,0.0821046,-2.34886
