Waypoint,j0,j1,j2,j3,j4,j5
0,0.810555,-1.5377,1.59477,-0.0587586,0.656584,-2.35448
1,0.822559,-1.57951,1.63723,-0.0577172,0.713669,-2.3562
2,0.837133,-1.61917,1.67566,-0.0564827,0.772503,-2.3562
3,0.85505,-1.65649,1.71026,-0.0537614,0.833891,-2.3562
4,0.876535,-1.69132,1.74118,-0.0498617,0.898105,-2.3562
5,0.901802,-1.72344,1.76855,-0.0451031,0.965417,-2.3562
6,0.931048,-1.75265,1.79247,-0.0398131,1.03608,-2.3562
7,0.964433,-1.77872,1.81304,-0.0343223,1.11034,-2.3562
8,1.00206,-1.80138,1.83034,-0.0289568,1.18835,-2.35619
9,1.04395,-1.82042,1.84445,-0.0240285,1.27024,-2.35619
10,1.06647,-1.8285,1.85032,-0.021819,1.31264,-2.35619
11,1.09002,-1.83559,1.85541,-0.0198233,1.356,-2.35619
12,1.11456,-1.84166,1.85973,-0.0180708,1.4003,-2.35619
13,1.14006,-1.84669,1.86328,-0.0165878,1.44552,-2.35619
14,1.16646,-1.85066,1.86606,-0.0153966,1.49161,-2.35619
15,1.19372,-1.85355,1.86807,-0.0145159,1.53854,-2.35619
16,1.22175,-1.85535,1.86931,-0.0139595,1.58624,-2.35619
17,1.25048,-1.85605,1.86978,-0.0137368,1.63465,-2.35619
18,1.27984,-1.85563,1.86949,-0.0138521,1.68371,-2.35619
19,1.30971,-1.85411,1.86842,-0.014305,1.73332,-2.35619
20,1.34001,-1.85148,1.86657,-0.0150897,1.78339,-2.35619
21,1.37063,-1.84774,1.86394,-0.0161954,1.83385,-2.35619
22,1.40146,-1.84291,1.86052,-0.0176066,1.88458,-2.35619
23,1.43239,-1.837,1.85631,-0.0193026,1.93549,-2.35619
24,1.4633,-1.83003,1.85129,-0.0212587,1.98647,-2.35619
25,1.49408,-1.82202,1.84546,-0.0234458,2.03742,-2.35619
26,1.52463,-1.81298,1.83882,-0.0258312,2.08825,-2.35619
27,1.55484,-1.80296,1.83134,-0.0283788,2.13885,-2.35619
28,1.58461,-1.79198,1.82303,-0.0310498,2.18912,-2.35619
29,1.61384,-1.78007,1.81388,-0.0338032,2.23899,-2.35619
30,1.64245,-1.76727,1.80387,-0.0365961,2.28837,-2.35619
31,1.67037,-1.75362,1.79301,-0.0393845,2.33718,-2.35619
32,1.69751,-1.73915,1.78127,-0.0421237,2.38536,-2.35619
33,1.72383,-1.7239,1.76867,-0.0447687,2.43285,-2.35619
34,1.74926,-1.70791,1.75518,-0.047275,2.47959,-2.35619
35,1.77377,-1.69121,1.74082,-0.0495985,2.52554,-2.35619
36,1.79733,-1.67386,1.72556,-0.0516964,2.57067,-2.35619
37,1.81989,-1.65589,1.70942,-0.0535273,2.61494,-2.35619
38,1.84145,-1.63734,1.69239,-0.0550516,2.65833,-2.35619
39,1.862,-1.61824,1.67447,-0.0562315,2.70082,-2.35619
40,1.88152,-1.59862,1.65566,-0.0570316,2.7424,-2.35619
41,1.90003,-1.57854,1.63596,-0.0574187,2.78307,-2.35619
42,1.91752,-1.55801,1.61538,-0.0573619,2.82282,-2.35619
43,1.93402,-1.53707,1.59391,-0.0568328,2.86166,-2.35619
44,1.94952,-1.51575,1.57157,-0.0558052,2.89958,-2.35619
45,1.96407,-1.49408,1.54834,-0.0542555,2.93661,-2.35619
46,1.97767,-1.47208,1.52425,-0.0521619,2.97275,-2.35618
47,1.98875,-1.44925,1.49768,-0.0481352,3.00642,-2.3559
48,2.00212,-1.4272,1.47349,-0.0462419,3.04237,-2.35615
49,2.01236,-1.40405,1.44599,-0.041406,3.07522,-2.35566
50,2.02259,-1.3809,1.41848,-0.03657,3.10806,-2.35518
51,2.02927,-1.3658,1.40054,-0.0334164,3.12948,-2.35487
52,2.03796,-1.34252,1.37184,-0.0276398,3.1605,-2.35451
53,2.05183,-1.29539,1.3107,-0.0151555,3.21871,-2.35605
54,2.06467,-1.24818,1.24874,-0.000531547,3.27537,-2.35617
55,2.06966,-1.22403,1.21562,0.00842916,3.3021,-2.35617
56,2.0711,-1.21711,1.20613,0.010998,3.30977,-2.35618
57,2.07997,-1.17004,1.14079,0.0292612,3.36063,-2.35618
58,2.0832,-1.14591,1.10595,0.03999,3.38468,-2.35617
59,2.08643,-1.12179,1.07111,0.0507187,3.40873,-2.35616
60,2.0873,-1.11529,1.06171,0.0536111,3.41522,-2.35616
61,2.08971,-1.0968,1.03494,0.0619054,3.43355,-2.35615
62,2.09226,-1.06759,0.990838,0.0767866,3.46003,-2.35616
63,2.09431,-1.0375,0.944571,0.0929871,3.4861,-2.35613
64,2.09615,-1.00512,0.893659,0.111005,3.51204,-2.35575
