Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,1.54745,-1.52013,2.45698,-4.07845,-1.12151,0.785399
2,1.51884,-1.4994,2.43406,-4.07626,-1.06126,0.785397
3,1.49426,-1.47779,2.40922,-4.07303,-1.00538,0.785398
4,1.47334,-1.45544,2.38266,-4.06882,-0.95349,0.785398
5,1.45568,-1.43258,2.35461,-4.06362,-0.905177,0.785398
6,1.44091,-1.4094,2.32525,-4.05744,-0.860058,0.785399
7,1.42868,-1.38603,2.29475,-4.05031,-0.817788,0.785399
8,1.4196,-1.36555,2.26763,-4.04387,-0.78236,0.78563
9,1.41231,-1.34511,2.23957,-4.03629,-0.749347,0.785663
10,1.40261,-1.30724,2.18564,-4.01992,-0.692768,0.7853
11,1.39642,-1.26966,2.13049,-4.00235,-0.640215,0.785306
12,1.39335,-1.23227,2.07378,-3.98303,-0.591327,0.785311
13,1.39287,-1.19512,2.01575,-3.96216,-0.545583,0.785315
14,1.39453,-1.15822,1.95661,-3.93991,-0.502556,0.785318
15,1.39796,-1.12158,1.8965,-3.91644,-0.461903,0.78532
16,1.40287,-1.0852,1.83555,-3.89188,-0.423344,0.785321
17,1.40899,-1.04905,1.77386,-3.86634,-0.386656,0.78532
18,1.41611,-1.01311,1.71151,-3.83992,-0.351657,0.785319
19,1.42404,-0.977377,1.64857,-3.81271,-0.318208,0.785315
20,1.43263,-0.941835,1.58512,-3.78479,-0.2862,0.785309
21,1.44172,-0.906483,1.52123,-3.75625,-0.255559,0.7853
22,1.45119,-0.87134,1.45701,-3.72715,-0.226238,0.785286
23,1.46091,-0.836449,1.3926,-3.69762,-0.198226,0.785263
24,1.47074,-0.801894,1.32823,-3.66776,-0.17155,0.785228
25,1.48056,-0.76783,1.26423,-3.63777,-0.146283,0.785169
26,1.49019,-0.734511,1.20115,-3.60791,-0.122561,0.78507
27,1.49947,-0.702346,1.13983,-3.57858,-0.100593,0.784893
28,1.5092,-0.668227,1.07433,-3.54698,-0.0783293,0.78468
29,1.51817,-0.636348,1.01278,-3.51656,-0.0584091,0.783932
30,1.52591,-0.608508,0.958734,-3.48857,-0.0416314,0.78215
31,1.532,-0.586828,0.916455,-3.46391,-0.0286855,0.778089
32,1.53633,-0.581913,0.905791,-3.41586,-0.0194775,0.73579
33,1.53987,-0.576891,0.895902,-3.37866,-0.0117263,0.703453
34,1.54229,-0.584808,0.909283,-3.32263,-0.00666458,0.641959
35,1.54324,-0.590063,0.918265,-3.29477,-0.00473356,0.610369
36,1.54419,-0.596751,0.92955,-3.26306,-0.0029282,0.574062
37,1.54515,-0.60344,0.940835,-3.23134,-0.00112284,0.537755
38,1.54528,-0.604398,0.942451,-3.2268,-0.000864362,0.532557
39,1.54525,-0.613754,0.955918,-3.19505,-0.000897875,0.496697
40,1.54543,-0.623428,0.97414,-3.16741,-0.000544526,0.460504
41,1.54563,-0.632494,0.988589,-3.13688,-0.000274573,0.42459
42,1.54586,-0.641397,1.00239,-3.10604,-1.62123e-05,0.38885
43,1.54612,-0.650131,1.01553,-3.07484,0.000236163,0.353241
44,1.54613,-0.659339,1.02924,-3.04392,0.000223687,0.317828
45,1.54614,-0.668421,1.04237,-3.01266,0.000211126,0.282518
46,1.54645,-0.676765,1.05379,-2.98045,0.000417326,0.247229
47,1.54647,-0.685594,1.0658,-2.9485,0.000393244,0.212091
48,1.54649,-0.694282,1.07724,-2.91623,0.000369674,0.177075
49,1.54687,-0.702147,1.08684,-2.883,0.000551524,0.142105
50,1.5469,-0.710564,1.09717,-2.85005,0.000517795,0.107241
51,1.54692,-0.71882,1.10693,-2.81682,0.000485653,0.0725196
52,1.54694,-0.726912,1.11611,-2.78334,0.000455077,0.037945
53,1.54696,-0.734834,1.12472,-2.7496,0.000426024,0.00352047
54,1.54698,-0.74258,1.13277,-2.71563,0.000398436,-0.0307512
55,1.547,-0.750145,1.14025,-2.68143,0.000372246,-0.0648675
56,1.54702,-0.757524,1.14717,-2.64702,0.00034738,-0.0988264
57,1.54703,-0.764712,1.15354,-2.6124,0.00032376,-0.132626
58,1.54705,-0.771703,1.15936,-2.57759,0.000301307,-0.166265
59,1.54706,-0.778492,1.16463,-2.54259,0.000279941,-0.199742
60,1.54707,-0.785075,1.16937,-2.50743,0.000259584,-0.233057
61,1.54708,-0.791445,1.17356,-2.47211,0.00024016,-0.266208
62,1.5471,-0.803531,1.18038,-2.40102,0.000203824,-0.332021
63,1.54713,-0.814887,1.18547,-2.32954,0.000168058,-0.397237
64,1.54714,-0.821506,1.18743,-2.28381,0.000148453,-0.438305
65,1.54714,-0.827799,1.1886,-2.23749,0.000129547,-0.479502
66,1.54622,-0.835144,1.19135,-2.19124,2.62803e-05,-0.521165
67,1.54622,-0.840576,1.19093,-2.14509,2.2122e-05,-0.561459
68,1.54622,-0.845648,1.18973,-2.09841,1.808e-05,-0.601873
69,1.54622,-0.850342,1.18776,-2.05122,1.41341e-05,-0.642392
70,1.54529,-0.856033,1.18733,-2.00401,-2.30805e-05,-0.683477
71,1.54529,-0.859839,1.18388,-1.95697,-1.49727e-05,-0.723262
72,1.54419,-0.864688,1.18201,-1.90987,-1.19299e-05,-0.763647
73,1.54419,-0.867189,1.17795,-1.87018,5.2503e-06,-0.796776
74,1.54484,-0.868405,1.17183,-1.83028,1.34681e-05,-0.829339
75,1.54484,-0.87026,1.1669,-1.7912,2.36599e-05,-0.86164
76,1.5455,-0.87083,1.15992,-1.75192,1.17277e-05,-0.89337
77,1.5455,-0.872065,1.15419,-1.71341,1.53335e-05,-0.924907
78,1.5455,-0.873007,1.14803,-1.67491,1.89621e-05,-0.956308
79,1.5455,-0.873655,1.14145,-1.63642,2.26238e-05,-0.987572
80,1.5455,-0.874008,1.13446,-1.59795,2.63293e-05,-1.0187
81,1.5455,-0.874069,1.12707,-1.55951,3.00889e-05,-1.04969
82,1.5455,-0.873836,1.11929,-1.5211,3.39131e-05,-1.08055
83,1.54551,-0.873311,1.11112,-1.48274,3.78122e-05,-1.11126
84,1.54551,-0.872496,1.10258,-1.44443,4.17967e-05,-1.14184
85,1.54551,-0.871391,1.09366,-1.40617,4.58772e-05,-1.17229
86,1.54551,-0.87,1.08438,-1.36798,5.0064e-05,-1.20259
87,1.54551,-0.868322,1.07475,-1.32985,5.43679e-05,-1.23276
88,1.54552,-0.866362,1.06476,-1.2918,5.87993e-05,-1.2628
89,1.54552,-0.86412,1.05444,-1.25382,6.3369e-05,-1.29269
90,1.54552,-0.8616,1.04378,-1.21592,6.80875e-05,-1.32245
91,1.54552,-0.858803,1.03279,-1.17811,7.29654e-05,-1.35207
92,1.54553,-0.855734,1.02148,-1.14039,7.80132e-05,-1.38156
93,1.54553,-0.852394,1.00986,-1.10276,8.3241e-05,-1.4109
94,1.54553,-0.848786,0.997925,-1.06522,8.86588e-05,-1.44011
95,1.54554,-0.844914,0.985687,-1.02779,9.42762e-05,-1.46918
96,1.54554,-0.836389,0.960319,-0.953232,0.000106145,-1.52689
97,1.54555,-0.826842,0.933795,-0.879108,0.000118909,-1.58404
98,1.54556,-0.8163,0.90615,-0.805436,0.000132611,-1.64061
99,1.54557,-0.804786,0.877414,-0.732236,0.000147265,-1.69659
100,1.54559,-0.792326,0.847609,-0.659527,0.000162844,-1.75195
101,1.5456,-0.778942,0.816754,-0.587327,0.000179268,-1.80668
102,1.54561,-0.764654,0.784852,-0.515656,0.000197541,-1.86074
103,1.54475,-0.751561,0.755504,-0.444017,0.00102284,-1.91612
104,1.54381,-0.738377,0.726613,-0.373337,0.00217632,-1.97109
105,1.54389,-0.727273,0.703549,-0.327095,0.00229901,-2.00538
106,1.54794,-0.707558,0.666181,-0.294225,-0.0024272,-2.02059
107,1.54785,-0.693105,0.636691,-0.238337,-0.00255483,-2.06144
108,1.54775,-0.678104,0.606461,-0.182939,-0.00267446,-2.10161
109,1.54767,-0.662544,0.57544,-0.128024,-0.00278353,-2.14106
110,1.5476,-0.646413,0.543571,-0.073598,-0.00287951,-2.17975
111,1.54781,-0.631307,0.514248,-0.0186768,-0.0026333,-2.22041
112,1.54201,-0.655256,0.55854,-0.0291872,0.00718314,-2.23029
113,1.54589,-0.628106,0.506894,0.0116317,1.45636e-05,-2.24661
114,1.54252,-0.630845,0.511248,0.0491339,0.00673049,-2.28573
115,1.53927,-0.63229,0.513489,0.0923308,0.0138492,-2.32973
116,1.53359,-0.664205,0.57308,0.0695549,0.0256953,-2.33463
117,1.52791,-0.693756,0.627603,0.0503633,0.0377232,-2.34041
118,1.52222,-0.722414,0.679868,0.0307255,0.0499357,-2.34437
