Waypoint,j0,j1,j2,j3,j4,j5
0,-2.86998,-2.38344,-1.31521,0.55685,2.24923,0.785368
1,-2.86809,-2.37392,-1.33346,0.565605,2.23799,0.785373
2,-2.86433,-2.35496,-1.3698,0.583042,2.2156,0.785381
3,-2.86058,-2.33599,-1.40614,0.600479,2.1932,0.78539
4,-2.85117,-2.29946,-1.47551,0.633339,2.14626,0.785393
5,-2.8413,-2.26274,-1.54515,0.666297,2.09846,0.785398
6,-2.82842,-2.22758,-1.61093,0.696922,2.04722,0.785398
7,-2.81326,-2.19318,-1.67471,0.726298,1.99329,0.785398
8,-2.79558,-2.15954,-1.73645,0.754402,1.93651,0.785398
9,-2.77516,-2.12669,-1.7961,0.781198,1.8767,0.785398
10,-2.75176,-2.09467,-1.85356,0.806636,1.81367,0.785398
11,-2.73888,-2.07899,-1.88143,0.818828,1.7809,0.785398
12,-2.72516,-2.06354,-1.90871,0.830656,1.74725,0.785398
13,-2.70818,-2.04601,-1.9396,0.844016,1.70723,0.785398
14,-2.69026,-2.02897,-1.96923,0.856611,1.66635,0.785398
15,-2.67125,-2.01239,-1.99783,0.868625,1.62449,0.785398
16,-2.65113,-1.99628,-2.02537,0.880059,1.58161,0.785398
17,-2.62988,-1.98065,-2.05186,0.890916,1.53769,0.785398
18,-2.60749,-1.96552,-2.07727,0.901197,1.49269,0.785398
19,-2.58395,-1.9509,-2.1016,0.9109,1.44661,0.785398
20,-2.55925,-1.93682,-2.1248,0.920027,1.39944,0.785398
21,-2.5334,-1.9233,-2.14687,0.928576,1.35115,0.785398
22,-2.50642,-1.91038,-2.16776,0.936547,1.30177,0.785398
23,-2.47831,-1.89809,-2.18745,0.94394,1.2513,0.785398
24,-2.44913,-1.88646,-2.20588,0.950754,1.19977,0.785398
25,-2.41892,-1.87555,-2.22303,0.95699,1.14721,0.785398
26,-2.38773,-1.86539,-2.23885,0.962648,1.09367,0.785398
27,-2.35565,-1.85604,-2.25328,0.967729,1.03922,0.785398
28,-2.32277,-1.84755,-2.26628,0.972235,0.983946,0.785398
29,-2.2892,-1.83997,-2.27779,0.976167,0.927938,0.785398
30,-2.25506,-1.83336,-2.28776,0.979526,0.871317,0.785398
31,-2.2205,-1.82776,-2.29614,0.982313,0.814214,0.785399
32,-2.18568,-1.82324,-2.30288,0.984528,0.75678,0.785399
33,-2.15077,-1.81983,-2.30793,0.986172,0.699174,0.785399
34,-2.11594,-1.81758,-2.31125,0.987241,0.64157,0.785399
35,-2.08138,-1.81653,-2.3128,0.987732,0.584147,0.785399
36,-2.04727,-1.81669,-2.31255,0.987641,0.527088,0.785399
37,-2.01381,-1.81808,-2.31047,0.986959,0.470574,0.785399
38,-1.98116,-1.8207,-2.30657,0.985678,0.414781,0.7854
39,-1.94949,-1.82455,-2.30084,0.983789,0.359873,0.7854
40,-1.91893,-1.82959,-2.29328,0.98128,0.306001,0.785401
41,-1.88963,-1.83581,-2.28393,0.978141,0.253298,0.785402
42,-1.86169,-1.84315,-2.27281,0.974363,0.201876,0.785403
43,-1.83517,-1.85156,-2.25998,0.969936,0.151825,0.785406
44,-1.81016,-1.86099,-2.24547,0.964852,0.103215,0.785413
45,-1.78667,-1.87138,-2.22935,0.959096,0.0560931,0.785437
46,-1.76473,-1.88261,-2.21175,0.952442,0.0104852,0.785727
47,-1.74434,-1.89474,-2.19258,0.945491,-0.0336002,0.785629
48,-1.72546,-1.90764,-2.17196,0.938006,-0.0761711,0.785401
49,-1.70807,-1.9212,-2.15007,0.929675,-0.117249,0.785406
50,-1.69213,-1.93541,-2.12692,0.920728,-0.156867,0.785401
51,-1.67757,-1.9502,-2.10257,0.911168,-0.195068,0.7854
52,-1.66435,-1.96551,-2.07709,0.901013,-0.231901,0.785399
53,-1.65239,-1.98131,-2.05056,0.890282,-0.267417,0.785398
54,-1.64163,-1.99755,-2.02303,0.878993,-0.301675,0.785398
55,-1.632,-2.01419,-1.99456,0.867165,-0.334732,0.785398
56,-1.61587,-2.04855,-1.93501,0.841967,-0.397473,0.785398
57,-1.60349,-2.08415,-1.87227,0.814834,-0.456091,0.785398
58,-1.60017,-2.10324,-1.83774,0.799294,-0.48237,0.78532
59,-1.59174,-2.14018,-1.77144,0.769897,-0.536472,0.785279
60,-1.58912,-2.15943,-1.73641,0.753973,-0.561803,0.78516
61,-1.5865,-2.17868,-1.70137,0.73805,-0.587134,0.785041
62,-1.58453,-2.19316,-1.67502,0.726075,-0.606184,0.784952
