Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,1.09484,-0.888343,1.74249,-3.99574,-0.457774,0.785399
2,1.09286,-0.860352,1.68538,-3.96651,-0.413243,0.78527
3,1.09235,-0.831942,1.62738,-3.93691,-0.371103,0.785267
4,1.09309,-0.803243,1.56875,-3.90698,-0.331237,0.785261
5,1.09488,-0.774365,1.50973,-3.87683,-0.293551,0.785252
6,1.09755,-0.745438,1.45059,-3.84659,-0.257995,0.785237
7,1.10091,-0.716626,1.39164,-3.81644,-0.224562,0.785215
8,1.10478,-0.688136,1.33334,-3.78658,-0.193297,0.785181
9,1.10962,-0.656312,1.26813,-3.75323,-0.160363,0.785211
10,1.11522,-0.62248,1.19878,-3.71773,-0.127466,0.785233
11,1.12119,-0.588318,1.12874,-3.6817,-0.0963031,0.785083
12,1.12733,-0.554465,1.05929,-3.64565,-0.0673474,0.784627
13,1.13314,-0.523185,0.995092,-3.61096,-0.0420313,0.782854
14,1.13754,-0.507905,0.96318,-3.55882,-0.0236995,0.747351
15,1.14053,-0.503408,0.953194,-3.50526,-0.0112497,0.69928
16,1.1407,-0.503992,0.954266,-3.49956,-0.0105036,0.693096
17,1.14172,-0.512519,0.969991,-3.45129,-0.00619276,0.637626
18,1.14193,-0.519036,0.982031,-3.42633,-0.00513654,0.607141
19,1.14232,-0.526769,0.994998,-3.39535,-0.00407119,0.57093
20,1.14271,-0.534501,1.00797,-3.36438,-0.00300583,0.534719
21,1.1431,-0.542234,1.02093,-3.3334,-0.00194048,0.498508
22,1.14349,-0.549967,1.0339,-3.30242,-0.000875124,0.462297
23,1.14388,-0.557699,1.04687,-3.27145,0.00019023,0.426087
24,1.14419,-0.563964,1.05737,-3.24635,0.00105331,0.396751
25,1.14391,-0.573698,1.07277,-3.21638,0.000766168,0.361117
26,1.14363,-0.583433,1.08817,-3.18642,0.000479023,0.325483
27,1.14335,-0.593168,1.10358,-3.15645,0.000191878,0.289849
28,1.14307,-0.602902,1.11898,-3.12648,-9.52671e-05,0.254216
29,1.14279,-0.612637,1.13438,-3.09651,-0.000382412,0.218582
30,1.14265,-0.61752,1.1421,-3.08148,-0.000526437,0.200709
31,1.14262,-0.628668,1.15729,-3.03969,-0.000469576,0.154877
32,1.14258,-0.639638,1.17161,-2.99744,-0.000416894,0.109282
33,1.14255,-0.650415,1.18504,-2.95476,-0.000368197,0.0639483
34,1.14252,-0.66098,1.1976,-2.9117,-0.000323233,0.0188989
35,1.1425,-0.67132,1.20927,-2.86829,-0.000281805,-0.0258487
36,1.14259,-0.680327,1.21736,-2.82284,-0.000458657,-0.0703849
37,1.14256,-0.690351,1.22747,-2.77804,-0.000417944,-0.115275
38,1.14254,-0.700077,1.23667,-2.73305,-0.000380046,-0.159737
39,1.14252,-0.709493,1.24495,-2.68789,-0.000344705,-0.203767
40,1.1425,-0.718589,1.25235,-2.64259,-0.000311671,-0.247364
41,1.14248,-0.727355,1.25888,-2.59719,-0.000280708,-0.290528
42,1.14246,-0.735779,1.26454,-2.5517,-0.000251593,-0.333257
43,1.14245,-0.743855,1.26937,-2.50616,-0.000224121,-0.375554
44,1.14244,-0.751573,1.27338,-2.46059,-0.000198102,-0.41742
45,1.14243,-0.758926,1.27659,-2.415,-0.000174158,-0.458853
46,1.14242,-0.764777,1.27867,-2.37699,-0.000154423,-0.49309
47,1.14242,-0.770384,1.28022,-2.33889,-0.000135341,-0.527142
48,1.14244,-0.775741,1.28126,-2.30072,-0.000120641,-0.561029
49,1.1451,-0.777441,1.27517,-2.25826,0.000107204,-0.595664
50,1.14258,-0.788091,1.28121,-2.20235,-6.40164e-05,-0.646987
51,1.14438,-0.790332,1.27612,-2.16076,2.71695e-05,-0.68122
52,1.14437,-0.796451,1.27404,-2.10301,1.52609e-05,-0.730772
53,1.14349,-0.803187,1.27323,-2.04652,-1.47967e-06,-0.779719
54,1.14348,-0.807949,1.26919,-1.99033,3.69795e-06,-0.827115
55,1.14256,-0.813431,1.26667,-1.93539,3.77916e-05,-0.874042
56,1.14241,-0.817252,1.26133,-1.88092,6.95313e-05,-0.919446
57,1.14522,-0.8151,1.2497,-1.84146,-9.74893e-05,-0.949334
58,1.14521,-0.818401,1.23994,-1.76789,-0.000135735,-1.00984
59,1.1452,-0.820666,1.22872,-1.69439,-0.000175101,-1.06986
60,1.14518,-0.821895,1.21609,-1.621,-0.000215969,-1.12938
61,1.14516,-0.822092,1.20211,-1.54778,-0.000258727,-1.18843
62,1.14514,-0.821264,1.18684,-1.47477,-0.000303765,-1.247
63,1.14512,-0.819422,1.17034,-1.40201,-0.000351484,-1.3051
64,1.14509,-0.816581,1.15266,-1.32954,-0.000402284,-1.36273
65,1.14506,-0.812758,1.13385,-1.25738,-0.000456566,-1.41991
66,1.14502,-0.807972,1.11396,-1.18556,-0.000514715,-1.47663
67,1.14498,-0.802246,1.09305,-1.1141,-0.000577089,-1.53289
68,1.14493,-0.795602,1.07115,-1.04303,-0.00064399,-1.58872
69,1.14488,-0.788065,1.04832,-0.972355,-0.000715637,-1.6441
70,1.14483,-0.779658,1.02459,-0.902084,-0.000792112,-1.69905
71,1.14477,-0.770407,1,-0.832222,-0.000873313,-1.75357
72,1.1447,-0.760334,0.974577,-0.762766,-0.000958879,-1.80767
73,1.14464,-0.749463,0.948345,-0.693707,-0.00104811,-1.86137
74,1.14457,-0.737814,0.921324,-0.625028,-0.00113991,-1.91468
75,1.1445,-0.725403,0.893525,-0.556705,-0.00123266,-1.96761
76,1.14442,-0.712234,0.864922,-0.488709,-0.00132943,-2.02017
77,1.14337,-0.701181,0.840561,-0.418133,0.000725692,-2.07744
78,1.1422,-0.698087,0.832806,-0.380933,0.00285593,-2.10992
79,1.14298,-0.684519,0.80586,-0.333104,0.000938359,-2.14437
80,1.14368,-0.672322,0.781905,-0.292937,-0.00105422,-2.17278
81,1.14517,-0.651355,0.741432,-0.233138,-0.00490222,-2.21313
82,1.14225,-0.658014,0.752984,-0.202082,0.00487072,-2.24908
83,1.13954,-0.661891,0.759353,-0.158254,0.0152906,-2.2954
84,1.13563,-0.675637,0.784331,-0.124762,0.0313082,-2.34013
85,1.13175,-0.698496,0.826302,-0.129464,0.047586,-2.35454
86,1.12794,-0.72477,0.874332,-0.149936,0.0642585,-2.35582
87,1.12421,-0.750701,0.921317,-0.170549,0.0813706,-2.35627
88,1.12058,-0.776228,0.967155,-0.19069,0.0989434,-2.35644
89,1.11707,-0.801396,1.01193,-0.210237,0.116998,-2.3565
90,1.11369,-0.826267,1.05577,-0.229182,0.135557,-2.35652
91,1.11046,-0.850898,1.09876,-0.247549,0.154643,-2.35652
92,1.1072,-0.875799,1.14133,-0.263106,0.174058,-2.35867
93,1.10223,-0.918912,1.21475,-0.293686,0.210479,-2.35841
94,1.09815,-0.960419,1.28411,-0.321749,0.247646,-2.35822
95,1.09502,-1.00058,1.34992,-0.347566,0.285639,-2.35808
96,1.09293,-1.03958,1.41257,-0.371336,0.324546,-2.35798
97,1.09195,-1.07757,1.47232,-0.393204,0.364461,-2.3579
98,1.0922,-1.11466,1.5294,-0.413302,0.405491,-2.35782
99,1.09431,-1.15025,1.58335,-0.432978,0.448261,-2.3555
