Waypoint,j0,j1,j2,j3,j4,j5
0,0.287918,-0.435111,0.447427,-3.15245,1.28646,0.785428
1,0.2878,-0.434307,0.44549,-3.15277,1.28657,0.785398
2,0.242381,-0.436928,0.45073,-3.1554,1.24942,0.785401
3,0.197957,-0.445144,0.466981,-3.16343,1.21349,0.785401
4,0.171811,-0.454744,0.485898,-3.17275,1.19275,0.7854
5,0.139635,-0.466558,0.509176,-3.18421,1.16721,0.785399
6,0.10746,-0.478373,0.532454,-3.19567,1.14168,0.785398
7,0.0767371,-0.497993,0.570725,-3.21433,1.11823,0.785398
8,0.0463997,-0.511219,0.596689,-3.22706,1.09439,0.785398
9,0.016466,-0.529391,0.63202,-3.24422,1.07157,0.785398
10,-0.0129132,-0.548246,0.66852,-3.26187,1.04942,0.785398
11,-0.0418282,-0.567631,0.705873,-3.27983,1.02786,0.785398
12,-0.0703545,-0.587433,0.743849,-3.29801,1.00684,0.785398
13,-0.0985562,-0.607571,0.782275,-3.3163,0.986318,0.785398
14,-0.126488,-0.627983,0.821026,-3.33463,0.966244,0.785398
15,-0.154198,-0.648626,0.860003,-3.35297,0.946594,0.785398
16,-0.181726,-0.669465,0.899136,-3.37126,0.92734,0.785398
17,-0.209111,-0.690477,0.938367,-3.38948,0.908464,0.785398
18,-0.236385,-0.711644,0.977654,-3.4076,0.889949,0.785398
19,-0.263579,-0.732954,1.01696,-3.4256,0.871784,0.785398
20,-0.29072,-0.754398,1.05627,-3.44346,0.85396,0.785398
21,-0.317835,-0.775973,1.09555,-3.46117,0.836469,0.785398
22,-0.344947,-0.797675,1.1348,-3.47871,0.819308,0.785398
23,-0.372081,-0.819505,1.17399,-3.49607,0.802476,0.785398
24,-0.39926,-0.841464,1.21311,-3.51324,0.785974,0.785398
25,-0.426505,-0.863555,1.25217,-3.5302,0.769803,0.785398
26,-0.45384,-0.885782,1.29114,-3.54695,0.753969,0.785398
27,-0.481287,-0.908153,1.33003,-3.56347,0.738478,0.785398
28,-0.508869,-0.930674,1.36883,-3.57974,0.72334,0.785398
29,-0.536609,-0.953354,1.40753,-3.59576,0.708563,0.785398
30,-0.564532,-0.976203,1.44613,-3.61152,0.694162,0.785398
31,-0.592663,-0.999231,1.48463,-3.62699,0.680152,0.785398
32,-0.62103,-1.02245,1.52301,-3.64216,0.666549,0.785397
33,-0.64979,-1.04577,1.56112,-3.65682,0.653499,0.786086
