Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,0.562134,-0.85139,1.17985,-3.47011,-0.512056,0.785443
2,0.556808,-0.879728,1.22871,-3.49058,-0.527297,0.785401
3,0.551441,-0.907363,1.27638,-3.51061,-0.542403,0.785398
4,0.545793,-0.935622,1.32448,-3.53045,-0.558327,0.785396
5,0.540546,-0.963626,1.37164,-3.54961,-0.574598,0.785396
6,0.535505,-0.991198,1.41749,-3.56788,-0.591085,0.785396
7,0.5307,-1.0184,1.46211,-3.58531,-0.607803,0.785396
8,0.526152,-1.04526,1.50559,-3.60191,-0.624756,0.785396
9,0.52188,-1.07182,1.54795,-3.61772,-0.64195,0.785397
10,0.517906,-1.0981,1.58924,-3.63274,-0.659391,0.785397
11,0.514251,-1.12411,1.6295,-3.64698,-0.677086,0.785397
12,0.510938,-1.14989,1.66874,-3.66044,-0.695043,0.785397
13,0.50799,-1.17544,1.70699,-3.67314,-0.713272,0.785397
14,0.505433,-1.20077,1.74426,-3.68508,-0.731783,0.785397
15,0.50329,-1.2259,1.78055,-3.69625,-0.750587,0.785397
16,0.500354,-1.27556,1.85026,-3.71629,-0.789126,0.785397
17,0.499402,-1.32444,1.91612,-3.73327,-0.829003,0.785397
18,0.500666,-1.37253,1.97813,-3.74718,-0.87035,0.785398
19,0.504391,-1.41977,2.03623,-3.75805,-0.913321,0.785398
20,0.510831,-1.46606,2.09039,-3.76592,-0.958089,0.785398
21,0.520249,-1.51126,2.14055,-3.77088,-1.00485,0.785398
22,0.532911,-1.55515,2.18666,-3.7731,-1.0538,0.785398
23,0.549077,-1.5975,2.2287,-3.77279,-1.10517,0.785398
24,0.568998,-1.638,2.26666,-3.77025,-1.15918,0.785398
25,0.592896,-1.67632,2.30056,-3.76583,-1.21604,0.785398
26,0.620954,-1.71207,2.33044,-3.75997,-1.27593,0.785398
27,0.653296,-1.74484,2.35639,-3.75314,-1.339,0.785398
28,0.689967,-1.77426,2.37852,-3.74585,-1.40533,0.785398
29,0.730911,-1.79995,2.39697,-3.73861,-1.4749,0.785398
30,0.77595,-1.8216,2.41189,-3.73188,-1.54758,0.785398
31,0.827674,-1.8364,2.42169,-3.72689,-1.62602,0.785398
32,0.879108,-1.85023,2.43075,-3.72211,-1.70349,0.785398
33,0.907296,-1.85433,2.43338,-3.72064,-1.74447,0.785398
34,0.935485,-1.85844,2.436,-3.71916,-1.78545,0.785398
35,0.943625,-1.85962,2.43676,-3.71873,-1.79729,0.785398
36,0.972447,-1.86083,2.43753,-3.71829,-1.83812,0.785398
37,1.00127,-1.86205,2.4383,-3.71784,-1.87895,0.785398
38,1.03009,-1.86326,2.43907,-3.7174,-1.91977,0.785398
39,1.05891,-1.86447,2.43984,-3.71696,-1.9606,0.785398
40,1.0635,-1.86467,2.43996,-3.71689,-1.9671,0.785398
41,1.09386,-1.86286,2.43882,-3.71756,-2.00928,0.785398
42,1.12466,-1.86009,2.43707,-3.71857,-2.05191,0.785398
43,1.15582,-1.85638,2.43472,-3.71993,-2.09492,0.785398
44,1.18728,-1.85176,2.43176,-3.7216,-2.13824,0.785398
45,1.21894,-1.84623,2.4282,-3.72356,-2.18181,0.785398
46,1.25073,-1.83983,2.42403,-3.72579,-2.22555,0.785398
47,1.28256,-1.83259,2.41925,-3.72826,-2.26938,0.785398
48,1.31435,-1.82453,2.41386,-3.73093,-2.31324,0.785398
49,1.34603,-1.81569,2.40786,-3.73377,-2.35705,0.785398
50,1.37752,-1.8061,2.40125,-3.73675,-2.40075,0.785398
51,1.40875,-1.79579,2.39403,-3.73983,-2.44427,0.785398
52,1.43964,-1.78481,2.38618,-3.74296,-2.48756,0.785398
53,1.47013,-1.77319,2.37772,-3.74612,-2.53054,0.785398
54,1.50017,-1.76095,2.36863,-3.74927,-2.57318,0.785398
55,1.52969,-1.74814,2.35891,-3.75236,-2.61541,0.785398
56,1.55866,-1.73479,2.34856,-3.75536,-2.6572,0.785398
57,1.58701,-1.72093,2.33758,-3.75824,-2.69851,0.785398
58,1.61225,-1.70599,2.32472,-3.76033,-2.73685,0.785394
59,1.64143,-1.69198,2.31384,-3.76345,-2.77913,0.785398
60,1.66623,-1.67649,2.30021,-3.76532,-2.81729,0.785392
61,1.69102,-1.661,2.28659,-3.7672,-2.85545,0.785385
62,1.71581,-1.64551,2.27297,-3.76907,-2.89361,0.785379
63,1.74041,-1.63014,2.25945,-3.77093,-2.93148,0.785372
