Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,1.06326,-0.992276,1.9896,-4.13893,-0.537206,0.785404
2,1.06211,-0.971107,1.94767,-4.11928,-0.502878,0.786503
3,1.06245,-0.949979,1.90362,-4.09633,-0.470153,0.786456
4,1.06376,-0.928495,1.85882,-4.073,-0.438534,0.786439
5,1.06593,-0.906613,1.81325,-4.04929,-0.407921,0.786427
6,1.06888,-0.884335,1.7669,-4.02521,-0.378226,0.786419
7,1.07253,-0.861659,1.71977,-4.00075,-0.349373,0.786415
8,1.07681,-0.838578,1.67184,-3.9759,-0.321292,0.786415
9,1.08167,-0.815081,1.62308,-3.95064,-0.293922,0.786421
10,1.08704,-0.791148,1.57346,-3.92496,-0.26721,0.786434
11,1.09289,-0.766759,1.52292,-3.89883,-0.241107,0.786453
12,1.10118,-0.734333,1.45374,-3.86094,-0.208196,0.78533
13,1.10989,-0.701364,1.38554,-3.82569,-0.17641,0.785309
14,1.11897,-0.667989,1.31654,-3.79001,-0.145934,0.78527
15,1.12829,-0.634315,1.24694,-3.75401,-0.116823,0.785191
16,1.13766,-0.600632,1.17734,-3.71791,-0.0892736,0.785003
17,1.1468,-0.567741,1.10939,-3.68232,-0.0638009,0.784475
18,1.15508,-0.537809,1.04757,-3.64867,-0.0416594,0.782713
19,1.16141,-0.522444,1.01523,-3.5969,-0.025113,0.74792
20,1.16616,-0.510545,0.990478,-3.55868,-0.012838,0.722555
21,1.16733,-0.514894,0.998567,-3.52593,-0.00962716,0.686066
22,1.16766,-0.516105,1.00082,-3.51682,-0.00873335,0.675908
23,1.16884,-0.525823,1.0187,-3.46702,-0.0054809,0.617954
24,1.16897,-0.530178,1.02635,-3.45091,-0.00514064,0.598548
25,1.16939,-0.537661,1.03972,-3.42034,-0.00402111,0.562089
26,1.1698,-0.545143,1.05309,-3.38977,-0.00290157,0.52563
27,1.16989,-0.546695,1.05586,-3.38343,-0.00266941,0.51807
28,1.17016,-0.555475,1.07002,-3.35051,-0.0021345,0.479772
29,1.17021,-0.563988,1.08527,-3.32093,-0.00175686,0.443449
30,1.17028,-0.573059,1.09893,-3.28832,-0.00164494,0.406251
31,1.17033,-0.581601,1.11388,-3.25848,-0.0013063,0.370012
32,1.17019,-0.59088,1.12687,-3.22564,-0.00145065,0.333448
33,1.17023,-0.599473,1.14155,-3.19557,-0.00116545,0.297299
34,1.17017,-0.60841,1.1548,-3.16329,-0.00109707,0.260707
35,1.17012,-0.617264,1.16753,-3.13072,-0.00103108,0.224263
36,1.17008,-0.626031,1.17973,-3.09787,-0.000967747,0.187975
37,1.17003,-0.634702,1.19141,-3.06476,-0.000907232,0.15185
38,1.16999,-0.643271,1.20257,-3.03138,-0.000849608,0.115891
39,1.16995,-0.651732,1.2132,-2.99776,-0.000794875,0.0801017
40,1.16991,-0.660079,1.22329,-2.9639,-0.000742983,0.0444853
41,1.16988,-0.668304,1.23287,-2.9298,-0.00069384,0.00904318
42,1.16985,-0.676401,1.24191,-2.89548,-0.00064733,-0.0262237
43,1.16981,-0.684366,1.25043,-2.86094,-0.000602436,-0.0613139
44,1.16979,-0.692359,1.25859,-2.82543,-0.000560232,-0.0969969
45,1.17018,-0.699569,1.26502,-2.78934,-0.00039699,-0.132312
46,1.17016,-0.707175,1.27203,-2.75377,-0.00036847,-0.16728
47,1.17057,-0.713993,1.27735,-2.71763,-0.000234735,-0.201915
48,1.17056,-0.721216,1.28327,-2.68196,-0.00021725,-0.236283
49,1.17102,-0.727605,1.28744,-2.6457,-0.000103745,-0.270333
50,1.17102,-0.734438,1.29232,-2.60989,-9.54258e-05,-0.30418
51,1.17101,-0.74109,1.29669,-2.57392,-8.76958e-05,-0.337876
52,1.1715,-0.746874,1.29931,-2.53738,-3.40074e-06,-0.371253
53,1.1715,-0.753116,1.30268,-2.50126,-3.08928e-06,-0.4045
54,1.1715,-0.759161,1.30556,-2.46499,-2.79209e-06,-0.437604
55,1.1715,-0.765004,1.30796,-2.42859,-2.64916e-06,-0.470565
56,1.17202,-0.769938,1.30862,-2.39169,4.91538e-05,-0.503186
57,1.17269,-0.774471,1.3085,-2.35472,0.000100329,-0.535501
58,1.16979,-0.787794,1.31699,-2.28881,-0.000117419,-0.596613
59,1.17323,-0.788505,1.30889,-2.2455,8.9984e-05,-0.631082
60,1.17021,-0.80003,1.31517,-2.18472,-4.55907e-05,-0.68664
61,1.17274,-0.801139,1.30807,-2.14319,2.7655e-05,-0.719937
62,1.17274,-0.807566,1.30511,-2.07966,6.99691e-06,-0.774079
63,1.17274,-0.81328,1.30091,-2.01583,-1.3511e-05,-0.827986
64,1.17274,-0.818261,1.29548,-1.95176,-3.40506e-05,-0.881656
65,1.17274,-0.822491,1.28885,-1.88747,-5.48009e-05,-0.935086
66,1.17273,-0.825955,1.28106,-1.82302,-7.59399e-05,-0.988276
67,1.17272,-0.828644,1.27212,-1.75844,-9.76464e-05,-1.04123
68,1.17272,-0.830547,1.26207,-1.69378,-0.000120102,-1.09394
69,1.17271,-0.83166,1.25095,-1.62906,-0.000143494,-1.14642
70,1.1727,-0.831979,1.23878,-1.56432,-0.000168012,-1.19867
71,1.17268,-0.831504,1.22559,-1.49959,-0.000193857,-1.25069
72,1.17267,-0.830235,1.21141,-1.43489,-0.000221232,-1.30248
73,1.17265,-0.828178,1.19629,-1.37026,-0.00025035,-1.35404
74,1.17263,-0.825336,1.18024,-1.30571,-0.000281425,-1.40539
75,1.17261,-0.82172,1.16331,-1.24126,-0.000314675,-1.45652
76,1.17259,-0.817336,1.14551,-1.17694,-0.000350309,-1.50743
77,1.17256,-0.812198,1.12689,-1.11277,-0.000388526,-1.55812
78,1.17253,-0.806317,1.10747,-1.04876,-0.000429498,-1.60859
79,1.1725,-0.799707,1.08729,-0.984933,-0.000473353,-1.65884
80,1.17247,-0.792383,1.06636,-0.921298,-0.000520156,-1.70887
81,1.17243,-0.784361,1.04472,-0.857873,-0.000569877,-1.75868
82,1.17239,-0.775658,1.02239,-0.794668,-0.000622358,-1.80826
83,1.17235,-0.766291,0.999406,-0.731697,-0.000677274,-1.85761
84,1.1723,-0.756277,0.975782,-0.668968,-0.000734092,-1.90673
85,1.17226,-0.745649,0.951574,-0.606489,-0.00079068,-1.95563
86,1.17267,-0.73334,0.924877,-0.544759,-0.00143686,-2.00297
87,1.1726,-0.721543,0.899555,-0.483079,-0.00153147,-2.05113
88,1.17293,-0.708131,0.871811,-0.422215,-0.00228137,-2.09766
89,1.17323,-0.694342,0.843857,-0.362504,-0.00308982,-2.1432
90,1.17388,-0.679337,0.814162,-0.305753,-0.00469487,-2.18527
91,1.17177,-0.679229,0.812972,-0.270069,0.000143698,-2.21987
92,1.16965,-0.679121,0.811781,-0.234385,0.00498227,-2.25447
93,1.16753,-0.679014,0.81059,-0.198701,0.00982084,-2.28907
94,1.16688,-0.67898,0.810224,-0.187753,0.0113054,-2.29969
95,1.15935,-0.705456,0.858671,-0.17523,0.0314721,-2.33418
96,1.15201,-0.730504,0.904631,-0.171618,0.0497959,-2.35871
97,1.14702,-0.753807,0.946866,-0.191647,0.0632057,-2.35761
98,1.14204,-0.776588,0.987818,-0.210164,0.0769092,-2.35727
99,1.13709,-0.799084,1.02793,-0.227999,0.0909159,-2.35705
100,1.13216,-0.821367,1.06734,-0.245272,0.105236,-2.3569
101,1.12727,-0.843487,1.10613,-0.262049,0.119879,-2.35679
102,1.12243,-0.865488,1.14437,-0.278376,0.134857,-2.35671
103,1.11765,-0.887406,1.18213,-0.294285,0.150183,-2.35664
104,1.11061,-0.920198,1.23798,-0.317413,0.173851,-2.35657
105,1.10377,-0.952967,1.29297,-0.3397,0.198378,-2.35651
106,1.09718,-0.985794,1.34723,-0.361173,0.223818,-2.35646
107,1.0909,-1.01875,1.40081,-0.381841,0.250232,-2.35643
108,1.085,-1.05189,1.45378,-0.401696,0.277688,-2.3564
109,1.07956,-1.08527,1.50615,-0.420716,0.306266,-2.35637
110,1.07465,-1.11894,1.55795,-0.438867,0.336053,-2.35635
111,1.07039,-1.15309,1.60926,-0.456338,0.367142,-2.35607
112,1.06765,-1.17922,1.64785,-0.468772,0.391753,-2.3561
113,1.06524,-1.20793,1.68945,-0.481656,0.419554,-2.3561
114,1.06376,-1.23206,1.72374,-0.49182,0.443571,-2.3561
115,1.06278,-1.25727,1.7589,-0.501775,0.46934,-2.35611
116,1.06244,-1.2836,1.79489,-0.511432,0.497051,-2.35611
117,1.06293,-1.31142,1.83236,-0.521299,0.52698,-2.35558
