Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,0.111247,-0.727206,1.15069,-3.56497,-0.0557485,0.785294
2,0.118008,-0.706592,1.11187,-3.54315,-0.042227,0.781678
3,0.124822,-0.686012,1.07273,-3.5204,-0.0288572,0.777491
4,0.130603,-0.675752,1.05272,-3.47582,-0.0174281,0.742663
5,0.133946,-0.673908,1.04853,-3.43684,-0.0108521,0.706018
6,0.135191,-0.679095,1.05743,-3.40253,-0.00820786,0.668002
7,0.136304,-0.685405,1.06802,-3.36651,-0.00590645,0.627701
8,0.137281,-0.697623,1.08822,-3.31215,-0.003832,0.565359
9,0.137791,-0.705075,1.09917,-3.27986,-0.00311205,0.529569
10,0.1383,-0.712527,1.11012,-3.24756,-0.00239209,0.493778
11,0.138809,-0.71998,1.12107,-3.21527,-0.00167214,0.457988
12,0.139318,-0.727432,1.13202,-3.18298,-0.000952189,0.422198
13,0.139827,-0.734885,1.14297,-3.15068,-0.000232236,0.386408
14,0.139864,-0.735418,1.14375,-3.14837,-0.000180734,0.383848
15,0.139967,-0.744101,1.15763,-3.11768,2.22377e-05,0.347953
16,0.140179,-0.75204,1.16732,-3.08434,0.000110597,0.312863
17,0.14039,-0.759978,1.177,-3.05099,0.000198956,0.277773
18,0.140298,-0.768993,1.19084,-3.02008,0.000228455,0.242032
19,0.140575,-0.776691,1.19962,-2.98624,0.000329415,0.207119
20,0.140318,-0.785517,1.21123,-2.95389,0.000201481,0.171982
21,0.140797,-0.792775,1.21892,-2.91956,0.000388922,0.137213
22,0.141275,-0.800033,1.22661,-2.88522,0.000576364,0.102444
23,0.141583,-0.804689,1.23155,-2.86319,0.000696611,0.0801397
24,0.141615,-0.812597,1.2398,-2.82845,0.000651477,0.0450574
25,0.14117,-0.82108,1.24882,-2.79416,0.000437917,0.0102283
26,0.14119,-0.828608,1.25594,-2.75936,0.000409277,-0.0241577
27,0.140715,-0.836723,1.26385,-2.72495,0.000232041,-0.0583743
