Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,0.367852,-0.81812,0.769998,0.0480178,-0.422522,-2.3561
2,0.380768,-0.792782,0.724287,0.068518,-0.431272,-2.35621
3,0.394846,-0.766145,0.677061,0.0891079,-0.441138,-2.35622
4,0.406933,-0.74222,0.634153,0.108092,-0.449697,-2.35622
5,0.419059,-0.717002,0.588426,0.128601,-0.458363,-2.35622
6,0.428888,-0.695451,0.548943,0.146534,-0.465446,-2.35622
7,0.438967,-0.672051,0.505649,0.16643,-0.472762,-2.35622
8,0.447712,-0.650396,0.465191,0.185236,-0.479152,-2.35622
9,0.457123,-0.625018,0.417251,0.207795,-0.486075,-2.35622
10,0.464497,-0.603449,0.37612,0.227359,-0.491527,-2.35622
11,0.471063,-0.58237,0.335554,0.24685,-0.496403,-2.35622
12,0.476786,-0.561951,0.295902,0.266089,-0.500668,-2.35623
13,0.487069,-0.524292,0.222369,0.301961,-0.508111,-2.35625
14,0.487808,-0.504518,0.181555,0.322992,-0.508705,-2.35624
15,0.490942,-0.482602,0.13761,0.345027,-0.511305,-2.35622
16,0.493655,-0.458272,0.0882498,0.370094,-0.513322,-2.35626
17,0.494828,-0.438403,0.0474292,0.390991,-0.514256,-2.35621
18,0.496002,-0.418534,0.00660865,0.411887,-0.515191,-2.35616
19,0.497175,-0.398666,-0.0342119,0.432784,-0.516125,-2.35611
20,0.497471,-0.393642,-0.0445326,0.438067,-0.516361,-2.3561
21,0.495492,-0.373521,-0.0874281,0.460923,-0.514789,-2.35617
22,0.493454,-0.353287,-0.130592,0.483844,-0.51325,-2.35616
23,0.488616,-0.324752,-0.192455,0.517187,-0.509587,-2.35618
24,0.483367,-0.296934,-0.253045,0.550048,-0.50629,-2.35631
25,0.472617,-0.262312,-0.33071,0.593076,-0.498228,-2.35628
26,0.462324,-0.231315,-0.400898,0.631861,-0.489599,-2.3558
27,0.447984,-0.200724,-0.472417,0.672785,-0.479018,-2.3558
28,0.433474,-0.173913,-0.536402,0.709954,-0.46842,-2.35579
29,0.418792,-0.149807,-0.59511,0.744548,-0.457809,-2.35579
30,0.403934,-0.127764,-0.649888,0.777277,-0.44719,-2.35578
31,0.388889,-0.107461,-0.70145,0.808544,-0.436576,-2.35579
32,0.373442,-0.0899616,-0.747488,0.837447,-0.42619,-2.35619
