Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,-0.0354626,-0.809292,1.14138,-0.330292,-0.0987661,-2.358
2,-0.0425893,-0.832304,1.1829,-0.349675,-0.0829499,-2.35712
3,-0.0498862,-0.856215,1.22507,-0.370298,-0.0660186,-2.35475
4,-0.0576926,-0.881696,1.26972,-0.390991,-0.0474632,-2.35322
5,-0.0647573,-0.90559,1.31118,-0.413154,-0.0301593,-2.34863
6,-0.0687178,-0.924221,1.34335,-0.453073,-0.0199817,-2.32225
7,-0.0710167,-0.939753,1.37038,-0.502311,-0.0136653,-2.28451
8,-0.0729665,-0.953894,1.39535,-0.551995,-0.00840194,-2.24566
9,-0.0741839,-0.967111,1.42049,-0.618017,-0.00557634,-2.19155
10,-0.0752874,-0.980991,1.44666,-0.687799,-0.00275843,-2.13406
11,-0.0760085,-0.987506,1.45994,-0.724772,-0.00163008,-2.10386
12,-0.0767297,-0.99402,1.47322,-0.761745,-0.000501721,-2.07365
13,-0.0774509,-1.00053,1.48651,-0.798719,0.000626634,-2.04345
14,-0.0781721,-1.00705,1.49979,-0.835692,0.00175499,-2.01324
15,-0.0780743,-1.00859,1.50201,-0.843179,0.00164427,-2.00644
16,-0.0781238,-1.01636,1.52259,-0.918231,0.00144773,-1.9442
17,-0.0780272,-1.01757,1.52658,-0.934245,0.0013118,-1.93096
18,-0.0780309,-1.02285,1.53712,-0.971137,0.00112732,-1.89933
19,-0.078086,-1.02673,1.54754,-1.00943,0.00106051,-1.86758
20,-0.0781385,-1.03039,1.55783,-1.04776,0.000996573,-1.83588
21,-0.0781883,-1.0338,1.56796,-1.08613,0.000935656,-1.80423
22,-0.0782352,-1.03696,1.57793,-1.12454,0.000877817,-1.77263
23,-0.0782794,-1.03988,1.58775,-1.16298,0.000823048,-1.74108
24,-0.0783208,-1.04255,1.59739,-1.20145,0.000771287,-1.70958
25,-0.0783595,-1.04496,1.60685,-1.23995,0.000722437,-1.67813
26,-0.0783957,-1.04711,1.61612,-1.27849,0.000676373,-1.64672
27,-0.0784301,-1.04901,1.6252,-1.31704,0.000632639,-1.61535
28,-0.0784619,-1.05066,1.6342,-1.35613,0.000591196,-1.5836
29,-0.0784914,-1.05203,1.64298,-1.39523,0.000552175,-1.55191
30,-0.0785187,-1.05314,1.65154,-1.43434,0.000515411,-1.52025
31,-0.0785441,-1.05397,1.65987,-1.47345,0.000480744,-1.48865
32,-0.0785675,-1.05452,1.66796,-1.51256,0.000448018,-1.45707
33,-0.0785892,-1.0548,1.67581,-1.55167,0.000417084,-1.42554
34,-0.0786092,-1.0548,1.68341,-1.59078,0.0003878,-1.39403
35,-0.0786277,-1.05453,1.69076,-1.62988,0.000360034,-1.36255
36,-0.0786447,-1.05398,1.69785,-1.66897,0.000333658,-1.3311
37,-0.0786603,-1.05315,1.70467,-1.70805,0.000308554,-1.29967
38,-0.0786746,-1.05205,1.71122,-1.74711,0.000284611,-1.26826
39,-0.0786877,-1.05068,1.7175,-1.78615,0.000261724,-1.23686
40,-0.0786996,-1.04904,1.72348,-1.82517,0.000239796,-1.20547
41,-0.0787105,-1.04713,1.72918,-1.86415,0.000218735,-1.17409
42,-0.0787203,-1.04495,1.73459,-1.90311,0.000198453,-1.14272
43,-0.0787291,-1.04252,1.73969,-1.94202,0.000178871,-1.11135
44,-0.078737,-1.03982,1.74449,-1.98089,0.000159911,-1.07998
45,-0.078744,-1.03687,1.74898,-2.0197,0.0001415,-1.0486
46,-0.0787501,-1.03366,1.75315,-2.05846,0.000123568,-1.01722
47,-0.0787553,-1.03021,1.75701,-2.09716,0.00010605,-0.985831
48,-0.0787598,-1.02652,1.76054,-2.13579,8.88815e-05,-0.954426
49,-0.0787634,-1.02259,1.76374,-2.17434,7.20011e-05,-0.923004
50,-0.0787663,-1.01843,1.76661,-2.21282,5.53491e-05,-0.891563
51,-0.0787684,-1.01405,1.76915,-2.2512,3.88672e-05,-0.860099
52,-0.0787698,-1.00944,1.77135,-2.28949,2.24982e-05,-0.828609
53,-0.0787704,-1.00462,1.7732,-2.32768,6.18056e-06,-0.79709
54,-0.0787718,-0.999611,1.7747,-2.36575,-1.01012e-05,-0.76553
55,-0.0787706,-0.992917,1.77612,-2.41417,-3.10612e-05,-0.725228
56,-0.0769958,-0.981943,1.77455,-2.47955,-4.12959e-05,-0.669266
57,-0.0755248,-0.970239,1.77127,-2.54092,4.8923e-05,-0.616316
58,-0.0765945,-0.960703,1.77208,-2.60648,2.78467e-06,-0.561098
59,-0.0776745,-0.951191,1.77199,-2.66902,-7.65381e-05,-0.507985
60,-0.0786753,-0.941459,1.77083,-2.72976,-0.000181187,-0.455812
61,-0.07866,-0.930852,1.76702,-2.78694,-0.000213153,-0.405436
62,-0.0785589,-0.920027,1.76237,-2.84366,-0.000294237,-0.354949
63,-0.07714,-0.910482,1.75556,-2.88376,-9.74384e-05,-0.317582
64,-0.0757473,-0.896158,1.74552,-2.94667,0.000148025,-0.258966
65,-0.0757612,-0.884383,1.73803,-3.0038,0.000169834,-0.206116
66,-0.0757771,-0.872526,1.72966,-3.06015,0.000193606,-0.153242
67,-0.0757952,-0.860629,1.72043,-3.1157,0.000219612,-0.100355
68,-0.0758159,-0.848731,1.71038,-3.17044,0.000248141,-0.0474622
69,-0.0758375,-0.836867,1.69953,-3.22434,0.00027717,0.00542296
70,-0.0786545,-0.826897,1.69295,-3.2859,-0.000768803,0.0636455
71,-0.0785832,-0.815082,1.68041,-3.33864,-0.00085977,0.117118
72,-0.0785033,-0.803375,1.66713,-3.39067,-0.000960127,0.170724
73,-0.0784144,-0.791803,1.65314,-3.44201,-0.00107045,0.224479
74,-0.0783163,-0.780384,1.63846,-3.49269,-0.00119096,0.278414
75,-0.0782092,-0.769136,1.62313,-3.54277,-0.00132137,0.332579
76,-0.0780942,-0.758065,1.60714,-3.59233,-0.00146053,0.387056
77,-0.0774071,-0.746191,1.58848,-3.64098,-0.00095525,0.442502
78,-0.0761662,-0.732458,1.56519,-3.6921,0.000619141,0.50317
79,-0.0750437,-0.718399,1.54,-3.74409,0.0027194,0.566296
80,-0.0739483,-0.705177,1.51525,-3.79286,0.00505311,0.626581
81,-0.0758181,-0.700628,1.50736,-3.83898,0.00119737,0.676038
82,-0.0783044,-0.698241,1.5035,-3.88782,-0.00502524,0.726357
83,-0.0823015,-0.703039,1.51458,-3.92698,-0.0157293,0.759235
84,-0.0887501,-0.71742,1.54639,-3.958,-0.0334953,0.772815
85,-0.0952663,-0.733592,1.5822,-3.98231,-0.0521599,0.777488
86,-0.101828,-0.750508,1.61981,-4.00529,-0.0718052,0.779768
87,-0.108402,-0.767937,1.65875,-4.02813,-0.0925084,0.7811
88,-0.114946,-0.785795,1.69886,-4.05126,-0.114352,0.781968
89,-0.120608,-0.801737,1.73488,-4.07188,-0.134474,0.782509
90,-0.126166,-0.817952,1.77174,-4.09294,-0.155609,0.782921
91,-0.131569,-0.83442,1.80942,-4.11449,-0.177836,0.783245
92,-0.136755,-0.85112,1.84793,-4.13656,-0.201246,0.783504
93,-0.141904,-0.867921,1.88682,-4.16016,-0.22568,0.785046
94,-0.146015,-0.883372,1.92308,-4.181,-0.249177,0.785083
95,-0.149737,-0.898918,1.95991,-4.20232,-0.273884,0.785112
96,-0.152868,-0.913949,1.99591,-4.22332,-0.298924,0.785134
97,-0.155483,-0.929167,2.0328,-4.24501,-0.325595,0.78515
98,-0.157416,-0.944271,2.06991,-4.26703,-0.353582,0.785163
99,-0.158535,-0.958951,2.10653,-4.28899,-0.382472,0.785172
100,-0.158754,-0.972904,2.14193,-4.31044,-0.411755,0.785177
101,-0.158268,-0.986066,2.17603,-4.3311,-0.440616,0.784724
