Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,-0.0686153,-0.571089,0.818967,-3.39168,0.127743,0.787593
2,-0.0750717,-0.596176,0.867607,-3.41574,0.115102,0.788125
3,-0.0825135,-0.621094,0.914572,-3.43666,0.101815,0.787004
4,-0.0892743,-0.644438,0.959422,-3.45586,0.0873612,0.784676
5,-0.0955546,-0.665504,0.999599,-3.47464,0.074573,0.784352
6,-0.106931,-0.702744,1.07004,-3.50772,0.050964,0.784234
7,-0.1119,-0.723425,1.10855,-3.50468,0.0400397,0.763361
8,-0.120269,-0.753848,1.16559,-3.51566,0.0219359,0.74773
9,-0.124057,-0.774021,1.20278,-3.49725,0.0133138,0.712295
10,-0.125987,-0.788188,1.22806,-3.47256,0.00883354,0.676492
11,-0.127027,-0.801653,1.25127,-3.43761,0.00620988,0.631801
12,-0.128006,-0.818667,1.27937,-3.38714,0.00380666,0.570243
13,-0.128581,-0.828072,1.29336,-3.35624,0.0029759,0.534752
14,-0.129156,-0.837478,1.30735,-3.32533,0.00214514,0.499261
15,-0.129731,-0.846883,1.32134,-3.29442,0.00131437,0.46377
16,-0.130306,-0.856289,1.33533,-3.26352,0.000483613,0.428279
17,-0.130881,-0.865694,1.34933,-3.23261,-0.000347149,0.392788
18,-0.131208,-0.871036,1.35727,-3.21506,-0.000818936,0.372632
19,-0.131246,-0.879087,1.36762,-3.18196,-0.000771105,0.337233
20,-0.131283,-0.8871,1.37754,-3.14861,-0.00072475,0.301975
21,-0.131319,-0.895066,1.38705,-3.11504,-0.000680171,0.266864
22,-0.131353,-0.902977,1.39612,-3.08124,-0.000637561,0.231902
23,-0.131384,-0.910824,1.40476,-3.04723,-0.000597029,0.197092
24,-0.131414,-0.9186,1.41297,-3.013,-0.000558615,0.162435
25,-0.131442,-0.926298,1.42074,-2.97857,-0.000522308,0.127933
26,-0.131469,-0.933908,1.42807,-2.94395,-0.00048806,0.0935864
27,-0.131493,-0.941423,1.43496,-2.90913,-0.000455796,0.059395
28,-0.131516,-0.948835,1.44141,-2.87413,-0.000425422,0.025359
29,-0.131537,-0.956137,1.44741,-2.83895,-0.000396835,-0.00852228
30,-0.131556,-0.96332,1.45297,-2.8036,-0.000369925,-0.0422495
31,-0.131574,-0.970378,1.45809,-2.76808,-0.000344579,-0.0758235
32,-0.131591,-0.977303,1.46277,-2.73242,-0.000320687,-0.109246
33,-0.131606,-0.984086,1.46701,-2.6966,-0.000298138,-0.142517
34,-0.13162,-0.990722,1.47081,-2.66064,-0.00027683,-0.17564
35,-0.131633,-0.997203,1.47418,-2.62455,-0.000256661,-0.208615
36,-0.131645,-1.00352,1.47711,-2.58834,-0.000237537,-0.241444
37,-0.131655,-1.00967,1.47961,-2.552,-0.000219369,-0.27413
38,-0.131665,-1.01565,1.48169,-2.51556,-0.000202072,-0.306675
39,-0.131674,-1.02144,1.48334,-2.47902,-0.000185569,-0.33908
40,-0.131683,-1.02704,1.48457,-2.44238,-0.000169785,-0.371347
41,-0.13169,-1.03246,1.48539,-2.40565,-0.000154652,-0.40348
42,-0.131697,-1.03767,1.4858,-2.36885,-0.000140106,-0.43548
43,-0.131708,-1.04747,1.48541,-2.29503,-0.000112535,-0.499093
44,-0.131717,-1.05642,1.48343,-2.22099,-8.66364e-05,-0.562205
45,-0.131709,-1.0648,1.48038,-2.14698,-4.69331e-05,-0.625026
46,-0.131717,-1.06879,1.47783,-2.10663,-3.30088e-05,-0.658832
47,-0.131676,-1.07218,1.47443,-2.0661,-3.86889e-05,-0.692403
48,-0.128255,-1.07376,1.46159,-1.99274,2.25406e-05,-0.751278
49,-0.128254,-1.07694,1.45704,-1.94852,3.60063e-06,-0.787775
50,-0.129419,-1.08134,1.45422,-1.90412,-5.97587e-06,-0.824955
51,-0.129419,-1.08374,1.44891,-1.86152,-1.30874e-05,-0.859847
52,-0.12942,-1.08583,1.44312,-1.81851,-2.02995e-05,-0.894968
53,-0.129421,-1.08761,1.43684,-1.7751,-2.76477e-05,-0.930316
54,-0.129423,-1.08906,1.43006,-1.7313,-3.51696e-05,-0.965889
55,-0.129425,-1.09017,1.42279,-1.68712,-4.29052e-05,-1.00169
56,-0.129427,-1.09093,1.41502,-1.64257,-5.0897e-05,-1.03771
57,-0.129431,-1.09133,1.40675,-1.59766,-5.91907e-05,-1.07396
58,-0.129434,-1.09136,1.39799,-1.55239,-6.78354e-05,-1.11043
59,-0.129438,-1.09102,1.38873,-1.50678,-7.68838e-05,-1.14712
60,-0.129443,-1.09029,1.37898,-1.46084,-8.63933e-05,-1.18404
61,-0.129449,-1.08917,1.36874,-1.41458,-9.64257e-05,-1.22118
62,-0.129455,-1.08765,1.35801,-1.368,-0.000107048,-1.25855
63,-0.129462,-1.08573,1.34679,-1.32111,-0.000118335,-1.29615
64,-0.129469,-1.08339,1.33509,-1.27392,-0.000130364,-1.33397
65,-0.129478,-1.08064,1.32291,-1.22644,-0.000143222,-1.37202
66,-0.129487,-1.07747,1.31025,-1.17868,-0.000157002,-1.4103
67,-0.129498,-1.07388,1.29713,-1.13064,-0.000171806,-1.44881
68,-0.129509,-1.06985,1.28354,-1.08232,-0.000187739,-1.48756
69,-0.129522,-1.0654,1.2695,-1.03375,-0.000204918,-1.52653
70,-0.129536,-1.06053,1.255,-0.984919,-0.000223461,-1.56575
71,-0.129551,-1.05521,1.24006,-0.935839,-0.000243492,-1.6052
72,-0.129568,-1.04947,1.22468,-0.886514,-0.000265134,-1.64489
73,-0.129587,-1.0433,1.20888,-0.836952,-0.000288505,-1.68482
74,-0.129607,-1.0367,1.19266,-0.78716,-0.000313714,-1.72499
75,-0.129628,-1.02967,1.17603,-0.737143,-0.000340845,-1.7654
76,-0.129652,-1.02222,1.159,-0.686908,-0.00036995,-1.80606
77,-0.129677,-1.01435,1.14158,-0.636462,-0.00040103,-1.84696
78,-0.129704,-1.00607,1.12379,-0.585811,-0.000434009,-1.8881
