Waypoint,j0,j1,j2,j3,j4,j5
0,-0.883229,-2.82543,-0.372451,0.0523393,2.85445,0.782483
1,-0.883909,-2.81156,-0.400826,0.0707915,2.84861,0.785392
2,-0.884831,-2.79128,-0.44158,0.0891545,2.84061,0.783837
3,-0.885757,-2.77156,-0.481503,0.110415,2.83262,0.78462
4,-0.887503,-2.73602,-0.552907,0.146626,2.81599,0.784873
5,-0.889179,-2.70214,-0.620651,0.18065,2.79818,0.784996
6,-0.890136,-2.68229,-0.660605,0.201305,2.78912,0.7854
7,-0.891684,-2.64995,-0.724851,0.233209,2.76985,0.7854
8,-0.893074,-2.61845,-0.787126,0.263985,2.74941,0.785399
9,-0.894081,-2.58777,-0.847517,0.293696,2.72821,0.785404
10,-0.894974,-2.55933,-0.903189,0.320933,2.70684,0.785402
11,-0.895582,-2.53215,-0.956171,0.34673,2.68516,0.785401
12,-0.895897,-2.50605,-1.0068,0.371262,2.66316,0.7854
13,-0.895904,-2.4809,-1.05537,0.394682,2.64086,0.785399
14,-0.895591,-2.45659,-1.10211,0.417108,2.61825,0.785399
15,-0.894945,-2.43301,-1.14722,0.438637,2.59532,0.785399
16,-0.893952,-2.4101,-1.19083,0.459347,2.57208,0.785398
17,-0.8926,-2.38781,-1.23309,0.479303,2.54853,0.785398
18,-0.890876,-2.36606,-1.27409,0.498558,2.52465,0.785398
19,-0.888766,-2.34484,-1.31391,0.517157,2.50044,0.785398
20,-0.886257,-2.32409,-1.35265,0.535138,2.47589,0.785398
21,-0.883336,-2.30378,-1.39035,0.552533,2.451,0.785398
22,-0.879989,-2.28389,-1.42707,0.569371,2.42576,0.785398
23,-0.876203,-2.2644,-1.46287,0.585675,2.40016,0.785398
24,-0.871965,-2.24529,-1.49777,0.601465,2.3742,0.785398
25,-0.86726,-2.22653,-1.53182,0.616759,2.34785,0.785398
26,-0.862075,-2.20811,-1.56505,0.631572,2.32111,0.785398
27,-0.85021,-2.17226,-1.62914,0.659809,2.26644,0.785398
28,-0.836258,-2.13765,-1.69021,0.686263,2.21008,0.785398
29,-0.820109,-2.10421,-1.74839,0.711002,2.15193,0.785398
30,-0.801655,-2.0719,-1.80377,0.734076,2.09191,0.785398
31,-0.78079,-2.04071,-1.85641,0.755528,2.0299,0.785398
32,-0.757416,-2.01063,-1.90635,0.775389,1.96581,0.785398
33,-0.731443,-1.98167,-1.95361,0.793688,1.89953,0.785398
34,-0.702793,-1.95386,-1.99819,0.810451,1.83097,0.785398
35,-0.671409,-1.92723,-2.04006,0.825701,1.76005,0.785398
36,-0.637254,-1.90187,-2.07919,0.839466,1.6867,0.785398
37,-0.600324,-1.87785,-2.11552,0.851777,1.61088,0.785398
38,-0.560653,-1.85527,-2.14899,0.862668,1.53258,0.785398
39,-0.539812,-1.84457,-2.16462,0.867594,1.49251,0.785398
40,-0.51832,-1.83428,-2.17949,0.872181,1.45184,0.785398
41,-0.496196,-1.82443,-2.1936,0.876437,1.41057,0.785398
42,-0.473463,-1.81503,-2.20693,0.880366,1.36872,0.785398
43,-0.450148,-1.80611,-2.21946,0.883977,1.32632,0.785398
44,-0.426282,-1.79769,-2.23118,0.887278,1.28337,0.785398
45,-0.401903,-1.7898,-2.24207,0.890275,1.23992,0.785398
46,-0.377051,-1.78247,-2.2521,0.892977,1.19599,0.785398
47,-0.351772,-1.77571,-2.26127,0.895391,1.15162,0.785398
48,-0.326118,-1.76957,-2.26955,0.897525,1.10684,0.785398
49,-0.300145,-1.76407,-2.27691,0.899387,1.06171,0.785398
50,-0.273912,-1.75924,-2.28334,0.900983,1.01627,0.785398
51,-0.247486,-1.7551,-2.28881,0.90232,0.970581,0.785398
52,-0.220935,-1.75169,-2.29331,0.903402,0.924693,0.785398
53,-0.194331,-1.74902,-2.2968,0.904232,0.878671,0.785398
54,-0.167751,-1.74713,-2.29927,0.904813,0.832577,0.785398
55,-0.141272,-1.74604,-2.30069,0.905146,0.786478,0.785398
56,-0.114973,-1.74577,-2.30105,0.905227,0.740441,0.785398
57,-0.0889346,-1.74633,-2.30031,0.905052,0.694534,0.785398
58,-0.0632367,-1.74774,-2.29846,0.904617,0.648827,0.785398
59,-0.0379582,-1.75002,-2.29549,0.90391,0.603389,0.785398
60,-0.0147282,-1.75474,-2.28925,0.902402,0.559836,0.785398
61,0.0108311,-1.75712,-2.28612,0.901652,0.513956,0.785398
62,0.0336439,-1.76273,-2.27871,0.899857,0.470482,0.785398
63,0.0564567,-1.76835,-2.27131,0.898062,0.427009,0.785398
64,0.0770761,-1.77342,-2.26461,0.896439,0.387715,0.785398
65,0.0987088,-1.78085,-2.25457,0.893821,0.344569,0.785398
66,0.138454,-1.79771,-2.23089,0.885857,0.261357,0.786077
