Waypoint,j0,j1,j2,j3,j4,j5
0,1.65189,-0.891347,1.42104,-3.66391,0.0999859,0.777528
1,1.63313,-0.929648,1.48893,-3.7,0.073593,0.784522
2,1.61396,-0.968389,1.5568,-3.72935,0.045416,0.784746
3,1.59508,-1.00752,1.62427,-3.75538,0.0177062,0.782438
4,1.58379,-1.03113,1.6643,-3.76701,0.00130005,0.777642
5,1.57278,-1.05357,1.70205,-3.78467,-0.0153176,0.779996
6,1.56189,-1.07585,1.73909,-3.80245,-0.0319695,0.78301
7,1.55116,-1.09834,1.77605,-3.81842,-0.0486544,0.784513
8,1.54057,-1.12096,1.81275,-3.83303,-0.0653746,0.785042
9,1.53016,-1.14362,1.84903,-3.84681,-0.0821326,0.785214
10,1.50987,-1.18895,1.92003,-3.87259,-0.115767,0.785312
11,1.49042,-1.23433,1.98887,-3.89608,-0.149568,0.785346
12,1.47193,-1.27983,2.05546,-3.91719,-0.183554,0.785363
13,1.45439,-1.32594,2.12027,-3.93589,-0.218059,0.785373
14,1.43814,-1.37239,2.18263,-3.95182,-0.252863,0.785379
15,1.42335,-1.41924,2.24239,-3.96473,-0.288026,0.785384
16,1.41023,-1.46656,2.29939,-3.97441,-0.323637,0.785387
17,1.39903,-1.51442,2.35346,-3.98062,-0.359817,0.78539
18,1.39001,-1.56283,2.40441,-3.98316,-0.396723,0.785392
19,1.38347,-1.61179,2.45207,-3.98186,-0.434558,0.785393
20,1.37974,-1.66124,2.49627,-3.97662,-0.473581,0.785395
21,1.37922,-1.71102,2.53686,-3.96744,-0.514113,0.785396
22,1.38235,-1.76084,2.57371,-3.95446,-0.556545,0.785397
23,1.38962,-1.81029,2.6067,-3.93801,-0.601339,0.785398
24,1.40158,-1.85872,2.63577,-3.91865,-0.64902,0.785398
25,1.4188,-1.90529,2.66091,-3.89721,-0.700156,0.785399
26,1.44183,-1.94899,2.68216,-3.87476,-0.755305,0.785399
27,1.47113,-1.98862,2.69961,-3.85259,-0.814937,0.785399
28,1.51417,-2.01871,2.71145,-3.83433,-0.886518,0.785399
29,1.55532,-2.04785,2.72264,-3.81638,-0.954842,0.785399
30,1.60262,-2.06957,2.73039,-3.80242,-1.0273,0.785399
31,1.631,-2.07586,2.73253,-3.79827,-1.06772,0.785399
32,1.64054,-2.07797,2.73325,-3.79688,-1.0813,0.785399
33,1.66918,-2.08345,2.7351,-3.79324,-1.12171,0.785399
34,1.67105,-2.08381,2.73522,-3.79301,-1.12434,0.785399
35,1.7003,-2.08711,2.73631,-3.79079,-1.16468,0.785399
36,1.72281,-2.08966,2.73715,-3.78909,-1.19571,0.785399
37,1.7527,-2.09005,2.73727,-3.78881,-1.23578,0.785399
38,1.7826,-2.09044,2.73738,-3.78853,-1.27586,0.785399
39,1.81249,-2.09083,2.7375,-3.78826,-1.31593,0.785399
40,1.82417,-2.09099,2.73754,-3.78815,-1.33158,0.785398
41,1.85458,-2.08645,2.73602,-3.79116,-1.37086,0.785398
42,1.885,-2.08192,2.7345,-3.79417,-1.41014,0.785398
43,1.91542,-2.07739,2.73298,-3.79718,-1.44942,0.785398
44,1.94584,-2.07285,2.73145,-3.8002,-1.4887,0.785398
45,1.97625,-2.06832,2.72993,-3.80321,-1.52797,0.785398
46,2.00667,-2.06378,2.72841,-3.80622,-1.56725,0.785398
47,2.01054,-2.06321,2.72822,-3.8066,-1.57225,0.785398
48,2.04548,-2.05472,2.72522,-3.81209,-1.61678,0.785398
49,2.08076,-2.04542,2.72186,-3.81803,-1.6617,0.785398
50,2.11628,-2.03538,2.71814,-3.82436,-1.70692,0.785398
51,2.15194,-2.02464,2.71407,-3.83102,-1.75235,0.785398
52,2.18662,-2.01359,2.70976,-3.83776,-1.79657,0.785398
53,2.22119,-2.00202,2.70513,-3.8447,-1.84077,0.785398
54,2.25563,-1.98996,2.70015,-3.85178,-1.88492,0.785398
55,2.28985,-1.97744,2.69483,-3.85898,-1.92894,0.785398
56,2.32379,-1.96452,2.68917,-3.86624,-1.97277,0.785398
57,2.35738,-1.95124,2.68317,-3.87352,-2.01636,0.785398
58,2.39057,-1.93763,2.67682,-3.88078,-2.05964,0.785398
59,2.42328,-1.92373,2.67012,-3.88798,-2.10257,0.785398
60,2.45548,-1.90957,2.66307,-3.89509,-2.1451,0.785398
61,2.48711,-1.8952,2.65567,-3.90206,-2.1872,0.785398
62,2.51441,-1.8807,2.64701,-3.90791,-2.22508,0.78539
63,2.54811,-1.86611,2.63993,-3.91541,-2.26936,0.785398
64,2.57513,-1.85127,2.63083,-3.92116,-2.30722,0.785387
65,2.60643,-1.83646,2.62279,-3.92792,-2.34937,0.785398
66,2.63317,-1.82127,2.61325,-3.93359,-2.3872,0.785382
67,2.65991,-1.80608,2.60372,-3.93926,-2.42504,0.785366
68,2.68664,-1.79088,2.59418,-3.94493,-2.46287,0.785349
69,2.71338,-1.77569,2.58465,-3.95061,-2.5007,0.785333
70,2.73177,-1.76524,2.57809,-3.95451,-2.52673,0.785322
71,2.77798,-1.73745,2.55658,-3.95934,-2.5967,0.786733
