Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,0.550715,-0.719894,1.09253,-3.51423,-0.495538,0.785399
2,0.549562,-0.740508,1.13095,-3.53204,-0.512293,0.785399
3,0.548408,-0.761122,1.16937,-3.54984,-0.529048,0.785399
4,0.548121,-0.766262,1.17895,-3.55428,-0.533226,0.785399
5,0.547778,-0.786879,1.21656,-3.57138,-0.552398,0.785508
6,0.547435,-0.807496,1.25418,-3.58848,-0.57157,0.785618
7,0.547092,-0.828112,1.29179,-3.60558,-0.590742,0.785728
8,0.546749,-0.848729,1.32941,-3.62268,-0.609914,0.785837
9,0.546406,-0.869346,1.36702,-3.63978,-0.629086,0.785947
10,0.546309,-0.875137,1.37759,-3.64458,-0.634471,0.785978
11,0.547096,-0.89795,1.4179,-3.66153,-0.658083,0.785388
12,0.54816,-0.91844,1.45419,-3.67733,-0.680429,0.785389
13,0.549712,-0.939536,1.49127,-3.69332,-0.704334,0.785389
14,0.551773,-0.960577,1.52795,-3.70896,-0.729142,0.78539
15,0.554345,-0.980285,1.56234,-3.72364,-0.754083,0.785398
