Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,0.791951,0.00891008,-0.924393,0.91639,-0.188221,-2.3571
2,0.802088,-0.00452392,-0.887821,0.889727,-0.197944,-2.35354
3,0.811828,-0.0192612,-0.848035,0.864796,-0.207694,-2.35366
4,0.821361,-0.0345423,-0.807546,0.839695,-0.217267,-2.35376
5,0.830693,-0.0504261,-0.766207,0.814336,-0.226664,-2.35385
6,0.839826,-0.0669896,-0.723834,0.788614,-0.235888,-2.35394
7,0.848766,-0.0843342,-0.680196,0.7624,-0.244939,-2.35402
8,0.857516,-0.102595,-0.63499,0.735527,-0.253822,-2.35409
9,0.86608,-0.121958,-0.587811,0.707777,-0.262536,-2.35415
10,0.874462,-0.142684,-0.538099,0.678851,-0.271086,-2.35421
11,0.880632,-0.15935,-0.49867,0.65613,-0.277391,-2.35425
12,0.886702,-0.177236,-0.456858,0.632243,-0.283605,-2.35429
13,0.892675,-0.196693,-0.411923,0.606801,-0.289729,-2.35432
14,0.898551,-0.218278,-0.362703,0.579198,-0.295764,-2.35435
15,0.904331,-0.242958,-0.307179,0.54838,-0.301712,-2.35438
16,0.905608,-0.262103,-0.266349,0.526864,-0.303066,-2.35455
17,0.909975,-0.281977,-0.221355,0.503404,-0.307837,-2.35626
18,0.913073,-0.319446,-0.141165,0.460675,-0.31103,-2.35626
19,0.91608,-0.336367,-0.103936,0.442569,-0.314372,-2.35863
20,0.916233,-0.360332,-0.0538138,0.414696,-0.314111,-2.35672
21,0.916277,-0.380923,-0.0108719,0.392564,-0.314085,-2.35693
22,0.916093,-0.409714,0.0489568,0.36067,-0.314199,-2.35611
23,0.916741,-0.42908,0.0897457,0.339215,-0.314879,-2.35608
24,0.913747,-0.464002,0.160503,0.303466,-0.311764,-2.35616
25,0.910722,-0.489609,0.211821,0.27777,-0.308642,-2.35618
26,0.907675,-0.517291,0.267134,0.250872,-0.305511,-2.35697
27,0.901035,-0.5518,0.334532,0.217992,-0.298711,-2.35697
28,0.894374,-0.579479,0.387856,0.191716,-0.291815,-2.35628
29,0.88937,-0.600374,0.42788,0.17258,-0.286689,-2.35628
30,0.883523,-0.622866,0.470589,0.152357,-0.280707,-2.35627
31,0.877338,-0.644953,0.512153,0.132875,-0.274389,-2.35627
32,0.869794,-0.670084,0.558996,0.11116,-0.266696,-2.35626
33,0.862684,-0.692353,0.600104,0.0923194,-0.259458,-2.35626
34,0.854546,-0.716509,0.644269,0.0723091,-0.251191,-2.35626
35,0.845318,-0.742517,0.691324,0.0512629,-0.241839,-2.35626
36,0.834947,-0.770345,0.741096,0.02932,-0.231359,-2.35626
37,0.826389,-0.792393,0.780107,0.0123594,-0.222735,-2.35627
38,0.817145,-0.815442,0.820484,-0.00496542,-0.213443,-2.35627
39,0.807197,-0.839488,0.862162,-0.0225935,-0.203475,-2.35627
40,0.796527,-0.864459,0.90492,-0.0404887,-0.192826,-2.35617
