Waypoint,j0,j1,j2,j3,j4,j5
0,2.09846,-1.1061,1.64726,-0.544931,0.32771,-2.35194
1,2.09185,-1.14897,1.71323,-0.564261,0.367437,-2.35619
2,2.08606,-1.19334,1.77981,-0.58646,0.409916,-2.3562
3,2.0822,-1.23687,1.8432,-0.60632,0.453557,-2.3562
4,2.08028,-1.27952,1.90325,-0.623726,0.498296,-2.3562
5,2.08048,-1.32127,1.95997,-0.6387,0.54424,-2.3562
6,2.08297,-1.36207,2.01334,-0.651272,0.59151,-2.3562
7,2.08794,-1.40185,2.06335,-0.661493,0.640241,-2.3562
8,2.09557,-1.44052,2.10996,-0.669438,0.690581,-2.3562
9,2.10605,-1.47795,2.15316,-0.675214,0.742687,-2.3562
10,2.11955,-1.51397,2.19294,-0.678963,0.796724,-2.3562
11,2.13624,-1.54841,2.22928,-0.680867,0.852859,-2.3562
12,2.15627,-1.58105,2.26219,-0.681145,0.911251,-2.35619
13,2.17977,-1.61164,2.2917,-0.680056,0.972048,-2.35619
14,2.20683,-1.63994,2.31783,-0.67789,1.03537,-2.35619
15,2.23749,-1.66567,2.34063,-0.674958,1.10132,-2.35619
16,2.27174,-1.68858,2.36017,-0.671584,1.16991,-2.35619
17,2.30951,-1.70843,2.37652,-0.668085,1.24115,-2.35619
18,2.35063,-1.72501,2.38977,-0.664757,1.31494,-2.35619
19,2.39487,-1.73815,2.40001,-0.661858,1.39113,-2.35619
20,2.44193,-1.74775,2.40735,-0.659595,1.46948,-2.35619
21,2.49325,-1.75083,2.40968,-0.65885,1.55154,-2.35619
22,2.54414,-1.75419,2.41221,-0.658024,1.6328,-2.35619
23,2.59666,-1.75406,2.41211,-0.658047,1.71529,-2.35619
24,2.62373,-1.75197,2.41055,-0.658575,1.75725,-2.35619
25,2.65079,-1.74988,2.40899,-0.659103,1.79921,-2.35619
26,2.67182,-1.74826,2.40777,-0.659513,1.83181,-2.35619
27,2.704,-1.74349,2.40413,-0.660643,1.88131,-2.35619
28,2.73641,-1.73765,2.39964,-0.661988,1.93113,-2.35619
29,2.76893,-1.73077,2.39429,-0.663519,1.98115,-2.35619
30,2.80146,-1.72289,2.38809,-0.665198,2.03128,-2.35619
31,2.83389,-1.71403,2.38102,-0.666988,2.08142,-2.35619
32,2.8661,-1.70426,2.3731,-0.668844,2.13147,-2.35619
33,2.898,-1.69359,2.36432,-0.670722,2.18135,-2.35619
34,2.92948,-1.6821,2.35468,-0.672577,2.23095,-2.35619
35,2.96045,-1.66981,2.34418,-0.674362,2.2802,-2.35619
36,2.99083,-1.65679,2.33282,-0.67603,2.32902,-2.35619
37,3.02054,-1.64308,2.32061,-0.677535,2.37734,-2.35619
38,3.0495,-1.62872,2.30756,-0.678833,2.42508,-2.35619
39,3.07766,-1.61377,2.29365,-0.679883,2.47221,-2.35619
40,3.10496,-1.59826,2.27891,-0.680643,2.51865,-2.35619
41,3.13136,-1.58225,2.26333,-0.681078,2.56438,-2.35619
42,3.15681,-1.56577,2.24692,-0.681152,2.60936,-2.35619
43,3.18128,-1.54886,2.2297,-0.680834,2.65355,-2.35619
44,3.20476,-1.53156,2.21166,-0.680097,2.69694,-2.35619
45,3.22722,-1.5139,2.19282,-0.678915,2.73951,-2.35619
46,3.24867,-1.49591,2.17318,-0.677267,2.78125,-2.35619
47,3.26908,-1.47762,2.15276,-0.675136,2.82216,-2.35619
48,3.28847,-1.45906,2.13157,-0.672503,2.86222,-2.35619
49,3.30684,-1.44024,2.1096,-0.669358,2.90146,-2.35619
50,3.32203,-1.42111,2.08581,-0.664646,2.93772,-2.35613
51,3.34043,-1.40209,2.06362,-0.661518,2.97717,-2.35618
52,3.3546,-1.38255,2.03875,-0.656077,3.01279,-2.35608
53,3.36878,-1.36302,2.01387,-0.650635,3.04841,-2.35597
54,3.37529,-1.35405,2.00245,-0.648138,3.06476,-2.35593
55,3.38491,-1.34045,1.98503,-0.644223,3.0893,-2.35584
56,3.39777,-1.32046,1.95882,-0.637686,3.12402,-2.35551
57,3.39929,-1.3181,1.95573,-0.636915,3.12811,-2.35548
58,3.41033,-1.29753,1.9279,-0.62958,3.16168,-2.3554
59,3.42137,-1.27696,1.90007,-0.622246,3.19524,-2.35533
60,3.42178,-1.27621,1.89905,-0.621976,3.19647,-2.35533
61,3.43296,-1.25266,1.86579,-0.609758,3.23212,-2.35232
