Waypoint,j0,j1,j2,j3,j4,j5
0,0.541473,-0.776596,1.55891,-3.89776,0.0393524,0.759374
1,0.531511,-0.803362,1.61434,-3.90959,0.0146634,0.74242
2,0.527638,-0.818053,1.64429,-3.89316,0.00480856,0.710722
3,0.526803,-0.821218,1.65075,-3.88962,0.00268572,0.703893
4,0.526902,-0.8322,1.67126,-3.83104,0.00257217,0.635784
5,0.527073,-0.843991,1.69153,-3.77263,0.00237338,0.568903
6,0.527267,-0.856192,1.71102,-3.7138,0.00214702,0.502781
7,0.527466,-0.868822,1.72977,-3.65424,0.00191419,0.437101
8,0.527658,-0.881884,1.74776,-3.59373,0.00168921,0.371657
9,0.527835,-0.895362,1.76496,-3.53213,0.00148045,0.306339
10,0.527378,-0.902537,1.77411,-3.50313,0.00105513,0.275364
11,0.527698,-0.91002,1.78176,-3.46771,0.00116965,0.239777
12,0.527626,-0.917713,1.79058,-3.43391,0.00100654,0.204846
13,0.527555,-0.925405,1.7994,-3.4001,0.000843428,0.169915
14,0.527682,-0.933243,1.8063,-3.36436,0.000852569,0.135106
15,0.527651,-0.940936,1.81469,-3.33028,0.000725054,0.100331
16,0.527694,-0.948798,1.82189,-3.29487,0.000672048,0.0655852
17,0.527733,-0.956672,1.82873,-3.25929,0.000622914,0.031038
18,0.527769,-0.96455,1.83522,-3.22355,0.00057733,-0.00331598
19,0.527801,-0.972421,1.84136,-3.18765,0.000534991,-0.0374816
20,0.527831,-0.980277,1.84714,-3.15159,0.000495607,-0.0714638
21,0.527859,-0.988107,1.85256,-3.11538,0.000458907,-0.105267
22,0.527883,-0.995901,1.85762,-3.07901,0.000424641,-0.138897
23,0.527906,-1.00365,1.86231,-3.0425,0.000392582,-0.172359
24,0.527928,-1.01136,1.86665,-3.00584,0.00036244,-0.205649
25,0.527947,-1.01905,1.87066,-2.96871,0.000334189,-0.23909
26,0.527341,-1.0273,1.8754,-2.93189,0.000223782,-0.27241
27,0.527352,-1.03476,1.87863,-2.89485,0.000205753,-0.305214
28,0.526727,-1.04277,1.88262,-2.85809,0.000117609,-0.337954
29,0.526732,-1.04998,1.8851,-2.82109,0.000107672,-0.370226
30,0.526071,-1.05776,1.88839,-2.78435,3.69715e-05,-0.402485
31,0.526073,-1.0647,1.89016,-2.74736,3.34522e-05,-0.434301
32,0.526073,-1.07151,1.89158,-2.71027,3.03483e-05,-0.465998
33,0.525408,-1.07887,1.8938,-2.67339,-1.66331e-05,-0.497727
34,0.525407,-1.09172,1.89492,-2.59912,-1.28147e-05,-0.560272
35,0.525406,-1.10394,1.89471,-2.52453,-9.19695e-06,-0.622432
36,0.525405,-1.11545,1.89318,-2.44968,-5.72519e-06,-0.68424
37,0.525405,-1.12621,1.89038,-2.37463,-2.34975e-06,-0.745728
38,0.525405,-1.13615,1.88632,-2.29943,9.75656e-07,-0.806928
39,0.525405,-1.14524,1.88105,-2.22413,4.29534e-06,-0.867872
40,0.525405,-1.15343,1.8746,-2.14877,7.65297e-06,-0.92859
41,0.525406,-1.16069,1.86701,-2.07341,1.10928e-05,-0.98911
42,0.525407,-1.16697,1.85832,-1.99808,1.4661e-05,-1.04946
43,0.525409,-1.17228,1.84859,-1.92284,1.84067e-05,-1.10966
44,0.52541,-1.17657,1.83785,-1.84772,2.23834e-05,-1.16975
45,0.525413,-1.17985,1.82615,-1.77276,2.66504e-05,-1.22974
46,0.525415,-1.1821,1.81354,-1.69798,3.12741e-05,-1.28965
47,0.525419,-1.18333,1.80008,-1.62343,3.63297e-05,-1.34951
48,0.525422,-1.18354,1.78581,-1.54912,4.1903e-05,-1.40934
49,0.525427,-1.18273,1.77078,-1.47508,4.80911e-05,-1.46915
50,0.525432,-1.18094,1.75505,-1.40134,5.5004e-05,-1.52897
51,0.525438,-1.17816,1.73867,-1.32789,6.27643e-05,-1.58881
52,0.525445,-1.17444,1.7217,-1.25476,7.15051e-05,-1.6487
53,0.525453,-1.16978,1.70419,-1.18196,8.13644e-05,-1.70864
54,0.525462,-1.16422,1.68618,-1.10949,9.24731e-05,-1.76867
55,0.525472,-1.15779,1.66775,-1.03735,0.000104934,-1.8288
56,0.525484,-1.15053,1.64893,-0.965545,0.000118786,-1.88905
57,0.525496,-1.14247,1.62979,-0.894069,0.00013395,-1.94944
58,0.525513,-1.13367,1.61037,-0.8229,0.000153115,-2.00999
59,0.523605,-1.13232,1.60561,-0.786022,0.00241394,-2.04345
60,0.52381,-1.1231,1.58728,-0.720358,0.00265324,-2.10001
61,0.524006,-1.11327,1.56876,-0.654693,0.00288131,-2.15699
62,0.524177,-1.1028,1.55001,-0.588686,0.0030808,-2.21472
63,0.524279,-1.09228,1.53182,-0.521848,0.00321352,-2.27385
64,0.518914,-1.10143,1.54533,-0.48358,0.0173076,-2.31651
65,0.506444,-1.13843,1.60153,-0.468577,0.0538266,-2.3507
66,0.494094,-1.18224,1.66659,-0.484456,0.0915036,-2.35608
67,0.483058,-1.22644,1.73027,-0.503758,0.129672,-2.35627
68,0.473328,-1.27003,1.79105,-0.520975,0.168273,-2.35624
69,0.465015,-1.31302,1.84891,-0.535866,0.207363,-2.35622
70,0.458234,-1.35541,1.90388,-0.548452,0.247006,-2.35621
71,0.453107,-1.39721,1.95598,-0.558756,0.287284,-2.35621
72,0.449761,-1.43841,2.00523,-0.566811,0.328287,-2.3562
73,0.448327,-1.47896,2.05163,-0.57266,0.370124,-2.3562
74,0.448947,-1.51882,2.09519,-0.576365,0.412916,-2.3562
75,0.451765,-1.5579,2.13591,-0.578013,0.456796,-2.3562
76,0.456934,-1.59609,2.17381,-0.577715,0.501917,-2.3562
77,0.46461,-1.63328,2.2089,-0.575613,0.548438,-2.3562
78,0.474955,-1.66931,2.24119,-0.571881,0.596536,-2.3562
79,0.488129,-1.704,2.27072,-0.566727,0.646392,-2.3562
80,0.504292,-1.73713,2.29753,-0.560392,0.698192,-2.35619
81,0.523594,-1.7685,2.32165,-0.553147,0.752122,-2.35619
82,0.546171,-1.79784,2.34313,-0.545288,0.808358,-2.35619
83,0.572133,-1.82492,2.36205,-0.537129,0.86706,-2.35619
84,0.601559,-1.84947,2.37846,-0.528993,0.928358,-2.35619
85,0.63448,-1.87125,2.39245,-0.521198,0.992344,-2.35619
86,0.670873,-1.89005,2.40409,-0.514045,1.05906,-2.35619
87,0.710648,-1.90567,2.41347,-0.507805,1.12848,-2.35619
88,0.753642,-1.91796,2.42067,-0.502705,1.20052,-2.35619
89,0.799616,-1.92685,2.42576,-0.498918,1.27501,-2.35619
90,0.848253,-1.93228,2.42884,-0.496561,1.35172,-2.35619
91,0.89917,-1.93427,2.42995,-0.495684,1.43034,-2.35619
92,0.951929,-1.9329,2.42918,-0.496276,1.51052,-2.35619
93,1.0064,-1.9253,2.42472,-0.499416,1.59219,-2.35619
94,1.06103,-1.91842,2.42078,-0.50235,1.67394,-2.35619
95,1.0888,-1.91564,2.41929,-0.503654,1.71522,-2.35619
96,1.1162,-1.90861,2.41506,-0.506447,1.75614,-2.35619
97,1.14361,-1.90159,2.41083,-0.509239,1.79705,-2.35619
98,1.17101,-1.89456,2.40659,-0.512032,1.83796,-2.35619
99,1.19842,-1.88754,2.40236,-0.514825,1.87888,-2.35619
100,1.22582,-1.88051,2.39813,-0.517617,1.91979,-2.35619
101,1.23722,-1.87759,2.39637,-0.518779,1.93682,-2.35619
102,1.26751,-1.86748,2.39001,-0.52253,1.98249,-2.35619
103,1.2975,-1.85668,2.38309,-0.526412,2.02798,-2.35619
104,1.32711,-1.84521,2.3756,-0.530387,2.07323,-2.35619
105,1.35629,-1.83312,2.36754,-0.534417,2.11818,-2.35619
106,1.38498,-1.82044,2.35891,-0.538464,2.16278,-2.35619
107,1.41311,-1.80721,2.34969,-0.542489,2.20698,-2.35619
108,1.44064,-1.79344,2.3399,-0.546454,2.25075,-2.35619
109,1.46752,-1.77919,2.32952,-0.550324,2.29404,-2.35619
110,1.49371,-1.76448,2.31854,-0.554063,2.33682,-2.35619
111,1.51919,-1.74933,2.30697,-0.557638,2.37907,-2.35619
112,1.54167,-1.73335,2.29375,-0.560366,2.41852,-2.35615
113,1.56758,-1.71805,2.28218,-0.564128,2.4614,-2.35619
114,1.58946,-1.70145,2.26809,-0.566575,2.50065,-2.35612
115,1.61134,-1.68484,2.254,-0.569023,2.53991,-2.35605
116,1.63265,-1.66866,2.24028,-0.571407,2.57816,-2.35598
