Waypoint,j0,j1,j2,j3,j4,j5
0,-1.42584,-2.81842,-0.310362,-0.0468765,3.12002,0.751426
1,-1.42585,-2.81829,-0.310617,-0.046689,3.11996,0.751484
2,-1.42796,-2.80024,-0.34706,-0.0199608,3.11234,0.7598
3,-1.43006,-2.78218,-0.383502,0.00676735,3.10472,0.768116
4,-1.43217,-2.76413,-0.419944,0.0334955,3.0971,0.776432
5,-1.43625,-2.72713,-0.493892,0.0734309,3.08134,0.779414
6,-1.44038,-2.69221,-0.563225,0.109303,3.06474,0.780874
7,-1.44468,-2.65624,-0.634759,0.149371,3.04758,0.785362
8,-1.44887,-2.62356,-0.698919,0.180863,3.02931,0.785377
9,-1.45307,-2.59179,-0.760899,0.211079,3.01004,0.785383
10,-1.45722,-2.56067,-0.821217,0.240287,2.98975,0.785386
11,-1.4613,-2.53004,-0.880225,0.268665,2.96844,0.785387
12,-1.46525,-2.49976,-0.938176,0.296337,2.94608,0.785388
13,-1.46903,-2.46974,-0.995256,0.32339,2.92266,0.785389
14,-1.47258,-2.43988,-1.0516,0.349888,2.89815,0.785389
15,-1.47586,-2.41015,-1.10733,0.375877,2.87254,0.78539
16,-1.47879,-2.38047,-1.16252,0.401386,2.84578,0.78539
17,-1.48132,-2.35081,-1.21722,0.426438,2.81784,0.78539
18,-1.48338,-2.32114,-1.27151,0.451041,2.78868,0.78539
19,-1.48489,-2.2914,-1.3254,0.475199,2.75824,0.78539
20,-1.48575,-2.26159,-1.37892,0.498908,2.72646,0.78539
21,-1.48589,-2.23166,-1.4321,0.522155,2.69328,0.78539
22,-1.48519,-2.2016,-1.48493,0.544924,2.65861,0.78539
23,-1.48355,-2.17137,-1.53742,0.567189,2.62237,0.78539
24,-1.48084,-2.14097,-1.58955,0.588919,2.58446,0.78539
25,-1.47691,-2.11036,-1.64131,0.610077,2.54475,0.78539
26,-1.47162,-2.07954,-1.69268,0.630618,2.50311,0.78539
27,-1.46479,-2.04848,-1.74361,0.650488,2.4594,0.78539
28,-1.45623,-2.01717,-1.79406,0.669628,2.41345,0.78539
29,-1.44573,-1.9856,-1.84397,0.687969,2.36507,0.78539
30,-1.43305,-1.95376,-1.89327,0.705435,2.31404,0.785389
31,-1.41792,-1.92165,-1.94189,0.721939,2.26013,0.785389
32,-1.40007,-1.88928,-1.98971,0.737389,2.20308,0.785389
33,-1.37918,-1.85667,-2.03661,0.751683,2.1426,0.785389
34,-1.3549,-1.82385,-2.08247,0.764717,2.07839,0.785388
35,-1.3269,-1.79087,-2.12711,0.776382,2.01011,0.785388
36,-1.29478,-1.75781,-2.17036,0.786573,1.93744,0.785387
37,-1.27708,-1.7413,-2.19139,0.791086,1.89935,0.785387
38,-1.25821,-1.72481,-2.21198,0.795195,1.86004,0.785387
39,-1.23813,-1.70838,-2.23211,0.798894,1.81947,0.785387
40,-1.21682,-1.69203,-2.25174,0.802174,1.77761,0.785386
41,-1.19423,-1.6758,-2.27083,0.805032,1.73444,0.785386
42,-1.17035,-1.65971,-2.28935,0.807467,1.68992,0.785386
43,-1.14514,-1.64382,-2.30726,0.809482,1.64404,0.785386
44,-1.1186,-1.62817,-2.32451,0.811084,1.59681,0.785385
45,-1.09073,-1.61281,-2.34107,0.812285,1.54822,0.785385
46,-1.06155,-1.59781,-2.35688,0.813102,1.49829,0.785385
47,-1.03108,-1.58323,-2.37192,0.813557,1.44706,0.785385
48,-0.999368,-1.56916,-2.38612,0.813681,1.39457,0.785384
49,-0.966485,-1.55566,-2.39944,0.813508,1.34091,0.785384
50,-0.932514,-1.54283,-2.41184,0.813081,1.28615,0.785384
51,-0.89756,-1.53076,-2.42328,0.812445,1.23041,0.785384
52,-0.861751,-1.51954,-2.4337,0.811652,1.1738,0.785383
53,-0.825233,-1.50927,-2.44307,0.810759,1.11649,0.785383
54,-0.788172,-1.50005,-2.45136,0.809822,1.05864,0.785383
55,-0.750751,-1.49197,-2.45851,0.808898,1.00042,0.785383
56,-0.713165,-1.48512,-2.46451,0.808042,0.942036,0.785383
57,-0.675617,-1.47957,-2.46932,0.807306,0.883683,0.785383
58,-0.638316,-1.4754,-2.47291,0.806732,0.825566,0.785383
59,-0.601465,-1.47266,-2.47528,0.806354,0.767884,0.785383
60,-0.56522,-1.47136,-2.47641,0.806209,0.710786,0.785361
61,-0.529333,-1.47165,-2.47585,0.805353,0.654017,0.785696
