Waypoint,j0,j1,j2,j3,j4,j5
0,1.62017,-1.2446,1.98351,-0.739038,0.705932,-2.35576
1,1.63708,-1.27789,2.03211,-0.75421,0.772157,-2.3562
2,1.65733,-1.31007,2.07744,-0.767367,0.840891,-2.3562
3,1.68143,-1.34005,2.11846,-0.778402,0.912695,-2.3562
4,1.70928,-1.36737,2.15474,-0.787369,0.987062,-2.3562
5,1.74121,-1.39208,2.18667,-0.794587,1.06486,-2.3562
6,1.77728,-1.41391,2.21414,-0.800224,1.14625,-2.3562
7,1.81751,-1.43258,2.23706,-0.804479,1.23129,-2.3562
8,1.83914,-1.44063,2.24679,-0.806151,1.27518,-2.3562
9,1.86175,-1.44779,2.25534,-0.807552,1.31995,-2.35619
10,1.8853,-1.45401,2.26272,-0.808704,1.3656,-2.35619
11,1.90976,-1.45927,2.2689,-0.809629,1.41208,-2.35619
12,1.93506,-1.46354,2.27389,-0.810346,1.45935,-2.35619
13,1.96115,-1.4668,2.27767,-0.810869,1.50736,-2.35619
14,1.98795,-1.46902,2.28024,-0.811213,1.55605,-2.35619
15,2.01539,-1.4702,2.28159,-0.811386,1.60535,-2.35619
16,2.04337,-1.47034,2.28173,-0.811391,1.65519,-2.35619
17,2.07179,-1.46942,2.28065,-0.811232,1.70547,-2.35619
18,2.10057,-1.46746,2.27836,-0.810903,1.75612,-2.35619
19,2.12959,-1.46447,2.27487,-0.810398,1.80702,-2.35619
20,2.15874,-1.46046,2.27017,-0.809705,1.85809,-2.35619
21,2.18792,-1.45546,2.26427,-0.808811,1.90923,-2.35619
22,2.21702,-1.4495,2.2572,-0.807698,1.96032,-2.35619
23,2.24593,-1.44261,2.24896,-0.806347,2.01128,-2.35619
24,2.27455,-1.43483,2.23957,-0.804737,2.062,-2.35619
25,2.30277,-1.42619,2.22904,-0.802846,2.11239,-2.35619
26,2.33052,-1.41675,2.2174,-0.800652,2.16236,-2.35619
27,2.35769,-1.40654,2.20467,-0.798133,2.21184,-2.35619
28,2.38422,-1.3956,2.19087,-0.795267,2.26074,-2.35619
29,2.41004,-1.38399,2.17603,-0.792035,2.30899,-2.35619
30,2.43509,-1.37175,2.16017,-0.788419,2.35655,-2.35619
31,2.45931,-1.35891,2.14332,-0.784401,2.40335,-2.35619
32,2.48267,-1.34553,2.1255,-0.779967,2.44936,-2.35619
33,2.50513,-1.33164,2.10674,-0.775106,2.49453,-2.35619
34,2.52667,-1.31727,2.08708,-0.769807,2.53884,-2.35619
35,2.54726,-1.30248,2.06654,-0.764063,2.58227,-2.35619
36,2.5669,-1.28728,2.04515,-0.757867,2.6248,-2.35619
37,2.58559,-1.27171,2.02293,-0.751218,2.66642,-2.35619
38,2.60332,-1.2558,1.99991,-0.744112,2.70714,-2.35619
39,2.62011,-1.23957,1.97612,-0.73655,2.74694,-2.35619
40,2.63596,-1.22305,1.95159,-0.728534,2.78584,-2.35619
41,2.65089,-1.20626,1.92633,-0.720065,2.82385,-2.35619
42,2.66492,-1.18922,1.90037,-0.711148,2.86097,-2.35619
43,2.67807,-1.17194,1.87374,-0.701787,2.89723,-2.35619
44,2.69037,-1.15445,1.84644,-0.691987,2.93263,-2.35619
45,2.70183,-1.13675,1.81851,-0.681753,2.9672,-2.35618
46,2.71249,-1.11885,1.78996,-0.67109,3.00096,-2.35618
47,2.72238,-1.10077,1.76079,-0.660001,3.03392,-2.35617
48,2.73151,-1.0825,1.73103,-0.648484,3.06611,-2.35615
49,2.73993,-1.06406,1.70067,-0.63651,3.09755,-2.35609
50,2.74766,-1.04534,1.66957,-0.623494,3.12826,-2.35546
51,2.75336,-1.02607,1.63657,-0.6099,3.15693,-2.3556
52,2.76119,-1.00765,1.60606,-0.598253,3.18772,-2.35604
53,2.7662,-0.988239,1.57251,-0.58415,3.21553,-2.35608
54,2.7712,-0.968826,1.53896,-0.570048,3.24334,-2.35611
55,2.7762,-0.949412,1.5054,-0.555945,3.27115,-2.35615
56,2.77736,-0.944915,1.49763,-0.552678,3.27759,-2.35616
57,2.78123,-0.925305,1.46322,-0.537863,3.30399,-2.35614
58,2.7851,-0.905694,1.42881,-0.523049,3.3304,-2.35612
59,2.78702,-0.895981,1.41177,-0.515711,3.34347,-2.35612
60,2.79019,-0.873565,1.37175,-0.498126,3.37151,-2.35613
61,2.79286,-0.850668,1.33057,-0.479847,3.39913,-2.35614
62,2.79502,-0.827273,1.28818,-0.46085,3.42634,-2.35614
63,2.79703,-0.801705,1.24136,-0.439749,3.45347,-2.35573
