Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,0.754189,-0.881855,1.62378,-3.88351,-0.696844,0.785399
2,0.759623,-0.898575,1.65604,-3.89905,-0.72699,0.785399
3,0.764991,-0.915093,1.6879,-3.9144,-0.75677,0.785398
4,0.771476,-0.93132,1.71906,-3.92933,-0.788359,0.785398
5,0.77866,-0.946966,1.74899,-3.94362,-0.820501,0.785398
6,0.795183,-0.976504,1.80524,-3.97033,-0.886484,0.785398
7,0.814665,-1.00368,1.85664,-3.99455,-0.954783,0.785398
8,0.837178,-1.02846,1.9032,-4.01633,-1.02544,0.785398
9,0.862751,-1.05079,1.94487,-4.03567,-1.09849,0.785398
10,0.891368,-1.07062,1.98163,-4.05259,-1.17389,0.785398
11,0.922953,-1.0879,2.01344,-4.06714,-1.25161,0.785398
12,0.95737,-1.10256,2.0403,-4.07933,-1.33154,0.785398
13,0.994421,-1.11457,2.06218,-4.0892,-1.41351,0.785398
14,1.03384,-1.12389,2.0791,-4.0968,-1.49731,0.785398
15,1.0753,-1.13052,2.09108,-4.10215,-1.58268,0.785398
16,1.11842,-1.13445,2.09816,-4.10531,-1.66931,0.785398
17,1.16278,-1.1357,2.10041,-4.10631,-1.75685,0.785398
18,1.18528,-1.13533,2.09975,-4.10601,-1.80084,0.785398
19,1.20792,-1.13431,2.09791,-4.10519,-1.84492,0.785398
20,1.23058,-1.13131,2.09235,-4.10264,-1.88897,0.785398
21,1.25343,-1.13033,2.09073,-4.10199,-1.93321,0.785398
22,1.27597,-1.12677,2.08408,-4.0989,-1.97709,0.785398
23,1.29851,-1.12321,2.07743,-4.09581,-2.02097,0.785399
24,1.32105,-1.11965,2.07077,-4.09272,-2.06485,0.785399
25,1.33323,-1.11773,2.06718,-4.09105,-2.08855,0.785399
26,1.36179,-1.11105,2.05505,-4.08559,-2.14465,0.785399
27,1.39065,-1.10318,2.04071,-4.07912,-2.20185,0.785399
28,1.41965,-1.09407,2.02405,-4.07157,-2.26003,0.785399
29,1.44881,-1.08309,2.0046,-4.0631,-2.31919,0.785398
