Waypoint,j0,j1,j2,j3,j4,j5
0,0,-1.5708,0,-1.5708,0,0
1,1.13932,-1.26786,1.8698,-3.74353,-1.09245,0.785399
2,1.14495,-1.29245,1.90369,-3.75284,-1.11835,0.785398
3,1.15148,-1.31683,1.93659,-3.76135,-1.14515,0.785398
4,1.159,-1.34095,1.96842,-3.76906,-1.1729,0.785398
5,1.16758,-1.36476,1.99914,-3.77597,-1.20167,0.785398
6,1.17729,-1.38822,2.02871,-3.78208,-1.2315,0.785398
7,1.19022,-1.41086,2.05546,-3.78619,-1.26447,0.785398
8,1.20042,-1.434,2.08436,-3.79195,-1.29472,0.785398
9,1.21455,-1.45615,2.10977,-3.79521,-1.32868,0.785397
10,1.22869,-1.4783,2.13519,-3.79847,-1.36263,0.785396
11,1.22891,-1.47767,2.13487,-3.79879,-1.36285,0.785398
12,1.24584,-1.50016,2.1595,-3.80094,-1.40034,0.785396
13,1.26463,-1.52006,2.18143,-3.80297,-1.4391,0.785398
