idx,path_found,traj_success,contact_free,door_opened,door_width,door_height,x,y,z,rot_z,state_angle,axis_pos
73,True,True,True,True,0.397,0.483,-0.23688895111085018,0.6903627451110165,0.2695,82.38551228695815,-7.963315768182363,-1.0
74,True,True,True,True,0.397,0.483,-0.2019277910962108,0.6731227242451736,0.2695,76.82416271472778,-7.963315768182363,-1.0
75,True,True,True,True,0.397,0.483,-0.09309790287789721,0.692960593575251,0.2695,101.41827089005508,-7.963315768182363,-1.0
76,True,True,True,True,0.397,0.483,-0.16824698746147557,0.6936844619887605,0.2695,92.41854597782503,-7.963315768182363,-1.0
77,True,True,True,True,0.397,0.483,-0.3406666210683463,0.6139906222335705,0.2695,71.29864051086064,-7.963315768182363,-1.0
78,True,True,True,True,0.397,0.483,-0.2707564148198165,0.668199776855972,0.2695,86.63542900113836,-7.963315768182363,-1.0
79,True,True,True,True,0.397,0.483,-0.22267374553081554,0.6742352815981691,0.2695,96.68182003684741,-7.963315768182363,-1.0
80,True,True,True,True,0.397,0.483,-0.25525080847167214,0.6854066649206655,0.2695,70.73908830412726,-7.963315768182363,-1.0
81,True,True,True,True,0.397,0.483,-0.18481148628115385,0.6825089036436318,0.2695,107.63435292487506,-7.963315768182363,-1.0
82,True,True,True,True,0.397,0.483,-0.29058059950902976,0.7012159577792659,0.2695,96.21268039200069,-7.963315768182363,-1.0
83,True,True,True,True,0.397,0.483,-0.22813787838426453,0.6650276590579172,0.2695,93.85282192287448,-7.963315768182363,-1.0
84,True,True,True,True,0.397,0.483,-0.3220274945131876,0.6792519548524396,0.2695,88.94598696455152,-7.963315768182363,-1.0
85,True,True,True,True,0.397,0.483,-0.3251340863692801,0.6174358872977634,0.2695,75.73734756738409,-7.963315768182363,-1.0
86,True,True,True,True,0.397,0.483,-0.07003429363764291,0.6975563785922976,0.2695,104.2072184762914,-7.963315768182363,-1.0
87,True,True,True,True,0.397,0.483,-0.26344399061859175,0.6977464099454815,0.2695,98.8506316666075,-7.963315768182363,-1.0
88,True,True,True,True,0.397,0.483,-0.26786427961708026,0.6573288457959817,0.2695,90.32930521577093,-7.963315768182363,-1.0
89,True,True,True,True,0.397,0.483,-0.2317042628974596,0.6994123957666767,0.2695,101.09218681307986,-7.963315768182363,-1.0
90,True,True,True,True,0.397,0.483,-0.2496921723545008,0.6981018437843513,0.2695,102.04005923022561,-7.963315768182363,-1.0
91,True,True,True,True,0.397,0.483,-0.2688014497425011,0.6869970800082523,0.2695,90.60976213180041,-7.963315768182363,-1.0
92,True,True,True,True,0.397,0.483,-0.2613597690844762,0.6600235841440398,0.2695,93.18082408137045,-7.963315768182363,-1.0
93,True,True,True,False,0.397,0.483,-0.2905255573302935,0.6775995934886492,0.2695,71.35259654723038,-7.963315768182363,-1.0
94,True,True,True,True,0.397,0.483,-0.23417203066359496,0.667316776907501,0.2695,97.00050375330677,-7.963315768182363,-1.0
95,True,True,True,True,0.397,0.483,-0.14927193848679468,0.698884152756327,0.2695,90.96614952512667,-7.963315768182363,-1.0
96,True,True,True,True,0.397,0.483,-0.3043861908742671,0.7009935444911957,0.2695,78.57973203242179,-7.963315768182363,-1.0
97,True,True,True,True,0.397,0.483,-0.2513412153423844,0.6785694451430957,0.2695,101.53997997699655,-7.963315768182363,-1.0
98,True,True,True,True,0.397,0.483,-0.2947082656996778,0.640892924638975,0.2695,85.39217627587956,-7.963315768182363,-1.0
99,True,True,False,True,0.397,0.483,-0.25603426789321077,0.6735019647243392,0.2695,73.81041961968586,-7.963315768182363,-1.0
100,True,True,True,True,0.397,0.483,-0.21884498675891562,0.6943264478454487,0.2695,102.25578262275224,-7.963315768182363,-1.0
101,True,True,True,True,0.397,0.483,-0.2405183642811709,0.6758238063004995,0.2695,99.04345854334755,-7.963315768182363,-1.0
