idx,path_found,traj_success,contact_free,door_opened,door_width,door_height,x,y,z,rot_z,state_angle,axis_pos
216,True,True,True,True,0.315,0.315,-0.21094929040830707,0.5879664446605483,0.2805,87.2897646420122,-10.055566156080955,-1.0
217,True,True,True,True,0.315,0.315,-0.2418285015437589,0.6986599639456623,0.2805,92.22379073576818,-10.055566156080955,-1.0
218,True,True,True,True,0.315,0.315,-0.2923403249158777,0.6473052042485907,0.2805,91.48434282706675,-10.055566156080955,-1.0
219,True,True,True,True,0.315,0.315,-0.2015328184979071,0.6665313596433735,0.2805,85.75255105844404,-10.055566156080955,-1.0
220,True,True,True,True,0.315,0.315,-0.04039509885286041,0.6227988293460953,0.2805,77.43615267538036,-10.055566156080955,-1.0
221,True,True,True,True,0.315,0.315,-0.1781217830954243,0.7095900233581931,0.2805,100.60290918350104,-10.055566156080955,-1.0
222,True,True,True,True,0.315,0.315,-0.3219761476581814,0.6319294942057727,0.2805,92.06158181852955,-10.055566156080955,-1.0
223,True,True,True,True,0.315,0.315,-0.006811468970825296,0.671500640285154,0.2805,106.90169564773814,-10.055566156080955,-1.0
224,True,True,True,True,0.315,0.315,-0.2536035931792549,0.6702621748089737,0.2805,80.8636269035861,-10.055566156080955,-1.0
225,True,True,True,True,0.315,0.315,-0.1566875295842581,0.6723376443632267,0.2805,100.64796055530597,-10.055566156080955,-1.0
226,True,True,True,True,0.315,0.315,-0.2764836657300227,0.6312329735952644,0.2805,87.97919120105072,-10.055566156080955,-1.0
227,True,True,True,True,0.315,0.315,-0.28874834093944046,0.6218879077963817,0.2805,82.12953773260696,-10.055566156080955,-1.0
228,True,True,True,False,0.315,0.315,-0.2625703025400167,0.6148455597746704,0.2805,99.03062736163469,-10.055566156080955,-1.0
229,True,True,True,True,0.315,0.315,-0.16493024722122843,0.6730738695705154,0.2805,109.45975422544804,-10.055566156080955,-1.0
230,True,True,True,True,0.315,0.315,-0.01772608888517402,0.6510704711797921,0.2805,108.43241377744832,-10.055566156080955,-1.0
231,True,True,True,False,0.315,0.315,-0.028756332120123462,0.6826459089310463,0.2805,78.99081314006503,-10.055566156080955,-1.0
232,True,True,True,True,0.315,0.315,-0.26459336331375005,0.6138604251527846,0.2805,99.16657669062064,-10.055566156080955,-1.0
233,True,True,True,True,0.315,0.315,-0.22336996530102338,0.704551754672549,0.2805,79.07462442990906,-10.055566156080955,-1.0
234,True,True,True,True,0.315,0.315,-0.3301972644175887,0.702914860054593,0.2805,77.8912241491928,-10.055566156080955,-1.0
235,True,True,True,True,0.315,0.315,-0.06585682405497251,0.629244074461404,0.2805,75.24005362318862,-10.055566156080955,-1.0
236,True,True,True,True,0.315,0.315,-0.17405699112746867,0.6779157378799998,0.2805,91.04441448300639,-10.055566156080955,-1.0
237,True,True,True,True,0.315,0.315,-0.13247884066920723,0.6085434640743814,0.2805,81.43285058917618,-10.055566156080955,-1.0
238,True,True,True,True,0.315,0.315,-0.17598611247685766,0.6996626700113036,0.2805,98.36408388769728,-10.055566156080955,-1.0
239,True,True,True,True,0.315,0.315,-0.1690854282127807,0.7071988822401127,0.2805,104.02660366296723,-10.055566156080955,-1.0
240,True,True,True,True,0.315,0.315,-0.25197253968933875,0.6540084206753517,0.2805,87.58619192786671,-10.055566156080955,-1.0
241,True,True,True,True,0.315,0.315,-0.19357844393349036,0.6084247634331763,0.2805,93.5349656844528,-10.055566156080955,-1.0
242,True,True,True,True,0.315,0.315,-0.22661140711237865,0.6248228613383504,0.2805,104.7022717175274,-10.055566156080955,-1.0
243,True,True,True,True,0.315,0.315,-0.058159545622386566,0.7081422871793791,0.2805,105.25212938858303,-10.055566156080955,-1.0
244,True,True,True,True,0.315,0.315,-0.04493977053296383,0.6631904156387627,0.2805,102.47444417481118,-10.055566156080955,-1.0
245,True,True,True,True,0.315,0.315,-0.31197804565633064,0.7014587880220851,0.2805,87.94985226688968,-10.055566156080955,-1.0
246,True,True,True,True,0.315,0.315,-0.2823016552091283,0.5649277006906521,0.2805,70.52469648784052,-10.055566156080955,-1.0
247,True,True,True,True,0.315,0.315,-0.17421475607355505,0.5938177697673087,0.2805,83.31777302010339,-10.055566156080955,-1.0
248,True,True,True,True,0.315,0.315,-0.04119916047810346,0.607378752203361,0.2805,102.95834521604036,-10.055566156080955,-1.0
249,True,True,True,True,0.315,0.315,-0.11405275134826945,0.6280032117541753,0.2805,89.98327012024099,-10.055566156080955,-1.0
250,True,True,True,True,0.315,0.315,-0.01687936440154314,0.603855025291338,0.2805,107.4990779870781,-10.055566156080955,-1.0
251,True,True,True,True,0.315,0.315,-0.16706918565898485,0.5921313177364526,0.2805,91.5598972181334,-10.055566156080955,-1.0
252,True,True,True,True,0.315,0.315,-0.1917806970285079,0.5955907500571029,0.2805,97.28293452865475,-10.055566156080955,-1.0
253,True,True,True,True,0.315,0.315,-0.1351785330381881,0.6475554008494979,0.2805,102.25326395342685,-10.055566156080955,-1.0
254,True,True,True,True,0.315,0.315,-0.2312979599913129,0.6567826389145459,0.2805,85.90283273976647,-10.055566156080955,-1.0
255,True,True,True,True,0.315,0.315,-0.2502247501714017,0.6062997771485324,0.2805,90.57606884531502,-10.055566156080955,-1.0
256,True,True,True,True,0.315,0.315,-0.31711666177434117,0.6536231893998862,0.2805,92.18217895722483,-10.055566156080955,-1.0
257,True,True,True,True,0.315,0.315,-0.11453705145274107,0.6293421582906376,0.2805,73.97271185026673,-10.055566156080955,-1.0
258,True,True,True,True,0.315,0.315,-0.23688895111085018,0.6903627451110165,0.2805,82.38551228695815,-10.055566156080955,-1.0
259,True,True,True,True,0.315,0.315,-0.01908859071620861,0.6837158496132292,0.2805,82.1552337036513,-10.055566156080955,-1.0
260,True,True,True,True,0.315,0.315,-0.11627292520350441,0.6190745590919806,0.2805,83.72792794167593,-10.055566156080955,-1.0
261,True,True,True,True,0.315,0.315,-0.2019277910962108,0.6731227242451736,0.2805,76.82416271472778,-10.055566156080955,-1.0
262,True,True,True,False,0.315,0.315,-0.21225342082296822,0.6455399254061354,0.2805,86.8590621035997,-10.055566156080955,-1.0
263,True,True,True,True,0.315,0.315,-0.27233665697319437,0.5594661138759104,0.2805,74.17875129844829,-10.055566156080955,-1.0
264,True,True,True,True,0.315,0.315,-0.09309790287789721,0.692960593575251,0.2805,101.41827089005508,-10.055566156080955,-1.0
265,True,True,True,True,0.315,0.315,-0.2705792184732827,0.6274335610030315,0.2805,82.1105512501597,-10.055566156080955,-1.0
266,True,True,True,True,0.315,0.315,-0.1805469065980355,0.6373581578530157,0.2805,108.95141037941315,-10.055566156080955,-1.0
267,True,True,True,True,0.315,0.315,-0.16824698746147557,0.6936844619887605,0.2805,92.41854597782503,-10.055566156080955,-1.0
268,True,True,True,True,0.315,0.315,-0.0016653481549661064,0.7016785586258172,0.2805,105.0216522984764,-10.055566156080955,-1.0
269,True,True,True,True,0.315,0.315,-0.3406666210683463,0.6139906222335705,0.2805,71.29864051086064,-10.055566156080955,-1.0
270,True,True,True,True,0.315,0.315,-0.2719399568254198,0.5781764979145267,0.2805,71.47407296842036,-10.055566156080955,-1.0
271,True,True,True,True,0.315,0.315,-0.2707564148198165,0.668199776855972,0.2805,86.63542900113836,-10.055566156080955,-1.0
272,True,True,True,True,0.315,0.315,-0.014558889397136954,0.6627970900852018,0.2805,101.95277553349986,-10.055566156080955,-1.0
273,True,True,True,True,0.315,0.315,-0.22267374553081554,0.6742352815981691,0.2805,96.68182003684741,-10.055566156080955,-1.0
274,True,True,True,True,0.315,0.315,-0.12667146690033879,0.6390818007615718,0.2805,94.17172802819977,-10.055566156080955,-1.0
275,True,True,True,True,0.315,0.315,-0.25525080847167214,0.6854066649206655,0.2805,70.73908830412726,-10.055566156080955,-1.0
276,True,True,True,True,0.315,0.315,-0.3400619686244353,0.5375487902845463,0.2805,85.10820170463397,-10.055566156080955,-1.0
277,True,True,True,True,0.315,0.315,-0.06677756267471785,0.6224415540513871,0.2805,99.86201288625325,-10.055566156080955,-1.0
278,True,True,True,True,0.315,0.315,-0.22604604253596516,0.5980258835110586,0.2805,95.35538616904793,-10.055566156080955,-1.0
279,True,True,True,True,0.315,0.315,-0.06012745903730615,0.6131335969867658,0.2805,96.4782332201865,-10.055566156080955,-1.0
280,True,True,True,True,0.315,0.315,-0.23745259163424634,0.6254160961903641,0.2805,97.7667954404729,-10.055566156080955,-1.0
281,True,True,True,True,0.315,0.315,-0.18481148628115385,0.6825089036436318,0.2805,107.63435292487506,-10.055566156080955,-1.0
282,True,True,True,True,0.315,0.315,-0.041922022944637705,0.6831382525722889,0.2805,94.65915567387142,-10.055566156080955,-1.0
283,True,True,True,True,0.315,0.315,-0.19254239245764565,0.5964660431108544,0.2805,89.2968858176045,-10.055566156080955,-1.0
284,True,True,True,True,0.315,0.315,-0.2031271839895258,0.6383261948914929,0.2805,95.85608054809987,-10.055566156080955,-1.0
285,True,True,True,True,0.315,0.315,-0.29058059950902976,0.7012159577792659,0.2805,96.21268039200069,-10.055566156080955,-1.0
286,True,True,True,True,0.315,0.315,-0.028141221503771685,0.6456062194636472,0.2805,98.05534510555268,-10.055566156080955,-1.0
287,True,True,True,True,0.315,0.315,-0.23221002830061532,0.6770961471154509,0.2805,109.87183337943347,-10.055566156080955,-1.0
288,True,True,True,True,0.315,0.315,-0.22813787838426453,0.6650276590579172,0.2805,93.85282192287448,-10.055566156080955,-1.0
289,True,True,True,True,0.315,0.315,-0.1767332929103948,0.6208543060072554,0.2805,77.66175335070332,-10.055566156080955,-1.0
290,True,True,True,True,0.315,0.315,-0.3220274945131876,0.6792519548524396,0.2805,88.94598696455152,-10.055566156080955,-1.0
291,True,True,True,True,0.315,0.315,-0.19634013363287642,0.6378943434466239,0.2805,106.52953271086682,-10.055566156080955,-1.0
292,True,True,True,True,0.315,0.315,-0.2896143028085152,0.6112308273579511,0.2805,83.05785379198274,-10.055566156080955,-1.0
293,True,True,True,True,0.315,0.315,-0.07833838426894468,0.6220291620068391,0.2805,108.537709444735,-10.055566156080955,-1.0
294,True,True,True,True,0.315,0.315,-0.08493180313688337,0.6165540863191211,0.2805,105.71453632780698,-10.055566156080955,-1.0
295,True,True,True,True,0.315,0.315,-0.2832727657627883,0.6067964419008118,0.2805,90.90380854236801,-10.055566156080955,-1.0
296,True,True,True,True,0.315,0.315,-0.05679076816806583,0.6128149573852438,0.2805,103.88771344048234,-10.055566156080955,-1.0
297,True,True,True,True,0.315,0.315,-0.3251340863692801,0.6174358872977634,0.2805,75.73734756738409,-10.055566156080955,-1.0
298,True,True,True,True,0.315,0.315,-0.07003429363764291,0.6975563785922976,0.2805,104.2072184762914,-10.055566156080955,-1.0
299,True,True,True,True,0.315,0.315,-0.15197693031307655,0.6603386554591806,0.2805,97.94272210849394,-10.055566156080955,-1.0
300,True,True,True,True,0.315,0.315,-0.1467453380470376,0.6341612031511111,0.2805,74.27240109996453,-10.055566156080955,-1.0
301,True,True,True,True,0.315,0.315,-0.06028380619267576,0.6701070374215563,0.2805,88.48634874565799,-10.055566156080955,-1.0
302,True,True,True,True,0.315,0.315,-0.062308896695696836,0.6735504516028005,0.2805,92.01107982464985,-10.055566156080955,-1.0
303,True,True,True,True,0.315,0.315,-0.02826614820456197,0.6037392088274259,0.2805,103.88255294206269,-10.055566156080955,-1.0
304,True,True,True,True,0.315,0.315,-0.26344399061859175,0.6977464099454815,0.2805,98.8506316666075,-10.055566156080955,-1.0
305,True,True,True,True,0.315,0.315,-0.2723756239391108,0.5864769891947523,0.2805,84.9671772410954,-10.055566156080955,-1.0
306,True,True,True,True,0.315,0.315,-0.26786427961708026,0.6573288457959817,0.2805,90.32930521577093,-10.055566156080955,-1.0
307,True,True,True,True,0.315,0.315,-0.2317042628974596,0.6994123957666767,0.2805,101.09218681307986,-10.055566156080955,-1.0
308,True,True,True,True,0.315,0.315,-0.2496921723545008,0.6981018437843513,0.2805,102.04005923022561,-10.055566156080955,-1.0
309,True,True,True,True,0.315,0.315,-0.26194806606701293,0.6030559219710773,0.2805,98.24514898593108,-10.055566156080955,-1.0
310,True,True,True,True,0.315,0.315,-0.23122421102482804,0.5749873684105716,0.2805,82.28294083932437,-10.055566156080955,-1.0
311,True,True,True,True,0.315,0.315,-0.22363888476945082,0.5962214378522693,0.2805,103.02757173652958,-10.055566156080955,-1.0
312,True,True,True,True,0.315,0.315,-0.2688014497425011,0.6869970800082523,0.2805,90.60976213180041,-10.055566156080955,-1.0
313,True,True,True,True,0.315,0.315,-0.26868430086696543,0.5948462217504134,0.2805,94.9188153395306,-10.055566156080955,-1.0
314,True,True,True,True,0.315,0.315,-0.2613597690844762,0.6600235841440398,0.2805,93.18082408137045,-10.055566156080955,-1.0
315,True,True,True,True,0.315,0.315,-0.007571341140682031,0.6809245900583862,0.2805,88.56215056335611,-10.055566156080955,-1.0
316,True,True,True,True,0.315,0.315,-0.1049889673134653,0.6810165119881814,0.2805,89.12435457384694,-10.055566156080955,-1.0
317,True,False,True,False,0.315,0.315,-0.17187134873488294,0.6535845894695951,0.2805,74.30055528351926,-10.055566156080955,-1.0
318,True,True,True,True,0.315,0.315,-0.21535368565861981,0.6463819278218863,0.2805,102.05076988010981,-10.055566156080955,-1.0
319,True,True,True,True,0.315,0.315,-0.01526002287835404,0.6531828257826495,0.2805,92.95347617131063,-10.055566156080955,-1.0
320,True,True,True,True,0.315,0.315,-0.2905255573302935,0.6775995934886492,0.2805,71.35259654723038,-10.055566156080955,-1.0
321,True,True,True,True,0.315,0.315,-0.33633835591151134,0.5963787463753678,0.2805,75.1794393025892,-10.055566156080955,-1.0
322,True,True,True,True,0.315,0.315,-0.2998961096371108,0.545551615018343,0.2805,97.78291205799525,-10.055566156080955,-1.0
323,True,True,True,True,0.315,0.315,-0.07006668931510784,0.6664752910345895,0.2805,98.01479893689513,-10.055566156080955,-1.0
324,True,True,True,True,0.315,0.315,-0.23417203066359496,0.667316776907501,0.2805,97.00050375330677,-10.055566156080955,-1.0
325,True,True,True,True,0.315,0.315,-0.2306936568402565,0.5820925670709608,0.2805,102.52477594216225,-10.055566156080955,-1.0
326,True,True,True,True,0.315,0.315,-0.18005743646855102,0.6042611895482461,0.2805,103.55182102955618,-10.055566156080955,-1.0
327,True,True,True,True,0.315,0.315,-0.24698796492901637,0.673160903510116,0.2805,106.73336392731946,-10.055566156080955,-1.0
328,True,True,True,True,0.315,0.315,-0.28111116597542785,0.5636476611292714,0.2805,71.82487655523975,-10.055566156080955,-1.0
329,True,True,True,True,0.315,0.315,-0.07714062665149912,0.6978498315206177,0.2805,74.54109950726644,-10.055566156080955,-1.0
330,True,True,True,True,0.315,0.315,-0.14927193848679468,0.698884152756327,0.2805,90.96614952512667,-10.055566156080955,-1.0
331,True,True,True,True,0.315,0.315,-0.3043861908742671,0.7009935444911957,0.2805,78.57973203242179,-10.055566156080955,-1.0
332,True,True,True,True,0.315,0.315,-0.32788904673388114,0.5788184521106996,0.2805,71.1212761703825,-10.055566156080955,-1.0
333,True,True,True,True,0.315,0.315,-0.28817090567379205,0.593618538412276,0.2805,93.28424656370589,-10.055566156080955,-1.0
334,True,True,True,True,0.315,0.315,-0.27302350405663567,0.5584166639743828,0.2805,89.3767757250296,-10.055566156080955,-1.0
335,True,True,True,True,0.315,0.315,-0.022440755203304408,0.6994381432756632,0.2805,94.2284911232112,-10.055566156080955,-1.0
336,True,True,True,True,0.315,0.315,-0.17554422389040364,0.6202784830788295,0.2805,94.85537758023293,-10.055566156080955,-1.0
337,True,True,True,True,0.315,0.315,-0.20631241707455691,0.6249401011331527,0.2805,84.46202646112665,-10.055566156080955,-1.0
338,True,True,True,True,0.315,0.315,-0.22790455008738095,0.6429009759004711,0.2805,100.83071414983957,-10.055566156080955,-1.0
339,True,True,True,True,0.315,0.315,-0.10397853083589959,0.6615400137603478,0.2805,101.46030486553806,-10.055566156080955,-1.0
340,True,True,True,True,0.315,0.315,-0.2513412153423844,0.6785694451430957,0.2805,101.53997997699655,-10.055566156080955,-1.0
341,True,True,True,True,0.315,0.315,-0.2947082656996778,0.640892924638975,0.2805,85.39217627587956,-10.055566156080955,-1.0
342,True,True,True,True,0.315,0.315,-0.25108524953079203,0.6233450766011343,0.2805,85.18863250759073,-10.055566156080955,-1.0
343,True,True,True,True,0.315,0.315,-0.26593094216041946,0.6008298940727439,0.2805,81.05115900323122,-10.055566156080955,-1.0
344,True,True,True,True,0.315,0.315,-0.14409284312557863,0.6440950887469239,0.2805,97.09140140996061,-10.055566156080955,-1.0
345,True,True,True,True,0.315,0.315,-0.25603426789321077,0.6735019647243392,0.2805,73.81041961968586,-10.055566156080955,-1.0
346,True,True,True,True,0.315,0.315,-0.2031838794449183,0.5939385125546492,0.2805,84.30738413481191,-10.055566156080955,-1.0
347,True,True,True,True,0.315,0.315,-0.051301263030961386,0.6505011373016882,0.2805,77.94068249535158,-10.055566156080955,-1.0
348,True,True,True,True,0.315,0.315,-0.044482527537421934,0.6206342400575505,0.2805,94.529840167067,-10.055566156080955,-1.0
349,True,True,True,True,0.315,0.315,-0.30138290975369425,0.5551365419626026,0.2805,94.64490018144858,-10.055566156080955,-1.0
350,True,True,True,True,0.315,0.315,-0.3079819257302227,0.5736233654146549,0.2805,79.56184432900804,-10.055566156080955,-1.0
351,True,True,True,False,0.315,0.315,-0.06852114380288277,0.695182043084001,0.2805,75.96570869951714,-10.055566156080955,-1.0
352,True,True,True,True,0.315,0.315,-0.12721533601176224,0.6213819038014645,0.2805,93.27531434575522,-10.055566156080955,-1.0
353,True,True,True,True,0.315,0.315,-0.23220790897151122,0.6331269739704183,0.2805,89.59487564661727,-10.055566156080955,-1.0
354,True,True,True,True,0.315,0.315,-0.0505829628837845,0.6169012571742852,0.2805,76.75882939369123,-10.055566156080955,-1.0
355,True,True,True,True,0.315,0.315,-0.1777533718654056,0.6261294054612996,0.2805,80.33551616447923,-10.055566156080955,-1.0
356,True,True,True,True,0.315,0.315,-0.1666215781874641,0.6280958640847335,0.2805,100.65567820450309,-10.055566156080955,-1.0
357,True,True,True,True,0.315,0.315,-0.17977655444519436,0.6201742907647898,0.2805,90.5977330195577,-10.055566156080955,-1.0
358,True,True,True,True,0.315,0.315,-0.31474191380783356,0.5880711549316447,0.2805,75.00578526951846,-10.055566156080955,-1.0
359,True,True,True,True,0.315,0.315,-0.21884498675891562,0.6943264478454487,0.2805,102.25578262275224,-10.055566156080955,-1.0
360,True,True,True,True,0.315,0.315,-0.2405183642811709,0.6758238063004995,0.2805,99.04345854334755,-10.055566156080955,-1.0
361,True,True,True,True,0.315,0.315,-0.06660017816453423,0.6722781566739298,0.2805,89.74514848144548,-10.055566156080955,-1.0
362,True,True,True,True,0.315,0.315,-0.32879201596263297,0.6185037585604065,0.2805,71.24092578042158,-10.055566156080955,-1.0
363,True,True,True,True,0.315,0.315,-0.07306893879697335,0.623200142558742,0.2805,108.52996257294738,-10.055566156080955,-1.0
364,True,True,True,True,0.315,0.315,-0.20951091555197068,0.6405893242146058,0.2805,79.96605919737347,-10.055566156080955,-1.0
365,True,True,True,True,0.315,0.315,-0.1907563891999047,0.5980488676272755,0.2805,73.79606100782047,-10.055566156080955,-1.0
366,True,True,True,True,0.315,0.315,-0.12653629151985904,0.6631545815551576,0.2805,96.47511535022912,-10.055566156080955,-1.0
367,True,True,True,True,0.315,0.315,-0.19239671540549202,0.7034433345793243,0.2805,74.63856118395412,-10.055566156080955,-1.0
368,True,True,True,True,0.315,0.315,-0.2678623865343627,0.6266188755871821,0.2805,79.31774843812589,-10.055566156080955,-1.0
369,True,True,True,True,0.315,0.315,-0.20460771019753723,0.6999100563757277,0.2805,107.76364635035343,-10.055566156080955,-1.0
370,True,True,True,True,0.315,0.315,-0.11077901202349155,0.6383836867076172,0.2805,82.56137526583998,-10.055566156080955,-1.0
371,True,True,True,True,0.315,0.315,-0.11563261927519569,0.6982836685904763,0.2805,107.70859855599261,-10.055566156080955,-1.0
372,True,True,True,True,0.315,0.315,-0.053969732406200455,0.6828462539092794,0.2805,84.82320851507092,-10.055566156080955,-1.0
373,True,True,True,True,0.315,0.315,-0.16390134098167325,0.6836583367369313,0.2805,82.61151936402524,-10.055566156080955,-1.0
374,True,True,True,True,0.315,0.315,-0.16376988593482725,0.6937954199820815,0.2805,100.3635409466257,-10.055566156080955,-1.0
375,True,True,True,True,0.315,0.315,-0.15400627222081598,0.6198008477892131,0.2805,78.28097364159821,-10.055566156080955,-1.0
376,True,True,True,True,0.315,0.315,-0.03982617255186005,0.6207623980997257,0.2805,82.45232893585913,-10.055566156080955,-1.0
377,True,True,True,True,0.315,0.315,-0.3129813649001234,0.6325419549848833,0.2805,81.18782078954659,-10.055566156080955,-1.0
378,True,True,True,True,0.315,0.315,-0.25321282229570774,0.6592546868606248,0.2805,93.89249747323024,-10.055566156080955,-1.0
379,True,True,True,True,0.315,0.315,-0.001684260868548837,0.5900243861015337,0.2805,109.39937661661295,-10.055566156080955,-1.0
380,True,True,True,True,0.315,0.315,-0.3439994028397547,0.5886083323511605,0.2805,70.9809377052463,-10.055566156080955,-1.0
381,True,True,True,True,0.315,0.315,-0.17550052073120392,0.6047214144019721,0.2805,94.4520957324603,-10.055566156080955,-1.0
382,True,True,True,True,0.315,0.315,-0.09562855405484472,0.686349004460223,0.2805,76.17845306925744,-10.055566156080955,-1.0
383,True,True,True,True,0.315,0.315,-0.1757290332984137,0.61994039471584,0.2805,93.25159286379576,-10.055566156080955,-1.0
384,True,True,True,True,0.315,0.315,-0.31731336434550295,0.7030958786880517,0.2805,91.82052092536267,-10.055566156080955,-1.0
385,True,True,True,True,0.315,0.315,-0.11500563345361658,0.6880302052731169,0.2805,80.16849806272349,-10.055566156080955,-1.0
386,True,True,True,True,0.315,0.315,-0.11838480610984747,0.6952226400432726,0.2805,86.13903476611424,-10.055566156080955,-1.0
387,True,True,True,True,0.315,0.315,-0.20004252362686986,0.6649581561538445,0.2805,89.13193582959192,-10.055566156080955,-1.0
388,True,True,True,True,0.315,0.315,-0.16267421936075643,0.6959399228704765,0.2805,71.76098486158011,-10.055566156080955,-1.0
389,True,True,True,True,0.315,0.315,-0.06766089859248164,0.6764940150911682,0.2805,72.57733929214692,-10.055566156080955,-1.0
390,True,True,True,True,0.315,0.315,-0.09204544556476779,0.6225455119161005,0.2805,101.54808212194988,-10.055566156080955,-1.0
391,True,True,True,True,0.315,0.315,-0.1579335659806068,0.6615987345616465,0.2805,93.43097185730146,-10.055566156080955,-1.0
392,True,True,True,True,0.315,0.315,-0.1536093807264647,0.6846668096781572,0.2805,107.46321627588168,-10.055566156080955,-1.0
393,True,True,True,True,0.315,0.315,-0.16685031605105585,0.5988296099213845,0.2805,97.20190995948906,-10.055566156080955,-1.0
394,True,True,True,True,0.315,0.315,-0.19493627371967645,0.6098275102192862,0.2805,102.24868657058991,-10.055566156080955,-1.0
395,True,True,True,True,0.315,0.315,-0.2899390311657877,0.6959227887892199,0.2805,91.01743462518147,-10.055566156080955,-1.0
396,True,True,True,True,0.315,0.315,-0.11354192117343304,0.6946188967870404,0.2805,77.05813593154018,-10.055566156080955,-1.0
397,True,True,True,True,0.315,0.315,-0.16762271988229682,0.686730263305611,0.2805,93.57201138019333,-10.055566156080955,-1.0
398,True,True,True,True,0.315,0.315,-0.1805820243441766,0.5941028458547418,0.2805,79.50924079234785,-10.055566156080955,-1.0
399,True,True,True,True,0.315,0.315,-0.3243423534990165,0.6708716900240722,0.2805,75.80186016344082,-10.055566156080955,-1.0
400,True,True,True,True,0.315,0.315,-0.16721410583302515,0.6992591667737371,0.2805,91.70055293040518,-10.055566156080955,-1.0
401,True,True,True,True,0.315,0.315,-0.012235959711774602,0.6346057587735077,0.2805,90.48429597477919,-10.055566156080955,-1.0
402,True,True,True,True,0.315,0.315,-0.2681060025218833,0.606189691990245,0.2805,89.39476102671566,-10.055566156080955,-1.0
403,True,True,True,True,0.315,0.315,-0.25526531122000473,0.5874528586276648,0.2805,74.25027278220637,-10.055566156080955,-1.0
404,True,True,True,True,0.315,0.315,-0.1419003867997376,0.6632444665980717,0.2805,93.61702256535725,-10.055566156080955,-1.0
405,True,True,True,True,0.315,0.315,-0.11285615297977661,0.6104515752725687,0.2805,72.14493307061754,-10.055566156080955,-1.0
406,True,True,True,True,0.315,0.315,-0.28558308503484475,0.7012013936453154,0.2805,74.68308337775204,-10.055566156080955,-1.0
407,True,True,True,True,0.315,0.315,-0.04916192284301074,0.5991644858616358,0.2805,107.16750247813343,-10.055566156080955,-1.0
408,True,True,True,True,0.315,0.315,-0.10178948510759456,0.6632656416165881,0.2805,80.54286178813366,-10.055566156080955,-1.0
409,True,True,True,True,0.315,0.315,-0.27959316347630014,0.6097975314125017,0.2805,74.61829085218814,-10.055566156080955,-1.0
410,True,True,True,True,0.315,0.315,-0.15488364056025147,0.6088384677048304,0.2805,85.33104276821199,-10.055566156080955,-1.0
411,True,True,True,True,0.315,0.315,-0.3093758455587606,0.6698951524667205,0.2805,86.01068709577297,-10.055566156080955,-1.0
412,True,True,True,True,0.315,0.315,-0.3485658080682771,0.6726524809762204,0.2805,73.41019180068966,-10.055566156080955,-1.0
413,True,True,True,True,0.315,0.315,-0.31284960310735344,0.6154501160514753,0.2805,83.38776137665435,-10.055566156080955,-1.0
414,True,True,True,True,0.315,0.315,-0.17914528140820524,0.6002685382416585,0.2805,105.78256682937855,-10.055566156080955,-1.0
415,True,True,True,True,0.315,0.315,-0.3220595999062641,0.6161078059141388,0.2805,74.06441176509577,-10.055566156080955,-1.0
416,True,True,True,True,0.315,0.315,-0.25611485221711816,0.6833307014318488,0.2805,106.40604648649744,-10.055566156080955,-1.0
417,True,True,True,True,0.315,0.315,-0.1930885162870595,0.6444087670754078,0.2805,84.57135019811459,-10.055566156080955,-1.0
418,True,True,True,True,0.315,0.315,-0.12968944496927484,0.6767710621534564,0.2805,103.6551439719901,-10.055566156080955,-1.0
419,True,True,True,True,0.315,0.315,-0.2963154597489489,0.6051453732782079,0.2805,84.64693056243974,-10.055566156080955,-1.0
420,True,True,True,True,0.315,0.315,-0.2461516803497188,0.629525513788458,0.2805,78.62502881960461,-10.055566156080955,-1.0
421,True,True,True,True,0.315,0.315,-0.040319561835586715,0.6770565741671949,0.2805,103.40712019387051,-10.055566156080955,-1.0
422,True,True,True,True,0.315,0.315,-0.266240017799027,0.5860833013520761,0.2805,77.45728986186359,-10.055566156080955,-1.0
423,True,True,True,True,0.315,0.315,-0.013587297961065892,0.5860289444287207,0.2805,108.96064022073656,-10.055566156080955,-1.0
424,True,True,True,True,0.315,0.315,-0.09700253959274313,0.6399192390632324,0.2805,84.42656344034586,-10.055566156080955,-1.0
425,True,True,True,True,0.315,0.315,-0.194039068195504,0.6295553841494521,0.2805,82.16842692383767,-10.055566156080955,-1.0
426,True,True,True,True,0.315,0.315,-0.3120050174473176,0.6044585719878253,0.2805,74.02079781607942,-10.055566156080955,-1.0
427,True,True,True,True,0.315,0.315,-0.19120625044072134,0.660747160479329,0.2805,90.98242130265534,-10.055566156080955,-1.0
428,True,True,True,True,0.315,0.315,-0.06054829786315635,0.6730206225132859,0.2805,81.0561430551576,-10.055566156080955,-1.0
429,True,True,True,True,0.315,0.315,-0.3346259212406877,0.6722749907879941,0.2805,70.78669886684813,-10.055566156080955,-1.0
430,True,True,True,True,0.315,0.315,-0.17052141847567123,0.686969015394563,0.2805,77.86171692039821,-10.055566156080955,-1.0
431,True,True,True,True,0.315,0.315,-0.2145208676281513,0.6709845571700357,0.2805,74.1429919850031,-10.055566156080955,-1.0
432,True,True,True,True,0.315,0.315,-0.25192415980795824,0.5767367789365232,0.2805,78.95920144956905,-10.055566156080955,-1.0
433,True,True,True,True,0.315,0.315,-0.15025769034584044,0.6054580852984447,0.2805,78.9612715234448,-10.055566156080955,-1.0
