0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.149829	0.273845	2.523638	0.0	0.799258	1.091754	-0.044914	-0.399629	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.163183	-0.039314	2.440613	0.0	0.799258	1.740260	-0.044914	-0.399629	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.162652	-0.026865	2.443914	0.0	0.799258	1.714478	-0.044914	-0.399629	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.150381	0.260896	2.520205	0.0	0.799258	1.118567	-0.044914	-0.399629	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.149260	0.287199	2.527179	0.0	0.799258	1.119409	-0.044914	-0.399629	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.162613	-0.025960	2.444154	0.0	0.799258	1.767915	-0.044914	-0.399629	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.162082	-0.013510	2.447454	0.0	0.799258	1.742133	-0.044914	-0.399629	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.149812	0.274251	2.523746	0.0	0.799258	1.146223	-0.044914	-0.399629	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.149829	0.273845	2.523638	0.0	0.733681	1.091754	-0.044914	-0.366840	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.163183	-0.039314	2.440613	0.0	0.733681	1.740260	-0.044914	-0.366840	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.162652	-0.026865	2.443914	0.0	0.733681	1.714478	-0.044914	-0.366840	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.150381	0.260896	2.520205	0.0	0.733681	1.118567	-0.044914	-0.366840	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.149260	0.287199	2.527179	0.0	0.733681	1.119409	-0.044914	-0.366840	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.162613	-0.025960	2.444154	0.0	0.733681	1.767915	-0.044914	-0.366840	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.162082	-0.013510	2.447454	0.0	0.733681	1.742133	-0.044914	-0.366840	-1.391361
0	0.493411	-0.868821	-0.041182	-0.242498	-0.091939	-0.965786	0.835309	0.486516	-0.256051	-0.149812	0.274251	2.523746	0.0	0.733681	1.146223	-0.044914	-0.366840	-1.391361
