0.000000000000000000e+00,-1.570796370506286621e+00,0.000000000000000000e+00,-1.570796370506286621e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.279091119766235352e+00,-1.956960201263427734e+00,-9.991138577461242676e-01,-2.360021114349365234e+00,2.317553997039794922e+00,-1.658429265022277832e+00
-2.204015254974365234e+00,-2.224281311035156250e+00,-5.962567329406738281e-01,-2.434708595275878906e+00,2.358307600021362305e+00,-1.570808291435241699e+00
-2.166473865509033203e+00,-2.135267734527587891e+00,-8.083836436271667480e-01,-2.278369903564453125e+00,2.377167701721191406e+00,-1.524359703063964844e+00
-2.149134874343872070e+00,-2.282533645629882812e+00,-5.210425257682800293e-01,-2.503212690353393555e+00,2.281194210052490234e+00,-1.664844632148742676e+00
-2.110433578491210938e+00,-2.421940326690673828e+00,-2.411387860774993896e-01,-2.857230663299560547e+00,2.350896835327148438e+00,-1.624272942543029785e+00
-2.109931230545043945e+00,-2.421996355056762695e+00,-3.048182129859924316e-01,-2.812939643859863281e+00,2.298643589019775391e+00,-1.411844730377197266e+00
-2.096645832061767578e+00,-2.486205816268920898e+00,-2.656846642494201660e-01,-2.835024356842041016e+00,2.212807416915893555e+00,-1.612564325332641602e+00
-2.079533338546752930e+00,-2.544919252395629883e+00,-6.729016453027725220e-02,-2.873018741607666016e+00,2.114207267761230469e+00,-1.723080396652221680e+00
-2.041734695434570312e+00,-2.393408536911010742e+00,-4.550011157989501953e-01,-2.644597530364990234e+00,2.140894412994384766e+00,-1.864494800567626953e+00
-2.051494598388671875e+00,-2.304176807403564453e+00,-6.168112158775329590e-01,-2.558422088623046875e+00,2.161161899566650391e+00,-1.839695096015930176e+00
-2.085764884948730469e+00,-2.281282424926757812e+00,-8.043744564056396484e-01,-2.493343830108642578e+00,2.224200487136840820e+00,-1.945008039474487305e+00
-2.095522403717041016e+00,-2.224263668060302734e+00,-8.004546165466308594e-01,-2.539449214935302734e+00,2.246164083480834961e+00,-1.920952916145324707e+00
-2.044765472412109375e+00,-2.248194456100463867e+00,-8.122463226318359375e-01,-2.429476261138916016e+00,2.121068954467773438e+00,-1.994854450225830078e+00
-2.048896789550781250e+00,-2.081318855285644531e+00,-1.093647837638854980e+00,-2.194939136505126953e+00,2.239226579666137695e+00,-1.996526718139648438e+00
-2.111061811447143555e+00,-2.076446294784545898e+00,-1.110245943069458008e+00,-2.218872070312500000e+00,2.250817537307739258e+00,-2.239063024520874023e+00
-2.078073740005493164e+00,-1.974985480308532715e+00,-1.208849787712097168e+00,-2.064284563064575195e+00,2.291652679443359375e+00,-2.280156850814819336e+00
-2.125750303268432617e+00,-1.972937107086181641e+00,-1.322295546531677246e+00,-2.068951368331909180e+00,2.289972066879272461e+00,-2.174824476242065430e+00
-2.124745130538940430e+00,-1.977218389511108398e+00,-1.283150553703308105e+00,-2.193386316299438477e+00,2.297713518142700195e+00,-2.103910446166992188e+00
-2.112280845642089844e+00,-1.926866888999938965e+00,-1.348418831825256348e+00,-2.043749809265136719e+00,2.191154003143310547e+00,-2.168767929077148438e+00
-2.117145776748657227e+00,-1.865280389785766602e+00,-1.333064317703247070e+00,-2.100248336791992188e+00,2.210193634033203125e+00,-2.134067058563232422e+00
-2.088762283325195312e+00,-1.838433265686035156e+00,-1.393619775772094727e+00,-2.032433748245239258e+00,2.271144866943359375e+00,-2.164301872253417969e+00
-2.091068744659423828e+00,-1.783899784088134766e+00,-1.429483175277709961e+00,-2.024221420288085938e+00,2.289846658706665039e+00,-2.123051166534423828e+00
-2.030620813369750977e+00,-1.741098403930664062e+00,-1.527175307273864746e+00,-1.850828289985656738e+00,2.366970777511596680e+00,-2.037082672119140625e+00
-1.974669933319091797e+00,-1.743587017059326172e+00,-1.417371392250061035e+00,-1.932867884635925293e+00,2.332086086273193359e+00,-1.922733664512634277e+00
-1.909882664680480957e+00,-1.751125097274780273e+00,-1.247663497924804688e+00,-2.087799549102783203e+00,2.199954748153686523e+00,-1.714414834976196289e+00
-1.930166602134704590e+00,-1.748295426368713379e+00,-1.236776113510131836e+00,-2.166788101196289062e+00,2.268948554992675781e+00,-1.680169463157653809e+00
-1.901752352714538574e+00,-1.702768564224243164e+00,-1.213859796524047852e+00,-2.163763999938964844e+00,2.288685083389282227e+00,-1.498800039291381836e+00
-1.904298663139343262e+00,-1.625402688980102539e+00,-1.284031867980957031e+00,-2.156780242919921875e+00,2.312634468078613281e+00,-1.275379657745361328e+00
-1.899100184440612793e+00,-1.611902356147766113e+00,-1.369351267814636230e+00,-2.058830738067626953e+00,2.356424331665039062e+00,-1.356525301933288574e+00
-1.926779270172119141e+00,-1.561726689338684082e+00,-1.533585071563720703e+00,-1.918739914894104004e+00,2.409090042114257812e+00,-1.507847547531127930e+00
-1.894504427909851074e+00,-1.517973899841308594e+00,-1.495501160621643066e+00,-1.953134179115295410e+00,2.276140689849853516e+00,-1.525039553642272949e+00
-1.902197241783142090e+00,-1.468559861183166504e+00,-1.647606611251831055e+00,-1.784816861152648926e+00,2.433927536010742188e+00,-1.357575535774230957e+00
-1.886088013648986816e+00,-1.422888159751892090e+00,-1.702342152595520020e+00,-1.711822867393493652e+00,2.442491531372070312e+00,-1.273771286010742188e+00
-1.900893092155456543e+00,-1.326705813407897949e+00,-1.734696865081787109e+00,-1.802518248558044434e+00,2.405463695526123047e+00,-1.228026390075683594e+00
-1.867703676223754883e+00,-1.223994493484497070e+00,-1.733539462089538574e+00,-1.830655455589294434e+00,2.388027191162109375e+00,-9.644966125488281250e-01
-1.761329174041748047e+00,-1.254055619239807129e+00,-1.733144760131835938e+00,-1.744971275329589844e+00,2.326714754104614258e+00,-7.239701747894287109e-01
-1.708664536476135254e+00,-1.173847198486328125e+00,-1.926507234573364258e+00,-1.435604214668273926e+00,2.319085597991943359e+00,-5.819036960601806641e-01
-1.664936661720275879e+00,-1.015562772750854492e+00,-2.087999105453491211e+00,-1.205983638763427734e+00,2.342875003814697266e+00,-2.620091438293457031e-01
-1.719359993934631348e+00,-9.808431863784790039e-01,-2.118746519088745117e+00,-1.328870296478271484e+00,2.383725881576538086e+00,-5.632269382476806641e-01
