j0,j1,j2,j3,j4,j5
-0.738786,-2.07125,-1.40015,-2.80997,-2.4578,-2.35536
-0.734508,-2.02923,-1.4643,-2.78966,-2.41407,-2.3562
-0.728976,-1.98814,-1.52558,-2.76947,-2.36955,-2.3562
-0.721808,-1.94789,-1.58401,-2.75129,-2.32387,-2.3562
-0.712904,-1.90839,-1.63975,-2.73504,-2.27694,-2.3562
-0.702161,-1.86956,-1.69297,-2.72066,-2.22867,-2.3562
-0.689466,-1.83132,-1.74377,-2.70809,-2.17894,-2.3562
-0.674701,-1.79364,-1.79225,-2.69729,-2.12763,-2.3562
-0.657741,-1.75647,-1.8385,-2.68822,-2.07462,-2.3562
-0.638456,-1.71979,-1.88256,-2.68084,-2.01975,-2.3562
-0.616707,-1.68359,-1.92449,-2.67511,-1.96287,-2.35619
-0.592349,-1.64787,-1.96433,-2.67099,-1.90383,-2.35619
-0.565234,-1.61265,-2.0021,-2.66844,-1.84244,-2.35619
-0.535211,-1.57797,-2.03783,-2.66739,-1.77854,-2.35619
-0.502127,-1.54388,-2.0715,-2.6678,-1.71192,-2.35619
-0.465836,-1.51048,-2.10314,-2.66957,-1.64243,-2.35619
-0.426202,-1.47787,-2.13272,-2.67259,-1.56986,-2.35619
-0.383108,-1.44619,-2.16023,-2.67676,-1.49406,-2.35619
-0.360235,-1.43076,-2.1732,-2.67923,-1.4549,-2.35619
-0.336468,-1.41563,-2.18563,-2.68192,-1.41488,-2.35619
-0.311803,-1.40084,-2.19754,-2.68481,-1.37399,-2.35619
-0.28624,-1.38641,-2.2089,-2.68788,-1.33222,-2.35619
-0.259785,-1.37239,-2.21971,-2.69109,-1.28957,-2.35619
-0.232447,-1.3588,-2.22996,-2.69442,-1.24603,-2.35619
-0.204243,-1.3457,-2.23965,-2.69783,-1.20161,-2.35619
-0.175196,-1.33313,-2.24876,-2.70129,-1.15633,-2.35619
-0.145336,-1.32114,-2.25729,-2.70475,-1.1102,-2.35619
-0.114702,-1.30979,-2.26522,-2.70818,-1.06325,-2.35619
-0.0833436,-1.29913,-2.27253,-2.71153,-1.01552,-2.35619
-0.051318,-1.28922,-2.27921,-2.71476,-0.967044,-2.35619
-0.0186944,-1.28012,-2.28524,-2.71782,-0.917883,-2.35619
0.0144473,-1.27192,-2.29061,-2.72065,-0.8681,-2.35619
0.0480158,-1.26466,-2.2953,-2.72322,-0.817773,-2.35619
0.0819088,-1.25843,-2.29928,-2.72548,-0.766985,-2.35619
0.116013,-1.2533,-2.30252,-2.72737,-0.715835,-2.35619
0.150205,-1.24933,-2.30501,-2.72885,-0.664428,-2.35619
0.184353,-1.2466,-2.30671,-2.72988,-0.61288,-2.35619
0.218318,-1.24517,-2.30759,-2.73043,-0.561311,-2.35619
0.251953,-1.2451,-2.30763,-2.73046,-0.509851,-2.35619
0.285113,-1.24645,-2.30678,-2.72995,-0.458628,-2.35619
0.31765,-1.24927,-2.30501,-2.7289,-0.407774,-2.35619
0.349418,-1.25358,-2.3023,-2.72731,-0.357417,-2.35619
0.38028,-1.25942,-2.29859,-2.72518,-0.307681,-2.35619
0.410105,-1.2668,-2.29386,-2.72253,-0.258682,-2.35619
0.438776,-1.2757,-2.28807,-2.71942,-0.210524,-2.35619
0.466189,-1.28613,-2.28118,-2.71588,-0.163301,-2.35619
0.492254,-1.29805,-2.27316,-2.71198,-0.117089,-2.35619
0.516902,-1.31142,-2.26398,-2.7078,-0.071951,-2.35618
0.536846,-1.32794,-2.25191,-2.70337,-0.031162,-2.35616
0.561385,-1.34213,-2.24215,-2.69941,0.0142197,-2.35568
0.580018,-1.36027,-2.22863,-2.69461,0.0544415,-2.35586
0.598651,-1.37842,-2.21511,-2.68981,0.0946633,-2.35604
0.603754,-1.38339,-2.21141,-2.6885,0.105678,-2.35609
0.610259,-1.38989,-2.20655,-2.68683,0.119842,-2.35611
0.637828,-1.4264,-2.1772,-2.67962,0.187511,-2.35616
0.660586,-1.46527,-2.14421,-2.67372,0.25102,-2.35617
0.678964,-1.50609,-2.10761,-2.6695,0.310864,-2.35618
0.69337,-1.54855,-2.06739,-2.66725,0.36751,-2.35618
0.70418,-1.5924,-2.02356,-2.66724,0.421384,-2.35619
0.711734,-1.63745,-1.97608,-2.66967,0.472874,-2.35619
0.716338,-1.68359,-1.9249,-2.6747,0.522323,-2.35619
0.718895,-1.73068,-1.86958,-2.68294,0.570662,-2.35618
