j0,j1,j2,j3,j4,j5
-2.13921,-1.76208,-1.98157,0.602725,2.14011,0.78671
-2.11855,-1.7222,-2.03064,0.611243,2.08036,0.785399
-2.09488,-1.68264,-2.0771,0.618148,2.01804,0.785398
-2.06759,-1.64305,-2.12155,0.623015,1.95251,0.785398
-2.03631,-1.60341,-2.16399,0.625812,1.88337,0.785398
-2.01907,-1.58357,-2.18445,0.626426,1.84733,0.785398
-2.00068,-1.56371,-2.2044,0.626514,1.81021,0.785398
-1.9811,-1.54384,-2.22383,0.626074,1.77197,0.785398
-1.96028,-1.52397,-2.24273,0.625106,1.73255,0.785398
-1.93814,-1.5041,-2.26111,0.623613,1.69187,0.785398
-1.91465,-1.48425,-2.27894,0.621599,1.64987,0.785398
-1.88973,-1.46444,-2.29622,0.61907,1.60648,0.785398
-1.86333,-1.44469,-2.31294,0.616038,1.56163,0.785398
-1.83539,-1.42503,-2.32908,0.612516,1.51525,0.785398
-1.80585,-1.40549,-2.34462,0.608524,1.46727,0.785398
-1.77466,-1.38612,-2.35956,0.604087,1.41763,0.785398
-1.74178,-1.36697,-2.37386,0.599236,1.36625,0.785398
-1.70716,-1.3481,-2.38751,0.594012,1.3131,0.785398
-1.67078,-1.32958,-2.40047,0.588464,1.25812,0.785397
-1.63262,-1.31152,-2.41272,0.582651,1.20128,0.785397
-1.5927,-1.29401,-2.42423,0.576646,1.14257,0.785397
-1.55105,-1.27717,-2.43495,0.570533,1.08201,0.785397
-1.50773,-1.26115,-2.44486,0.564412,1.01962,0.785397
-1.46284,-1.2461,-2.45389,0.558396,0.955493,0.785396
-1.41652,-1.23221,-2.462,0.552616,0.889739,0.785396
-1.36897,-1.21967,-2.46913,0.547214,0.822526,0.785396
-1.32044,-1.2087,-2.47523,0.542344,0.754072,0.785395
-1.27122,-1.19954,-2.48022,0.538168,0.684653,0.785395
-1.22168,-1.19241,-2.48403,0.534849,0.614598,0.785394
-1.17221,-1.18754,-2.48659,0.532541,0.544289,0.785393
-1.12327,-1.18515,-2.48782,0.531382,0.474148,0.785392
-1.07532,-1.18543,-2.48764,0.531479,0.404622,0.785391
-1.02883,-1.18851,-2.48597,0.532896,0.336162,0.78539
-0.984248,-1.19448,-2.48275,0.535647,0.269203,0.785389
-0.941962,-1.20336,-2.47791,0.539688,0.204138,0.785387
-0.902307,-1.2151,-2.4714,0.544915,0.141299,0.785384
-0.865532,-1.22956,-2.46318,0.551166,0.0809408,0.78538
-0.831796,-1.24658,-2.45323,0.558225,0.023238,0.785384
-0.801176,-1.26579,-2.44162,0.565406,-0.0317181,0.785802
-0.773672,-1.28728,-2.42813,0.573846,-0.0839031,0.785371
-0.749206,-1.31041,-2.41304,0.581826,-0.133379,0.78542
-0.727664,-1.33502,-2.39627,0.589694,-0.180231,0.785408
-0.708889,-1.36084,-2.37791,0.597153,-0.22459,0.785405
-0.692704,-1.38761,-2.35801,0.604021,-0.266608,0.785403
-0.678919,-1.41509,-2.33664,0.610137,-0.306449,0.785402
-0.667342,-1.44309,-2.31388,0.615377,-0.344279,0.785401
-0.657783,-1.47144,-2.28981,0.619648,-0.380262,0.7854
-0.650063,-1.49999,-2.26449,0.622883,-0.414557,0.785399
-0.644009,-1.52863,-2.23801,0.625045,-0.44731,0.785399
-0.639464,-1.55727,-2.21044,0.626112,-0.478659,0.785399
-0.63795,-1.58553,-2.18061,0.62455,-0.507065,0.785399
-0.636437,-1.6138,-2.15078,0.622988,-0.535471,0.785399
-0.634923,-1.64206,-2.12096,0.621426,-0.563876,0.785399
-0.633582,-1.66712,-2.09452,0.620042,-0.589057,0.785399
-0.634506,-1.69452,-2.06312,0.616044,-0.614709,0.785399
-0.636218,-1.72163,-2.0311,0.611131,-0.639491,0.785399
-0.641683,-1.77495,-1.96538,0.598734,-0.686735,0.785398
-0.64663,-1.80084,-1.92987,0.58912,-0.707984,0.785398
-0.65487,-1.85275,-1.86157,0.572722,-0.751866,0.785398
-0.664992,-1.90344,-1.79142,0.55327,-0.793166,0.785397
-0.670991,-1.9284,-1.75497,0.541778,-0.812664,0.785396
-0.671037,-1.9286,-1.75468,0.541689,-0.812816,0.785396
-0.677038,-1.95355,-1.71823,0.530193,-0.832308,0.785394
-0.683039,-1.97851,-1.68177,0.518697,-0.851801,0.785393
-0.68904,-2.00347,-1.64532,0.5072,-0.871293,0.785392
-0.691309,-2.01291,-1.63154,0.502854,-0.878663,0.785391
