j0,j1,j2,j3,j4,j5
2.17573,-0.440009,0.246894,0.191681,-0.325037,-2.35506
2.1756,-0.439425,0.245901,0.193515,-0.324276,-2.35619
2.17539,-0.440129,0.24729,0.19283,-0.32418,-2.35619
2.16913,-0.460637,0.287731,0.172907,-0.321379,-2.3562
2.16287,-0.481145,0.328172,0.152984,-0.318577,-2.3562
2.15661,-0.501653,0.368613,0.133061,-0.315775,-2.35621
2.14342,-0.536089,0.435443,0.100672,-0.310005,-2.35622
2.12904,-0.569203,0.49898,0.0702383,-0.303831,-2.35621
2.12163,-0.58986,0.539263,0.0506161,-0.300577,-2.35621
2.10583,-0.621735,0.599547,0.0222071,-0.293967,-2.35621
2.08964,-0.652485,0.65707,-0.0045278,-0.287431,-2.35625
2.07298,-0.681366,0.710534,-0.0291168,-0.280774,-2.35624
2.05615,-0.709016,0.761204,-0.0521414,-0.274241,-2.35624
2.03916,-0.735579,0.809401,-0.0737787,-0.267833,-2.35624
2.02203,-0.761238,0.855503,-0.0942238,-0.26156,-2.35623
2.00476,-0.786131,0.899794,-0.113623,-0.255435,-2.35623
1.98735,-0.810367,0.942496,-0.132091,-0.249466,-2.35623
1.96981,-0.834031,0.983786,-0.149718,-0.243664,-2.35623
1.95215,-0.857194,1.02381,-0.166575,-0.238037,-2.35623
1.93435,-0.879913,1.06267,-0.182722,-0.232596,-2.35623
1.91643,-0.902236,1.10048,-0.198206,-0.227348,-2.35623
1.89839,-0.924205,1.13731,-0.213068,-0.222302,-2.35623
1.86193,-0.967211,1.2083,-0.241054,-0.212853,-2.35623
1.82497,-1.00916,1.27608,-0.266889,-0.204317,-2.35623
1.7875,-1.05021,1.34097,-0.290721,-0.196763,-2.35623
1.74951,-1.0905,1.4032,-0.312659,-0.190259,-2.35623
1.71098,-1.13014,1.46296,-0.332783,-0.184876,-2.35623
1.67188,-1.16921,1.52039,-0.35115,-0.180681,-2.35623
1.63219,-1.20777,1.5756,-0.367803,-0.177747,-2.35623
1.59187,-1.24588,1.62868,-0.382772,-0.176143,-2.35623
1.55088,-1.28359,1.6797,-0.396082,-0.175944,-2.35622
1.50918,-1.32094,1.72871,-0.40775,-0.177221,-2.35622
1.46672,-1.35795,1.77576,-0.417791,-0.18005,-2.35622
1.42345,-1.39465,1.82089,-0.426219,-0.184506,-2.35622
1.3793,-1.43106,1.86413,-0.433048,-0.190665,-2.35621
1.33423,-1.4672,1.90551,-0.438293,-0.198605,-2.35621
1.28815,-1.50307,1.94506,-0.441972,-0.208403,-2.35621
1.241,-1.53868,1.9828,-0.444107,-0.22014,-2.35621
1.19271,-1.57402,2.01876,-0.444723,-0.233893,-2.3562
1.14319,-1.6091,2.05296,-0.443852,-0.249742,-2.3562
1.09237,-1.6439,2.08543,-0.441532,-0.267767,-2.3562
1.04015,-1.67839,2.11621,-0.437808,-0.288046,-2.3562
0.986454,-1.71258,2.14531,-0.432731,-0.310653,-2.3562
0.931199,-1.74641,2.17277,-0.426361,-0.335664,-2.3562
0.874297,-1.77986,2.19863,-0.418767,-0.363146,-2.3562
0.815672,-1.81288,2.22291,-0.410026,-0.393162,-2.3562
0.755248,-1.84543,2.24565,-0.400224,-0.425766,-2.3562
0.692963,-1.87745,2.2669,-0.389456,-0.461,-2.3562
0.628769,-1.90887,2.28669,-0.377827,-0.498892,-2.35619
0.562637,-1.93961,2.30507,-0.365451,-0.539445,-2.35619
0.49457,-1.9696,2.32206,-0.352456,-0.582638,-2.35619
0.421192,-1.9984,2.3369,-0.3385,-0.631826,-2.35619
0.34976,-2.02675,2.35154,-0.32479,-0.679584,-2.35619
0.276665,-2.05391,2.36481,-0.310896,-0.72973,-2.35619
0.237976,-2.06686,2.37065,-0.303795,-0.757135,-2.35619
0.199287,-2.0798,2.37649,-0.296695,-0.78454,-2.35619
0.188686,-2.08335,2.3781,-0.294749,-0.792049,-2.35619
0.149964,-2.09565,2.38344,-0.287789,-0.819835,-2.35619
0.111241,-2.10796,2.38879,-0.280829,-0.847622,-2.35619
0.102636,-2.1107,2.38998,-0.279282,-0.853797,-2.35619
0.0638919,-2.12257,2.395,-0.272432,-0.881828,-2.35619
0.0251476,-2.13444,2.40002,-0.265581,-0.90986,-2.35619
0.00374559,-2.141,2.40279,-0.261797,-0.925344,-2.35619
