j0,j1,j2,j3,j4,j5
0.608039,-0.810841,1.02923,-0.230466,-0.10333,-2.3449
0.60129,-0.83456,1.0707,-0.240873,-0.0874108,-2.35144
0.596542,-0.851968,1.10038,-0.252365,-0.0745972,-2.35222
0.590418,-0.874418,1.13865,-0.267187,-0.0580719,-2.35322
0.584295,-0.896867,1.17692,-0.282009,-0.0415466,-2.35423
0.578171,-0.919317,1.21519,-0.29683,-0.0250213,-2.35523
0.572047,-0.941767,1.25346,-0.311652,-0.00849603,-2.35623
0.560688,-0.985997,1.32615,-0.340589,0.0256964,-2.35575
0.549892,-1.0299,1.39667,-0.367228,0.0610285,-2.35574
0.538827,-1.07453,1.46896,-0.394395,0.0965773,-2.35623
0.533405,-1.09944,1.50748,-0.407937,0.117697,-2.3563
0.528217,-1.12394,1.54484,-0.420812,0.138948,-2.35628
0.523384,-1.14818,1.58124,-0.432992,0.1604,-2.35626
0.518912,-1.17221,1.61675,-0.444489,0.182077,-2.35624
0.511143,-1.21966,1.68515,-0.465464,0.226147,-2.35622
0.505083,-1.26631,1.75011,-0.483776,0.271237,-2.35621
0.500913,-1.31218,1.81165,-0.499451,0.317434,-2.35621
0.498822,-1.35725,1.86977,-0.512516,0.364841,-2.3562
0.499004,-1.40144,1.92446,-0.523009,0.413579,-2.3562
0.501662,-1.44468,1.97568,-0.530995,0.463779,-2.3562
0.507,-1.48684,2.0234,-0.536564,0.51559,-2.3562
0.515222,-1.52775,2.0676,-0.539846,0.569169,-2.3562
0.526531,-1.56723,2.10825,-0.541013,0.624685,-2.3562
0.541115,-1.60506,2.14535,-0.540283,0.682309,-2.3562
0.559149,-1.64098,2.1789,-0.537917,0.742205,-2.3562
0.580779,-1.67472,2.20894,-0.534221,0.804528,-2.35619
0.606114,-1.70597,2.23551,-0.529534,0.869407,-2.35619
0.635214,-1.73446,2.25867,-0.524217,0.936933,-2.35619
0.668074,-1.75989,2.27852,-0.518639,1.00715,-2.35619
0.704618,-1.782,2.29516,-0.513159,1.08003,-2.35619
0.744683,-1.80059,2.30869,-0.508106,1.15548,-2.35619
0.788016,-1.81548,2.31925,-0.503765,1.23332,-2.35619
0.836722,-1.82367,2.32494,-0.501272,1.31573,-2.35619
0.884846,-1.83184,2.33057,-0.498733,1.397,-2.35619
0.935131,-1.83612,2.33349,-0.497368,1.47973,-2.35619
0.961542,-1.83607,2.33349,-0.497416,1.52218,-2.35619
0.985768,-1.83603,2.33349,-0.497461,1.56113,-2.35619
1.01246,-1.83423,2.33237,-0.498142,1.60334,-2.35619
1.03916,-1.83242,2.33125,-0.498824,1.64556,-2.35619
1.06586,-1.83062,2.33012,-0.499505,1.68778,-2.35619
1.06586,-1.83061,2.33012,-0.499505,1.68779,-2.35619
1.11221,-1.82359,2.32535,-0.501761,1.76078,-2.35619
1.15851,-1.81433,2.31896,-0.504625,1.83364,-2.35619
1.20438,-1.80302,2.311,-0.507975,1.90599,-2.35619
1.24946,-1.78984,2.30152,-0.51168,1.97749,-2.35619
1.29346,-1.77496,2.29057,-0.515603,2.04784,-2.35619
1.33611,-1.75858,2.27819,-0.51961,2.11681,-2.35619
1.37722,-1.74088,2.26446,-0.523569,2.18421,-2.35619
1.41658,-1.72205,2.24939,-0.527333,2.24984,-2.35619
1.45316,-1.70282,2.23285,-0.530028,2.3127,-2.35619
