-0.153302	-0.300927	-0.240049
-0.158177	-0.300927	-0.238470
-0.153302	-0.302788	-0.238470
-0.147624	-0.303256	-0.238470
-0.147624	-0.300927	-0.240490
-0.141946	-0.303373	-0.238470
-0.141946	-0.300927	-0.240632
-0.136269	-0.303484	-0.238470
-0.136269	-0.300927	-0.240774
-0.130591	-0.303589	-0.238470
-0.130591	-0.300927	-0.240915
-0.124913	-0.303688	-0.238470
-0.124913	-0.300927	-0.241057
-0.119235	-0.303782	-0.238470
-0.119235	-0.300927	-0.241198
-0.113557	-0.303870	-0.238470
-0.113557	-0.300927	-0.241339
-0.107879	-0.303952	-0.238470
-0.107879	-0.300927	-0.241480
-0.102201	-0.304028	-0.238470
-0.102201	-0.300927	-0.241622
-0.096524	-0.303914	-0.238470
-0.096524	-0.300927	-0.241522
-0.090846	-0.302754	-0.238470
-0.090846	-0.300927	-0.240007
-0.085201	-0.300927	-0.238470
-0.158980	-0.295249	-0.238623
-0.159430	-0.295249	-0.238470
-0.158980	-0.297413	-0.238470
-0.153302	-0.295249	-0.240528
-0.147624	-0.295249	-0.240979
-0.141946	-0.295249	-0.241128
-0.136269	-0.295249	-0.241278
-0.130591	-0.295249	-0.241428
-0.124913	-0.295249	-0.241577
-0.119235	-0.295249	-0.241727
-0.113557	-0.295249	-0.241877
-0.107879	-0.295249	-0.242026
-0.102201	-0.295249	-0.242176
-0.096524	-0.295249	-0.242075
-0.090846	-0.295249	-0.240483
-0.085168	-0.300809	-0.238470
-0.085168	-0.295249	-0.238873
-0.083747	-0.295249	-0.238470
-0.158980	-0.289571	-0.238623
-0.159430	-0.289571	-0.238470
-0.153302	-0.289571	-0.240528
-0.147624	-0.289571	-0.240979
-0.141946	-0.289571	-0.241128
-0.136269	-0.289571	-0.241278
-0.130591	-0.289571	-0.241428
-0.124913	-0.289571	-0.241577
-0.119235	-0.289571	-0.241727
-0.113557	-0.289571	-0.241877
-0.107879	-0.289571	-0.242026
-0.102201	-0.289571	-0.242176
-0.096524	-0.289571	-0.242075
-0.090846	-0.289571	-0.240483
-0.085168	-0.289571	-0.238873
-0.083747	-0.289571	-0.238470
-0.158980	-0.283893	-0.238623
-0.159430	-0.283893	-0.238470
-0.153302	-0.283893	-0.240528
-0.147624	-0.283893	-0.240979
-0.141946	-0.283893	-0.241128
-0.136269	-0.283893	-0.241278
-0.130591	-0.283893	-0.241428
-0.124913	-0.283893	-0.241577
-0.119235	-0.283893	-0.241727
-0.113557	-0.283893	-0.241877
-0.107879	-0.283893	-0.242026
-0.102201	-0.283893	-0.242176
-0.096524	-0.283893	-0.242075
-0.090846	-0.283893	-0.240483
-0.085168	-0.283893	-0.238873
-0.083747	-0.283893	-0.238470
-0.158980	-0.278215	-0.238623
-0.159430	-0.278215	-0.238470
-0.153302	-0.278215	-0.240528
-0.147624	-0.278215	-0.240979
-0.141946	-0.278215	-0.241128
-0.136269	-0.278215	-0.241278
-0.130591	-0.278215	-0.241428
-0.124913	-0.278215	-0.241577
-0.119235	-0.278215	-0.241727
-0.113557	-0.278215	-0.241877
-0.107879	-0.278215	-0.242026
-0.102201	-0.278215	-0.242176
-0.096524	-0.278215	-0.242075
-0.090846	-0.278215	-0.240483
-0.085168	-0.278215	-0.238873
-0.083747	-0.278215	-0.238470
-0.158980	-0.272537	-0.238623
-0.159430	-0.272537	-0.238470
-0.153302	-0.272537	-0.240528
-0.147624	-0.272537	-0.240979
-0.141946	-0.272537	-0.241128
-0.136269	-0.272537	-0.241278
-0.130591	-0.272537	-0.241428
-0.124913	-0.272537	-0.241577
-0.119235	-0.272537	-0.241727
-0.113557	-0.272537	-0.241877
-0.107879	-0.272537	-0.242026
-0.102201	-0.272537	-0.242176
-0.096524	-0.272537	-0.242075
-0.090846	-0.272537	-0.240483
-0.085168	-0.272537	-0.238873
-0.083747	-0.272537	-0.238470
-0.158980	-0.266859	-0.238623
-0.159430	-0.266859	-0.238470
-0.153302	-0.266859	-0.240528
-0.147624	-0.266859	-0.240979
-0.141946	-0.266859	-0.241128
-0.136269	-0.266859	-0.241278
-0.130591	-0.266859	-0.241428
-0.124913	-0.266859	-0.241577
-0.119235	-0.266859	-0.241727
-0.113557	-0.266859	-0.241877
-0.107879	-0.266859	-0.242026
-0.102201	-0.266859	-0.242176
-0.096524	-0.266859	-0.242075
-0.090846	-0.266859	-0.240483
-0.085168	-0.266859	-0.238873
-0.083747	-0.266859	-0.238470
-0.158980	-0.261182	-0.238623
-0.159430	-0.261182	-0.238470
-0.153302	-0.261182	-0.240528
-0.147624	-0.261182	-0.240979
-0.141946	-0.261182	-0.241128
-0.136269	-0.261182	-0.241278
-0.130591	-0.261182	-0.241428
-0.124913	-0.261182	-0.241577
-0.119235	-0.261182	-0.241727
-0.113557	-0.261182	-0.241877
-0.107879	-0.261182	-0.242026
-0.102201	-0.261182	-0.242176
-0.096524	-0.261182	-0.242075
-0.090846	-0.261182	-0.240483
-0.085168	-0.261182	-0.238873
-0.083747	-0.261182	-0.238470
-0.158980	-0.255504	-0.238623
-0.159430	-0.255504	-0.238470
-0.153302	-0.255504	-0.240528
-0.147624	-0.255504	-0.240979
-0.141946	-0.255504	-0.241128
-0.136269	-0.255504	-0.241278
-0.130591	-0.255504	-0.241428
-0.124913	-0.255504	-0.241577
-0.119235	-0.255504	-0.241727
-0.113557	-0.255504	-0.241877
-0.107879	-0.255504	-0.242026
-0.102201	-0.255504	-0.242176
-0.096524	-0.255504	-0.242075
-0.090846	-0.255504	-0.240483
-0.085168	-0.255504	-0.238873
-0.083747	-0.255504	-0.238470
-0.158980	-0.249826	-0.238623
-0.159430	-0.249826	-0.238470
-0.153302	-0.249826	-0.240528
-0.147624	-0.249826	-0.240979
-0.141946	-0.249826	-0.241128
-0.136269	-0.249826	-0.241278
-0.130591	-0.249826	-0.241428
-0.124913	-0.249826	-0.241577
-0.119235	-0.249826	-0.241727
-0.113557	-0.249826	-0.241877
-0.107879	-0.249826	-0.242026
-0.102201	-0.249826	-0.242176
-0.096524	-0.249826	-0.242075
-0.090846	-0.249826	-0.240483
-0.085168	-0.249826	-0.238873
-0.083747	-0.249826	-0.238470
-0.158980	-0.244148	-0.238623
-0.159430	-0.244148	-0.238470
-0.153302	-0.244148	-0.240528
-0.147624	-0.244148	-0.240979
-0.141946	-0.244148	-0.241128
-0.136269	-0.244148	-0.241278
-0.130591	-0.244148	-0.241428
-0.124913	-0.244148	-0.241577
-0.119235	-0.244148	-0.241727
-0.113557	-0.244148	-0.241877
-0.107879	-0.244148	-0.242026
-0.102201	-0.244148	-0.242176
