3.141593,-1.570796,0.000000,-1.570796,0.000000,3.141593
0.299253,-1.648669,0.907680,-1.376712,-2.177653,-1.967915
0.044058,-1.813003,1.066925,-1.495983,-2.030835,-2.210930
-0.027775,-1.829596,1.190251,-1.628751,-1.985412,-2.272371
-0.163689,-1.929829,1.240939,-1.791752,-1.748783,-2.299464
-0.060916,-1.929128,1.309989,-2.078747,-1.897372,-2.199144
-0.205653,-2.052856,1.458330,-2.267434,-1.661920,-2.254031
-0.333484,-1.968765,1.295328,-2.092771,-1.487142,-2.245953
-0.134712,-1.951391,1.324592,-2.345121,-1.761294,-2.172809
-0.279810,-1.994292,1.482141,-2.523100,-1.563138,-2.143486
-0.343502,-1.971538,1.365592,-2.376881,-1.452675,-2.190212
-0.410198,-1.976433,1.437075,-2.488490,-1.359021,-2.149195
-0.520564,-2.047873,1.418699,-2.260302,-1.181019,-2.113398
-0.222899,-2.049371,1.603290,-2.515708,-1.601971,-1.955927
-0.153556,-2.025143,1.592046,-2.527403,-1.693552,-1.939177
-0.200814,-1.920971,1.399515,-2.313049,-1.648005,-1.908515
-0.029259,-1.763934,1.128611,-2.122392,-1.929224,-1.808646
-0.128039,-1.805167,1.252770,-2.409266,-1.814220,-1.765432
-0.065481,-1.822292,1.177201,-2.285028,-1.816377,-1.910357
-0.161963,-1.862437,1.327243,-2.396193,-1.668687,-2.138932
0.113010,-1.796219,1.232200,-2.299660,-2.054432,-2.236844
0.006773,-1.885618,1.435010,-2.505345,-1.873109,-2.253261
0.264311,-1.766237,1.387834,-2.431161,-2.322198,-2.230278
0.343900,-1.713614,1.328661,-2.216250,-2.441637,-2.021822
0.303415,-1.800142,1.407606,-2.320392,-2.281873,-2.068829
0.092637,-1.841106,1.362005,-2.154785,-1.929474,-2.032197
0.085658,-1.726630,1.071509,-1.843622,-1.876088,-1.825347
0.169620,-1.529277,0.860667,-1.606060,-2.110356,-1.769251
0.241537,-1.565672,1.026433,-1.753237,-2.251955,-1.781225
0.285542,-1.497914,0.915183,-1.581849,-2.285211,-1.676478
0.311568,-1.599411,1.174023,-1.880363,-2.329190,-1.727639
0.300357,-1.693826,1.421910,-2.149055,-2.281768,-1.827533
0.239304,-1.666887,1.321203,-2.007855,-2.176737,-1.833409
0.280475,-1.577027,1.389027,-2.205783,-2.407452,-1.666194
0.259196,-1.567218,1.338858,-2.199952,-2.407544,-1.858574
0.141664,-1.715120,1.477778,-2.337285,-2.097341,-2.005787
0.158902,-1.708537,1.574230,-2.426871,-2.131766,-1.979795
0.095120,-1.701270,1.542575,-2.309940,-2.004564,-1.859082
0.211550,-1.607552,1.391055,-2.107641,-2.127392,-1.542406
0.249955,-1.629909,1.518492,-2.207146,-2.152043,-1.676067
0.303455,-1.461272,1.350031,-1.920060,-2.268780,-1.474343
0.314522,-1.512153,1.409681,-1.975969,-2.222837,-1.660828
0.289161,-1.580800,1.608400,-2.259215,-2.239796,-1.905623
0.249087,-1.582749,1.768484,-2.602994,-2.253648,-1.912490
0.257959,-1.558165,1.740899,-2.581787,-2.277882,-1.884061
0.225198,-1.546211,1.598642,-2.355695,-2.206879,-1.779682
0.232506,-1.512792,1.663070,-2.435982,-2.227443,-1.750530
0.321663,-1.411973,1.588125,-2.471702,-2.463421,-1.607456
0.324372,-1.387887,1.554845,-2.437203,-2.480712,-1.575186
0.249601,-1.447075,1.529023,-2.311848,-2.283512,-1.662361
0.210876,-1.418517,1.505636,-2.219046,-2.273666,-1.795434
0.290456,-1.402475,1.520624,-2.231535,-2.400029,-1.953326
0.265956,-1.459155,1.781009,-2.661963,-2.350276,-2.238656
0.232733,-1.515842,1.768091,-2.557670,-2.148058,-2.178310
0.233247,-1.478585,1.683893,-2.394817,-2.215698,-2.271117
0.233208,-1.418254,1.660425,-2.418469,-2.377905,-2.280621
0.252043,-1.413864,1.554497,-2.222950,-2.348742,-2.300342
0.255272,-1.373584,1.605099,-2.290200,-2.361670,-2.266889
0.257906,-1.325915,1.646327,-2.355098,-2.373758,-2.233337
0.246481,-1.293273,1.643379,-2.424469,-2.435025,-2.143348
