j0,j1,j2,j3,j4,j5
0.965416,-1.49758,1.98554,-0.487956,0.723516,3.92699
0.96723,-1.53854,2.02935,-0.490805,0.760202,3.92699
0.971,-1.58118,2.07276,-0.491568,0.800186,3.92699
0.976891,-1.62321,2.11317,-0.489959,0.841484,3.92699
0.985334,-1.66439,2.15067,-0.486283,0.88455,3.92699
0.996582,-1.70458,2.18529,-0.48071,0.929668,3.92699
1.01092,-1.7436,2.21705,-0.473445,0.977157,3.92699
1.02867,-1.78123,2.24597,-0.464738,1.02737,3.92699
1.05016,-1.81718,2.27207,-0.454889,1.0807,3.92699
1.07577,-1.85112,2.29537,-0.444249,1.13755,3.92699
1.10588,-1.88266,2.31588,-0.433217,1.19837,3.92699
1.14086,-1.91138,2.33362,-0.422238,1.26359,3.92699
1.18106,-1.9368,2.34859,-0.411788,1.33362,3.92699
1.22674,-1.95846,2.36081,-0.402357,1.4088,3.92699
1.27808,-1.97587,2.37029,-0.394423,1.48939,3.92699
1.30588,-1.98284,2.374,-0.391156,1.53175,3.92699
1.33507,-1.9886,2.37702,-0.38842,1.57547,3.92699
1.36563,-1.9931,2.37936,-0.386258,1.62055,3.92699
1.39751,-1.99629,2.381,-0.384704,1.66693,3.92699
1.43063,-1.99816,2.38195,-0.383785,1.71458,3.92699
1.46493,-1.99868,2.3822,-0.383519,1.76342,3.92699
1.50029,-1.99783,2.38175,-0.383914,1.81337,3.92699
1.53661,-1.99562,2.38059,-0.38497,1.86432,3.92699
1.57377,-1.99204,2.37872,-0.386676,1.91618,3.92699
1.61162,-1.98711,2.37612,-0.389012,1.9688,3.92699
1.65001,-1.98084,2.37279,-0.391948,2.02206,3.92699
1.68879,-1.97327,2.36872,-0.395447,2.07582,3.92699
1.7278,-1.96444,2.3639,-0.399463,2.12993,3.92699
1.76688,-1.95438,2.35833,-0.403941,2.18423,3.92699
1.80587,-1.94315,2.35198,-0.408825,2.23859,3.92699
1.84462,-1.93079,2.34484,-0.414049,2.29286,3.92699
1.88297,-1.91737,2.33692,-0.419547,2.3469,3.92699
1.92078,-1.90294,2.32819,-0.425248,2.40058,3.92699
1.95793,-1.88757,2.31865,-0.431082,2.45378,3.92699
1.9943,-1.87132,2.30829,-0.436977,2.50639,3.92699
2.02977,-1.85424,2.2971,-0.442861,2.55831,3.92699
2.06427,-1.83641,2.28507,-0.448664,2.60945,3.92699
2.09769,-1.81788,2.2722,-0.45432,2.65974,3.92699
2.12999,-1.79872,2.25848,-0.459762,2.70911,3.92699
2.16111,-1.77898,2.24392,-0.464931,2.75752,3.92699
2.19099,-1.75872,2.22849,-0.469768,2.80491,3.927
2.21962,-1.73799,2.21222,-0.474221,2.85127,3.927
2.24696,-1.71684,2.19509,-0.478241,2.89656,3.927
2.27301,-1.69533,2.17712,-0.481785,2.94077,3.927
2.29777,-1.67348,2.15831,-0.484811,2.98391,3.92701
2.32123,-1.65134,2.13865,-0.487283,3.02596,3.92702
2.34342,-1.62895,2.11817,-0.489159,3.06694,3.92704
2.36435,-1.60632,2.09684,-0.490335,3.10686,3.92717
2.38404,-1.58325,2.07445,-0.489762,3.14573,3.92843
2.40253,-1.56056,2.05179,-0.491045,3.18361,3.92718
2.41983,-1.53751,2.02812,-0.490582,3.22046,3.92702
2.43598,-1.51431,2.00365,-0.489324,3.25632,3.927
2.44923,-1.49116,1.97753,-0.486363,3.28945,3.927
2.46488,-1.46781,1.9526,-0.48479,3.32496,3.927
2.4772,-1.44441,1.92555,-0.481138,3.35745,3.927
2.48953,-1.42101,1.8985,-0.477486,3.38994,3.92699
2.49128,-1.41769,1.89466,-0.476968,3.39455,3.92699
2.5024,-1.39352,1.86565,-0.472129,3.42662,3.92699
2.51254,-1.36936,1.83596,-0.466605,3.45777,3.92699
2.52017,-1.34531,1.80456,-0.459252,3.48647,3.92699
2.53006,-1.32111,1.77467,-0.453559,3.51742,3.92699
2.53676,-1.29704,1.7425,-0.445463,3.54526,3.92699
2.54345,-1.27296,1.71033,-0.437367,3.5731,3.92699
2.54564,-1.26511,1.69984,-0.434725,3.58219,3.92699
2.55147,-1.24103,1.66701,-0.42597,3.60924,3.927
2.55389,-1.23102,1.65336,-0.422331,3.62049,3.927
2.56162,-1.18985,1.595,-0.405144,3.66431,3.927
2.56764,-1.14795,1.53385,-0.385896,3.7069,3.927
2.57208,-1.10519,1.4697,-0.364497,3.74838,3.927
2.57502,-1.06143,1.40226,-0.340827,3.78882,3.927
2.57656,-1.01646,1.33119,-0.314726,3.82831,3.927
2.57684,-0.993447,1.29415,-0.300699,3.84772,3.927
2.57679,-0.970038,1.25602,-0.285979,3.86692,3.92699
2.57644,-0.946188,1.21672,-0.270528,3.8859,3.927
2.57606,-0.921337,1.17522,-0.253878,3.90495,3.92699
